token,label,source of relation
Taccheggiatori,,
incalliti,,
ma.,,
a...,,
“,,
raffinati,,
”,,
",",,
nel,,
senso,,
che,,
prediligono,,
prodotti,,
di,,
punta,,
e,,
con,,
prezzi,,
alti,,
",",,
come,,
lo,,
champagne,,
e,,
",",,
come,,
in,,
questo,,
caso,,
",",,
il,,
prosciutto,[89968]DBPEDIA,
crudo,,
di,,
Parma,"[89966]NER_LOC, [89969]DBPEDIA",
.,,
Il,,
ladro,,
",",,
un,,
trentenne,,
dell,,
',,
Est,,
Eutropa,,
",",,
individuato,,
dalla,,
vigilanza,,
del,,
centro,,
commerciale,,
Conad,[89970]DBPEDIA,
La,,
Rotonda,,
è,,
infatti,,
lo,,
stesso,,
che,,
nel,,
periodo,,
natalizio,,
aveva,,
provato,,
a,,
portare,,
all,,
',,
esterno,,
parecchie,,
bottiglie,,
di,,
champagne,,
",",,
nascondendole,,
in,,
borse,,
e,,
borsoni,,
.,,
La,,
sua,,
presenza,,
pertanto,,
non,,
è,,
sfuggita,,
all,,
',,
occhio,,
esperto,,
della,,
vigilanza,,
Coopservice,,
:,,
gli,,
addetti,,
",",,
pertanto,,
",",,
hanno,,
iniziato,,
a,,
seguire,,
dalla,,
regia,,
",",,
grazie,,
alle,,
telecamere,,
interne,,
",",,
tutti,,
gli,,
spostamenti,,
di,,
questo,,
trentenne,,
che,,
l,,
',,
altro,,
giorno,,
era,,
in,,
compagnia,,
di,,
una,,
donna,,
e,,
di,,
un,,
altro,,
complice,,
",",,
quest,,
',,
ultimo,,
poi,,
fuggito,,
.,,
L,,
',,
uomo,,
ha,,
iniziato,,
a,,
stazionare,,
nell,,
',,
area,,
frigoriferi,,
",",,
con,,
un,,
carrello,,
.,,
Quindi,,
ha,,
aperto,,
gli,,
sportelli,,
e,,
ha,,
messo,,
nel,,
carrello,,
tre,,
tranci,,
di,,
prosciutto,[89971]DBPEDIA,
crudo,,
",",,
di,,
notevole,,
peso,,
.,,
Dopodiché,,
",",,
con,,
nonchalance,,
",",,
si,,
è,,
spostato,,
",",,
ha,,
imboccato,,
un,,
',,
altra,,
fila,,
espositiva,,
e,,
qui,,
",",,
pensando,,
di,,
non,,
essere,,
notato,,
",",,
ha,,
collocato,,
i,,
tre,,
pezzi,,
all,,
',,
interno,,
di,,
uno,,
zaino,,
con,,
ogni,,
probabilità,,
schermato,,
con,,
fogli,,
di,,
alluminio,[89972]DBPEDIA,
",",,
al,,
fine,,
di,,
non,,
fare,,
scattare,,
i,,
sensori,,
antitaccheggio,,
.,,
Alla,,
cassa,,
ha,,
pagato,,
due,,
o,,
tre,,
bibiote,,
che,,
aveva,,
nel,,
carrello,,
e,,
ha,,
oltrepassato,,
",",,
assieme,,
alla,,
donna,,
e,,
al,,
complice,,
",",,
la,,
barriera,,
delle,,
casse,,
.,,
Qui,,
è,,
stato,,
bloccato,,
dalla,,
vigilanza,,
che,,
nel,,
frattempo,,
aveva,,
allertato,,
le,,
forze,,
dell,,
',,
ordine,,
.,,
Sono,,
stati,,
i,,
carabinieri,[89967]NER_ORG,
ad,,
effettuare,,
la,,
dovuta,,
perquisizione,,
:,,
nello,,
zaino,,
tre,,
tranci,,
mentre,,
nel,,
baule,,
dell,,
',,
auto,,
del,,
30enne,,
sono,,
stati,,
trovati,,
altri,,
4,,
tranci,,
di,,
prosciutto,[89973]DBPEDIA,
crudo,,
.,,
Il,,
valore,,
del,,
furto,,
è,,
sui,,
500,,
euro,,
.,,
L,,
',,
uomo,,
è,,
stato,,
arrestato,,
.,,
—,,
BY,,
NC,,
ND,,
ALCUNI,,
DIRITTI,,
RISERVAT,,
