token,label,source of relation
di,,
Carlo,"[11325]NER_PER, [11346]DBPEDIA",
Gregori,"[11325]NER_PER, [11346]DBPEDIA",
VIGNOLA,[11347]DBPEDIA,
Prima,,
udienza,,
per,,
la,,
gang,,
di,,
spaccio,,
smantellata,,
dai,,
carabinieri,,
in,,
tutta,,
la,,
Valle,[11326]NER_LOC,
Panaro,[11326]NER_LOC,
con,,
propaggini,,
a,,
Modena,"[11327]NER_LOC, [11348]DBPEDIA",
e,,
nel,,
Bolognese,,
.,,
E,,
tra,,
i,,
venticinque,,
che,,
ieri,[11318]TE,
in,,
Tribunale,[11328]NER_LOC,
sono,,
comparsi,,
davanti,,
al,,
giudice,,
Vaccari,[11329]NER_PER,
a,,
sorpresa,,
è,,
spuntato,,
a,,
sorpresa,,
il,,
nome,,
reale,,
di,,
una,,
celebrità,,
televisiva,,
e,,
teatrale,,
:,,
Andrea,[11330]NER_PER,
Sasdelli,[11330]NER_PER,
",",,
celebre,,
col,,
nome,,
d,,
',,
arte,,
Giuseppe,"[11331]NER_PER, [11349]DBPEDIA",
Giacobazzi,"[11331]NER_PER, [11349]DBPEDIA",
.,,
Il,,
comico,,
48enne,,
di,,
Alfonsine,"[11332]NER_LOC, [11350]DBPEDIA",
che,,
fa,,
impazzire,,
le,,
platee,,
con,,
le,,
sue,,
surreali,,
storie,,
di,,
taglio,,
romagnolo,[11351]DBPEDIA,
è,,
infatti,,
rimasto,,
coinvolto,,
nelle,,
investigazioni,,
comparendo,,
come,,
persona,,
in,,
possesso,,
di,,
una,,
modica,,
quantità,,
di,,
cocaina,,
-,,
si,,
parla,,
di,,
due,,
grammi,,
in,,
tutto,,
-,,
che,,
in,,
ogni,,
caso,,
non,,
avrebbe,,
venduto,,
né,,
avrebbe,,
avuto,,
intenzione,,
di,,
farlo,,
.,,
Giacobazzi,[11333]NER_PER,
non,,
si,,
è,,
presentato,,
all,,
',,
udienza,,
",",,
a,,
differenza,,
di,,
molti,,
altre,,
persone,,
coinvolte,,
tra,,
le,,
venticinque,,
chiamate,,
davanti,,
al,,
gup,,
.,,
E,,
ieri,[11319]TE,
pomeriggio,[11319]TE,
si,,
è,,
tenuto,,
il,,
processo,,
con,,
rito,,
abbreviato,,
che,,
lo,,
riguardava,,
.,,
L,,
',,
udienza,,
",",,
rigorosamente,,
a,,
porte,,
chiuse,,
",",,
si,,
è,,
conclusa,,
con,,
la,,
richiesta,,
del,,
pubblico,,
ministero,[11352]DBPEDIA,
Enrico,[11334]NER_PER,
Stefani,[11334]NER_PER,
di,,
una,,
condanna,,
a,,
un,,
anno,,
e,,
quattro,,
mesi,,
.,,
La,,
difesa,,
",",,
avvocato,,
Barbara,[11335]NER_PER,
Righini,[11335]NER_PER,
",",,
ha,,
chiesto,,
invece,,
piena,,
assoluzione,,
contestando,,
l,,
',,
impianto,,
delle,,
indagini,,
e,,
qualsiasi,,
coinvolgimento,,
dell,,
',,
attore,,
comico,,
in,,
qualsivoglia,,
traffico,,
di,,
droga,,
.,,
L,,
',,
udienza,,
verrà,,
completata,,
il,,
14,,
ottobre,,
",",,
data,,
del,,
rinvio,,
dedica,,
ieri,[11320]TE,
sera,[11320]TE,
dal,,
giudice,,
.,,
Il,,
caso,,
Sasdelli,[11336]NER_PER,
Giacobazzi,[11336]NER_PER,
è,,
infatti,,
emerso,,
nel,,
corso,,
di,,
un,,
lavoro,,
di,,
intelligence,,
dei,,
carabinieri,[11337]NER_ORG,
della,,
provinciale,,
di,,
Modena,"[11338]NER_LOC, [11353]DBPEDIA",
che,,
aveva,,
portato,,
il,,
il,[11321]TE,
23,[11321]TE,
novembre,[11321]TE,
2010,[11321]TE,
a,,
smantellare,,
un,,
',,
organizzazione,,
campana,,
e,,
calabrese,[11354]DBPEDIA,
di,,
rifornimento,,
di,,
“,,
polvere,,
bianca,,
”,,
a,,
Modena,"[11339]NER_LOC, [11355]DBPEDIA",
e,,
anche,,
nel,,
Bolognese,,
.,,
Il,,
coinvolgimento,,
di,,
Giacobazzi,[11340]NER_PER,
",",,
stando,,
a,,
quanto,,
si,,
è,,
potuto,,
apprendere,,
",",,
riguarda,,
solo,,
la,,
detenzione,,
della,,
quantità,,
minima,,
di,,
droga,,
.,,
Non,,
è,,
stato,,
mai,,
supposto,,
che,,
avesse,,
intenzione,,
di,,
venderla,,
.,,
Nel,,
corso,,
della,,
presentazione,,
pubblica,,
dell,,
',,
operazione,,
",",,
i,,
carabinieri,,
resero,,
noti,,
16,,
dei,,
25,,
nomi,,
dei,,
coinvolti,,
;,,
non,,
quello,,
di,,
Giacobazzi,[11341]NER_PER,
",",,
anche,,
se,,
già,,
allora,,
circolava,,
voce,,
che,,
fosse,,
coinvolto,,
un,,
comico,,
conosciuto,,
.,,
Dopodiché,,
non,,
si,,
è,,
più,,
saputo,,
nulla,,
",",,
anche,,
per,,
il,,
riserbo,,
assoluto,,
sul,,
nome,,
da,,
parte,,
degli,,
investigatori,,
.,,
Fino,,
a,,
ieri,[11322]TE,
Giacobazzi,[11342]NER_PER,
non,,
era,,
mai,,
stato,,
coinvolto,,
in,,
alcuna,,
vicenda,,
di,,
droga,,
.,,
Ieri,[11323]TE,
",",,
l,,
',,
udienza,,
davanti,,
al,,
giudice,,
",",,
si,,
è,,
conclusa,,
con,,
quattro,,
processi,,
con,,
rito,,
abbreviato,,
",",,
otto,,
patteggiamenti,,
",",,
cinque,,
prosecuzioni,,
in,,
udienza,,
preliminare,,
e,,
due,,
cause,,
trasferite,,
a,,
Bologna,[11343]NER_LOC,
per,,
competenza,,
.,,
I,,
casi,,
rimanenti,,
verranno,,
affrontati,,
sempre,,
il,,
14,,
ottobre,,
.,,
Tra,,
i,,
patteggiamenti,,
di,,
ieri,[11324]TE,
si,,
segnala,,
quello,,
di,,
Bettino,[11344]NER_PER,
Marchi,[11344]NER_PER,
",",,
49enne,,
di,,
Savignano,[11345]NER_LOC,
",",,
ritenuto,,
figura,,
di,,
spicco,,
in,,
questo,,
giro,,
:,,
è,,
stata,,
fissata,,
una,,
pena,,
di,,
tre,,
anni,,
e,,
otto,,
mesi,,
.,,
