token,label,source of relation
NONANTOLA,[73915]DBPEDIA,
.,,
Una,,
casa,,
saccheggiata,,
",",,
un,,
cane,,
maltrattato,,
",",,
i,,
ricordi,,
di,,
una,,
vita,,
portati,,
via,,
e,,
anche,,
lo,,
sgarro,,
di,,
disegnare,,
oscenità,,
sui,,
muri,,
",",,
così,,
per,,
sfregio,,
e,,
misero,,
divertimento,,
.,,
Questo,,
quanto,,
accaduto,,
lunedì,,
in,,
un,,
',,
abitazione,,
di,,
Nonantola,"[73909]NER_LOC, [73916]DBPEDIA",
.,,
«,,
Sono,,
entrati,,
in,,
casa,,
tra,,
le,,
19,,
e,,
le,,
20,,
-,,
racconta,,
la,,
vittima,,
del,,
furto,,
-,,
tagliando,,
la,,
recinzione,,
e,,
segando,,
l,,
',,
inferriata,,
con,,
degli,,
attrezzi,,
.,,
Hanno,,
messo,,
sottosopra,,
tutto,,
e,,
in,,
ogni,,
stanza,,
.,,
Hanno,,
spostato,,
quadri,,
",",,
divani,,
",",,
mobili,,
",",,
hanno,,
rotto,,
oggetti,,
e,,
ricordi,,
.,,
Cercavano,,
la,,
chiave,,
della,,
cassaforte,,
.,,
Quando,,
hanno,,
potuto,,
aprirla,,
",",,
hanno,,
rubato,,
il,,
contenuto,,
in,,
oro,,
e,,
denaro,,
.,,
Il,,
valore,,
è,,
di,,
ottomila,,
euro,,
",",,
ma,,
il,,
danno,,
è,,
superiore,,
perché,,
c,,
',,
è,,
quello,,
emotivo,,
»,,
.,,
Tornare,,
a,,
casa,,
dal,,
lavoro,,
e,,
rimanere,,
pietrificati,,
dalla,,
scena,,
è,,
devastante,,
",",,
specie,,
se,,
vedi,,
il,,
tuo,,
cane,,
tramortito,,
per,,
anestetico,,
e,,
probabilmente,,
anche,,
picchiato,,
.,,
Grey,,
è,,
un,,
cane,,
molossoide,[73917]DBPEDIA,
",",,
di,,
razza,,
Corso,[73910]NER_LOC,
Italiano,[73910]NER_LOC,
",",,
un,,
cane,,
forte,,
",",,
ora,[73905]TE,
fortunatamente,,
sta,,
benone,,
:,,
«,,
Sembra,,
essersi,,
ripreso,,
abbastanza,,
-,,
racconta,,
il,,
padrone,,
-,,
ma,,
quando,,
",",,
subito,,
dopo,,
il,,
furto,,
",",,
l,,
',,
ho,,
trovato,,
",",,
ho,,
pensato,,
fosse,,
morto,,
.,,
L,,
',,
ho,,
portato,,
dal,,
veterinario,,
per,,
accertare,,
che,,
stesse,,
bene,,
»,,
.,,
La,,
vittima,,
del,,
furto,,
avvenuto,,
a,,
Nonantola,"[73911]NER_LOC, [73918]DBPEDIA",
la,,
sera,,
di,,
lunedì,,
8,[73906]TE,
gennaio,[73906]TE,
è,,
uno,,
stimato,,
cittadino,,
che,,
lavora,,
nel,,
centro,,
storico,,
del,,
paese,,
.,,
L,,
',,
abitazione,,
di,,
famiglia,,
è,,
",",,
invece,,
",",,
in,,
una,,
laterale,,
di,,
via,[73912]NER_LOC,
Matilde,[73912]NER_LOC,
di,[73912]NER_LOC,
Canossa,"[73912]NER_LOC, [73919]DBPEDIA",
.,,
Si,,
tratta,,
di,,
una,,
villetta,,
unifamiliare,,
abitata,,
da,,
quattro,,
persone,,
che,,
si,,
affaccia,,
in,,
una,,
zona,,
residenziale,,
a,,
ridosso,,
della,,
campagna,,
.,,
Oltre,,
al,,
danno,,
",",,
la,,
beffa,,
di,,
scritte,,
e,,
disegni,,
osceni,,
fatti,,
dai,,
malviventi,,
lungo,,
la,,
rampa,,
delle,,
scale,,
che,,
conducono,,
al,,
piano,,
superiore,,
.,,
«,,
Sono,,
arrabbiato,,
e,,
mi,,
sento,,
sconfortato,,
-,,
continua,,
la,,
vittima,,
-,,
.,,
Alterno,,
questi,,
stati,,
d,,
',,
animo,,
da,,
ore,,
",",,
senza,,
aver,,
chiuso,,
occhio,,
per,,
tutta,,
notte,,
.,,
Oggi,[73907]TE,
vanno,,
aggiunti,,
il,,
consueto,,
lavoro,,
della,,
giornata,,
",",,
le,,
commissioni,,
che,,
ho,,
dovuto,,
fare,,
a,,
causa,,
dei,,
danni,,
e,,
la,,
denuncia,,
di,,
quanto,,
è,,
successo,,
.,,
In,,
questo,[73908]TE,
momento,[73908]TE,
sento,,
una,,
stanchezza,,
profonda,,
quanto,,
incolmabile,,
»,,
",",,
conclude,,
lo,,
sconfortato,,
cittadino,,
.,,
Sul,,
furto,,
indagano,,
i,,
carabinieri,,
della,,
stazione,,
di,,
Nonantola,[73913]NER_LOC,
.,,
Patrizia,[73914]NER_PER,
Cantusci,[73914]NER_PER,
