token,label,source of relation
CAMPOGALLIANO,"[70171]NER_LOC, [70173]DBPEDIA",
.,,
Ha,,
denunciato,,
il,,
furto,,
della,,
propria,,
auto,,
ai,,
carabinieri,,
i,,
quali,,
",",,
insospettiti,,
",",,
hanno,,
fatto,,
indagini,,
scoprendo,,
una,,
verità,,
diversa,,
.,,
Un,,
albanese,,
di,,
33,,
anni,,
",",,
residente,,
a,,
Campogalliano,"[70172]NER_LOC, [70174]DBPEDIA",
",",,
è,,
stato,,
denunciato,,
per,,
truffa,,
all,,
',,
assicurazione,[70175]DBPEDIA,
e,,
simulazione,,
di,,
reato,,
.,,
Il,,
33enne,,
",",,
infatti,,
",",,
ha,,
smontato,,
la,,
sua,,
Audi,[70176]DBPEDIA,
A6,[70176]DBPEDIA,
",",,
rivendendo,,
i,,
pezzi,,
e,,
intascando,,
una,,
somma,,
superiore,,
a,,
quella,,
proveniente,,
da,,
un,,
',,
eventuale,,
vendita,,
del,,
veicolo,,
",",,
ormai,,
datato,,
.,,
Quando,,
non,,
è,,
rimasto,,
quasi,,
più,,
nulla,,
",",,
il,,
33enne,,
ha,,
denunciato,,
il,,
furto,,
.,,
(,,
s,,
.,,
a,,
.,,
),,
