token,label,source of relation
I,,
malviventi,,
sono,,
entrati,,
in,,
casa,,
mentre,,
dormiva,,
e,,
hanno,,
fatto,,
man,,
bassa,,
di,,
gioielli,,
d,,
',,
oro,,
.,,
Sono,,
ritornati,,
in,,
azione,,
i,,
ladri,,
“,,
acrobati,,
”,,
che,,
nella,,
notte,,
fra,,
lunedì,,
e,,
ieri,[47411]TE,
hanno,,
colpito,,
in,,
via,,
Lelio,[47412]NER_PER,
Rossi,[47412]NER_PER,
",",,
al,,
civico,,
52,,
",",,
prendendo,,
di,,
mira,,
una,,
villa,[47417]DBPEDIA,
.,,
Il,,
proprietario,,
",",,
Wainer,[47413]NER_PER,
Bigarelli,[47413]NER_PER,
",",,
stava,,
dormendo,,
al,,
piano,,
terra,,
della,,
sua,,
porzione,,
di,,
abitazione,,
",",,
mentre,,
nel,,
resto,,
della,,
villa,[47418]DBPEDIA,
abita,,
la,,
figlia,,
",",,
che,,
in,,
quel,,
momento,,
non,,
era,,
in,,
casa,,
.,,
La,,
gang,,
di,,
malviventi,,
deve,,
avere,,
messo,,
a,,
segno,,
il,,
furto,,
prima,,
delle,,
5,,
e,,
30,,
",",,
orario,,
al,,
quale,,
di,,
solito,,
si,,
sveglia,,
Bigarelli,[47414]NER_PER,
.,,
«,,
Ieri,,
mattina,,
mi,,
sono,,
alzato,,
di,,
buon,,
ora,,
poi,,
sono,,
andato,,
fuori,,
e,,
ho,,
visto,,
un,,
grande,,
caos,,
nel,,
cortile,,
–,,
spiega,,
Bigarelli,[47415]NER_PER,
–,,
ho,,
trovato,,
i,,
bidoni,,
del,,
pattume,,
rovesciati,,
.,,
Poi,,
",",,
sono,,
andato,,
a,,
vedere,,
al,,
piano,,
superiore,,
e,,
ho,,
trovato,,
tutta,,
casa,,
di,,
mia,,
figlia,,
messa,,
sottosopra,,
.,,
I,,
ladri,,
devono,,
avere,,
impilato,,
i,,
bidoni,,
",",,
poi,,
sono,,
saliti,,
sul,,
balcone,,
e,,
hanno,,
forzato,,
una,,
finestra,,
che,,
dà,,
sul,,
terrazzo,,
.,,
Evidentemente,,
",",,
erano,,
proprio,,
interessati,,
all,,
',,
oro,,
",",,
perché,,
in,,
casa,,
c,,
',,
erano,,
svariati,,
oggetti,,
d,,
',,
argento,,
ma,,
li,,
hanno,,
lasciati,,
lì,,
.,,
Poi,,
hanno,,
tentato,,
di,,
entrare,,
anche,,
a,,
casa,,
mia,,
",",,
forzando,,
la,,
porta,,
blindata,,
al,,
piano,,
terra,,
.,,
Io,,
stavo,,
dormendo,,
e,,
non,,
mi,,
sono,,
accorto,,
di,,
nulla,,
:,,
per,,
fortuna,,
non,,
sono,,
riusciti,,
a,,
entrare,,
",",,
altrimenti,,
chissà,,
cosa,,
avrebbero,,
potuto,,
farmi…,,
»,,
.,,
Serena,,
Arbizzi,[47416]NER_PER,
