token,label,source of relation
di,,
Pier,[7516]NER_PER,
Luigi,[7516]NER_PER,
Salinaro,[7516]NER_PER,
Chi,[7516]NER_PER,
ha,,
ucciso,,
Michele,[7517]NER_PER,
Langella,[7517]NER_PER,
e,,
perché,,
?,,
Il,,
camionista,,
napoletano,,
assassinato,,
a,,
colpi,,
di,,
lupara,,
nella,,
cabina,,
del,,
suo,,
tir,,
fermo,,
in,,
una,,
piazzola,,
di,,
sosta,,
dell,,
',,
Autosole,"[7518]NER_LOC, [7528]DBPEDIA",
",",,
è,,
stato,,
veramente,,
vittima,,
di,,
una,,
rapina,,
finita,,
male,,
o,,
la,,
sua,,
morte,,
nasconde,,
altro,,
?,,
Questi,,
interrogativi,,
si,,
accavallano,,
sia,,
tra,,
gli,,
uomini,,
della,,
Squadra,[7519]NER_ORG,
Mobile,"[7519]NER_ORG, [7529]DBPEDIA",
che,,
indagano,,
",",,
sia,,
in,,
procura,,
",",,
che,,
le,,
indagini,,
le,,
coordina,,
.,,
«,,
Una,,
rapina,,
?,,
Non,,
possiamo,,
escluderla,,
.,,
Certo,,
",",,
così,,
fosse,,
",",,
si,,
tratterebbe,,
di,,
una,,
rapina,,
molto,,
anomala,,
»,,
",",,
parole,,
del,,
procuratore,,
aggiunto,,
Lucia,[7520]NER_PER,
Musti,[7520]NER_PER,
che,,
non,,
nasconde,,
le,,
proprie,,
perplessità,,
sul,,
movente,,
di,,
questo,,
delitto,[7530]DBPEDIA,
per,[7512]TE,
ora,[7512]TE,
senza,,
colpevole,,
.,,
A,,
non,,
convincere,,
la,,
procura,,
sono,,
due,,
cose,,
:,,
non,,
si,,
spara,,
per,,
una,,
carico,,
di,,
succhi,,
di,,
frutta,,
e,,
scatolette,,
di,,
pomodori,,
pelati,,
",",,
un,,
valore,,
non,,
superiore,,
ai,,
6mila,,
euro,,
",",,
ma,,
soprattutto,,
non,,
si,,
fa,,
fuoco,,
con,,
la,,
ferocia,,
e,,
con,,
l,,
',,
arma,,
-,,
un,,
fucile,,
a,,
canne,,
mozze,,
",",,
una,,
lupara,,
-,,
utilizzata,,
dall,,
',,
assassino,,
.,,
In,,
buona,,
sostanza,,
la,,
procura,,
non,,
esclude,,
possa,,
essersi,,
trattato,,
anche,,
di,,
un,,
',,
esecuzione,,
",",,
con,,
il,,
movente,,
che,,
per,[7513]TE,
ora,[7513]TE,
resta,,
nell,,
',,
ombra,,
.,,
Non,,
è,,
in,,
ogni,,
modo,,
un,,
',,
indagine,,
facile,,
quella,,
in,,
corso,,
con,,
tutta,,
la,,
Mobile,"[7521]NER_ORG, [7531]DBPEDIA",
impegnata,,
a,,
valutare,,
anche,,
il,,
minimo,,
indizio,,
che,,
per,[7514]TE,
ora,[7514]TE,
non,,
è,,
stato,,
raccolto,,
nè,,
scandagliando,,
la,,
personalità,,
e,,
il,,
privato,,
di,,
Michele,[7522]NER_PER,
Langella,[7522]NER_PER,
",",,
incensurato,,
",",,
sposato,,
",",,
padre,,
di,,
tre,,
figli,,
.,,
Nemmeno,,
l,,
',,
azienda,,
di,,
autotrasporti,,
di,,
Nola,"[7523]NER_LOC, [7532]DBPEDIA",
per,,
la,,
quale,,
il,,
camionista,,
lavorava,,
",",,
lascia,,
trasparire,,
nulla,,
di,,
interessante,,
per,,
le,,
indagini,,
.,,
Mai,,
subito,,
assalti,,
ai,,
propri,,
camion,,
",",,
mai,,
vittima,,
-,,
a,,
quanto,,
risulta,,
dai,,
primi,,
riscontri,,
degli,,
inquirenti,,
-,,
di,,
richieste,,
di,,
pizzo,,
o,,
altro,,
in,,
una,,
zona,,
dove,,
i,,
clan,,
camorristi,,
la,,
fanno,,
da,,
padroni,,
.,,
Se,,
proprio,,
si,,
vuole,,
trovare,,
qualcosa,,
di,,
inusuale,,
in,,
Michele,[7524]NER_PER,
Langella,[7524]NER_PER,
",",,
il,,
fatto,,
che,,
utilizzasse,,
per,,
riposarsi,,
aree,,
d,,
',,
emergenza,,
a,,
bordo,,
carreggiata,,
",",,
come,,
quella,,
teatro,,
dell,,
',,
omicidio,,
.,,
Il,,
camionista,,
era,,
stato,,
identificato,,
in,,
passato,,
da,,
forze,,
dell,,
',,
ordine,,
che,,
compivano,,
controlli,,
sull,,
',,
Autostrada,,
.,,
Langella,[7525]NER_PER,
non,,
è,,
l,,
',,
unico,,
a,,
fermarsi,,
a,,
bordo,,
carreggiata,,
.,,
Lo,,
fanno,,
