token,label,source of relation
FORMIGINE,[85111]DBPEDIA,
.,,
La,,
polizia,,
municipale,,
",",,
grazie,,
agli,,
strumenti,,
tecnologici,,
a,,
propria,,
disposizione,,
",",,
è,,
riuscita,,
a,,
ritrovare,,
un,,
',,
auto,,
rubata,,
e,,
un,,
pirata,,
della,,
strada,,
.,,
La,,
sera,,
del,,
19,[85104]TE,
gennaio,[85104]TE,
c,,
',,
è,,
stato,,
un,,
furto,,
in,,
abitazione,,
nel,,
capoluogo,,
.,,
Tra,,
i,,
valori,,
",",,
è,,
stata,,
rubata,,
anche,,
l,,
',,
autovettura,,
dei,,
proprietari,,
",",,
custodita,,
in,,
garage,,
.,,
La,,
targa,,
",",,
inserita,,
negli,,
appositi,,
data,,
base,,
",",,
è,,
stata,,
costantemente,,
monitorata,,
durante,,
i,,
pattugliamenti,,
del,,
territorio,,
.,,
All,,
',,
inizio,,
della,,
settimana,,
",",,
la,,
pattuglia,,
in,,
perlustrazione,,
della,,
zona,,
di,,
Corlo,[85106]NER_LOC,
",",,
ha,,
ricevuto,,
un,,
segnale,,
d,,
',,
allarme,,
che,,
evidenziava,,
che,,
il,,
veicolo,,
in,,
questione,,
era,,
stato,,
intercettato,,
dalle,,
telecamere,,
dello,,
scout,,
speed,,
.,,
L,,
',,
auto,,
è,,
stata,,
trovata,,
in,,
una,,
strada,,
residenziale,,
di,,
Corlo,[85107]NER_LOC,
",",,
senza,,
nessuno,,
a,,
bordo,,
.,,
È,,
probabile,,
che,,
gli,,
autori,,
del,,
furto,,
si,,
siano,,
dati,,
alla,,
fuga,,
",",,
dopo,,
aver,,
visto,,
la,,
Municipale,,
.,,
L,,
',,
auto,,
è,,
stata,,
riconsegnata,,
alla,,
proprietaria,,
.,,
«,,
Lo,,
scout,,
speed,,
–,,
spiega,,
Mario,"[85108]NER_PER, [85112]DBPEDIA",
Rossi,"[85108]NER_PER, [85112]DBPEDIA",
",",,
comandante,,
della,,
Polizia,[85109]NER_ORG,
Municipale,[85109]NER_ORG,
-,,
oltre,,
a,,
controllare,,
la,,
velocità,,
",",,
permette,,
dì,,
individuare,,
in,,
tempo,,
reale,,
altre,,
violazioni,,
.,,
È,,
possibile,,
anche,,
verificare,,
se,,
una,,
determinata,,
targa,,
è,,
compresa,,
nel,,
data,,
base,,
dei,,
veicoli,,
rubati,,
",",,
o,,
meglio,,
ancora,,
nelle,,
black,,
list,,
che,,
contengono,,
i,,
veicoli,,
sospetti,,
nel,,
nostro,,
territorio,,
»,,
.,,
In,,
un,,
altro,,
fatto,,
recente,,
la,,
tecnologia,,
si,,
è,,
dimostrata,,
utile,,
per,,
la,,
sicurezza,,
.,,
Il,[85105]TE,
29,[85105]TE,
gennaio,[85105]TE,
",",,
in,,
centro,,
",",,
un,,
veicolo,,
ha,,
colpito,,
due,,
auto,,
in,,
una,,
rotatoria,,
",",,
provocando,,
danni,,
",",,
e,,
si,,
è,,
dato,,
alla,,
fuga,,
.,,
I,,
coinvolti,,
e,,
un,,
testimone,,
sono,,
riusciti,,
a,,
leggere,,
la,,
targa,,
in,,
modo,,
parziale,,
.,,
Grazie,,
anche,,
alla,,
descrizione,,
dell,,
',,
autovettura,,
",",,
gli,,
agenti,,
della,,
Polizia,[85110]NER_ORG,
Municipale,[85110]NER_ORG,
sono,,
riusciti,,
a,,
recuperare,,
la,,
targa,,
completa,,
visionando,,
le,,
telecamere,,
della,,
videosorveglianza,,
.,,
Il,,
proprietario,,
del,,
veicolo,,
",",,
che,,
non,,
risiede,,
sul,,
territorio,,
",",,
è,,
stato,,
identificato,,
e,,
contattato,,
",",,
e,,
ha,,
confermato,,
che,,
c,,
',,
era,,
il,,
figlio,,
alla,,
guida,,
.,,
Il,,
conducente,,
risponderà,,
per,,
pirateria,,
stradale,,
.,,
—,,
