token,label,source of relation
Modena,"[115614]NER_LOC, [115630]DBPEDIA",
.,,
Insulti,,
",",,
un,,
corteo,,
paralizza,,
-,,
traffico,,
",",,
uno,,
scontro,,
fisico,,
e,,
una,,
persona,,
minacciata,,
con,,
coltello,,
.,,
La,,
manifestazione,,
organizzata,,
ieri,[115611]TE,
sera,[115611]TE,
in,,
centro,,
dai,,
No,[115615]NER_LOC,
Lockdown,"[115615]NER_LOC, [115631]DBPEDIA",
Emilia,"[115615]NER_LOC, [115632]DBPEDIA",
Romagna,"[115615]NER_LOC, [115632]DBPEDIA",
è,,
andata,,
decisamente,,
oltre,,
",",,
lasciando,,
un,,
gran,,
brutto,,
segno,,
.,,
Non,,
solo,,
per,,
responsabilità,,
dei,,
manifestanti,,
ma,,
anche,,
per,,
un,,
imprevisto,,
di,,
percorso,,
.,,
Che,,
però,,
non,,
ci,,
sarebbe,,
stato,,
se,,
si,,
fosse,,
scelto,,
un,,
taglio,,
meno,,
d,,
',,
impatto,,
per,,
la,,
protesta,,
",",,
con,,
tanto,,
di,,
corteo,,
lungo,,
la,,
via,"[115616]NER_LOC, [115633]DBPEDIA",
Emilia,"[115616]NER_LOC, [115633]DBPEDIA",
.,,
Modena,"[115617]NER_LOC, [115634]DBPEDIA",
",",,
manifestazione,,
in,,
piazza,,
Grande,,
contro,,
il,,
lockdown,[115635]DBPEDIA,
con,,
momenti,,
di,,
tensione,,
E,,
dire,,
che,,
era,,
cominciata,,
abbastanza,,
sottotono,[115636]DBPEDIA,
:,,
alle,,
18,[115612]TE,
in,,
Piazza,"[115618]NER_LOC, [115637]DBPEDIA",
Grande,"[115618]NER_LOC, [115637]DBPEDIA",
non,,
c,,
',,
erano,,
più,,
di,,
70,,
persone,,
.,,
Poi,,
via,,
via,,
ne,,
sono,,
arrivate,,
altre,,
fino,,
a,,
raddoppiare,,
quasi,,
.,,
Comunque,,
un,,
colpo,,
d,,
',,
occhio,,
molto,,
contenuto,,
",",,
a,,
guardare,,
ai,,
5mila,,
e,,
passa,,
iscritti,,
al,,
neonato,,
gruppo,,
Facebook,"[115619]NER_ORG, [115638]DBPEDIA",
",",,
come,,
in,,
diversi,,
hanno,,
fatto,,
notare,,
tra,,
i,,
commenti,,
della,,
serata,,
.,,
L,,
',,
inizio,,
è,,
stato,,
abbastanza,,
tranquillo,,
",",,
poi,,
forse,,
per,,
l,,
',,
intrusione,,
di,,
alcuni,,
estremisti,,
(,,
sia,,
di,,
destra,,
che,,
di,,
sinistra,,
),,
i,,
toni,,
si,,
sono,,
scaldati,,
.,,
«,,
Andiamo,,
su,,
dal,,
sindaco,,
!,,
»,,
ha,,
gridato,,
qualcuno,,
",",,
con,,
corredo,,
di,,
bici,,
lanciata,,
a,,
terra,,
per,,
far,,
chiasso,[115639]DBPEDIA,
.,,
Al,,
che,,
la,,
Digos,[115620]NER_ORG,
",",,
che,,
ha,,
raccolto,,
sotto,,
la,,
lente,,
ogni,,
dettaglio,,
dell,,
',,
accaduto,,
con,,
un,,
monitoraggio,,
continuo,,
",",,
ha,,
invitato,,
alla,,
calma,,
sottolineando,,
più,,
volte,,
che,,
i,,
manifestanti,,
non,,
erano,,
autorizzati,,
.,,
In,,
barba,,
a,,
questo,,
",",,
dal,,
gruppo,,
hanno,,
pensato,,
di,,
alzare,,
l,,
',,
asticella,,
con,,
l,,
',,
idea,,
di,,
sfilare,,
in,,
corteo,,
.,,
Il,,
raggruppamento,,
si,,
è,,
formato,,
in,,
S,[115621]NER_LOC,
.,[115621]NER_LOC,
Agostino,[115622]NER_LOC,
e,,
all,,
',,
inizio,,
ha,,
subito,,
