token,label,source of relation
LIMA,[131120]NER_LOC,
(,,
PERÙ,,
),,
.,,
La,[131133]DBPEDIA,
rapina,[131133]DBPEDIA,
.,,
Si,,
ritene,,
sia,,
questo,,
il,,
movente,,
dell,,
',,
omicidio,,
della,,
missionaria,,
italiana,,
Nadia,[131121]NER_PER,
De,[131121]NER_PER,
Munari,"[131121]NER_PER, [131134]DBPEDIA",
",",,
50,,
anni,,
",",,
originaria,,
di,,
Schio,"[131122]NER_LOC, [131135]DBPEDIA",
(,,
Vicenza,"[131123]NER_ORG, [131136]DBPEDIA",
),,
",",,
colpita,,
nel,,
sonno,,
con,,
un,,
',,
ascia,,
a,,
Chimbote,[131124]NER_LOC,
",",,
nella,,
regione,,
di,,
Ancash,[131125]NER_LOC,
in,,
Perù,,
",",,
fra,,
martedì,,
e,,
mercoledì,,
.,,
Ma,,
la,,
morte,,
della,,
missionaria,,
è,,
avvenuta,,
dopo,,
il,,
trasferimento,,
in,,
un,,
ospedale,,
della,,
capitale,,
Lima,[131126]NER_LOC,
",",,
al,,
termine,,
di,,
alcuni,,
giorni,,
di,,
agonia,,
",",,
nel,,
tentativo,,
di,,
salvarla,,
con,,
un,,
difficile,,
intervento,,
chirurgico,,
:,,
aveva,,
profondissime,,
ferite,,
al,,
volto,,
e,,
alla,,
testa,,
e,,
non,,
è,,
sopravvissuta,,
all,,
',,
operazione,,
.,,
La,,
volontaria,,
cinquantenne,,
",",,
missionaria,,
laica,,
",",,
gestiva,,
la,,
casa,,
di,,
accoglienza,,
“,,
Mamma,,
mia,,
”,,
nell,,
',,
ambito,,
dell,,
',,
operazione,[131137]DBPEDIA,
Mato,"[131127]NER_PER, [131137]DBPEDIA",
Grosso,"[131127]NER_PER, [131137]DBPEDIA",
che,,
dà,,
cibo,,
e,,
assistenza,,
a,,
minori,,
e,,
madri,,
in,,
difficoltà,,
economica,,
.,,
Al,[131118]TE,
momento,[131118]TE,
dell,,
',,
assalto,,
",",,
erano,,
presenti,,
nella,,
casa,,
cinque,,
persone,,
",",,
interrogate,,
in,,
questi,[131119]TE,
giorni,[131119]TE,
dalla,,
squadra,,
omicidi,,
giunta,,
dalla,,
capitale,,
per,,
l,,
',,
indagine,,
;,,
fra,,
queste,,
c,,
',,
è,,
un,,
italiano,,
",",,
oltre,,
a,,
un,,
',,
altra,,
donna,,
",",,
a,,
sua,,
volta,,
ferita,,
dagli,,
assalitori,,
.,,
La,,
loro,,
testimonianza,,
potrebbe,,
essere,,
particolarmente,,
importante,,
.,,
I,,
criminali,,
hanno,,
portato,,
via,,
due,,
telefoni,,
cellulari,,
ma,,
hanno,,
lasciato,,
una,,
fune,,
di,,
ferro,[131138]DBPEDIA,
con,,
un,,
manico,,
di,,
legno,,
con,,
la,,
quale,,
hanno,,
assalito,,
la,,
missionaria,,
;,,
l,,
',,
ascia,,
con,,
cui,,
l,,
',,
hanno,,
successivamente,,
colpita,,
a,,
morte,,
non,,
è,,
invece,,
stata,,
ritrovata,,
.,,
Nadia,[131128]NER_PER,
De,[131128]NER_PER,
Munari,"[131128]NER_PER, [131139]DBPEDIA",
viveva,,
in,,
Perù,,
da,,
26,,
anni,,
.,,
A,,
Chimbote,[131129]NER_LOC,
",",,
oltre,,
a,,
dirigere,,
il,,
centro,,
“,,
Mamma,,
mia,,
”,,
",",,
gestiva,,
anche,,
diversi,,
asili,,
frequentati,,
da,,
centinaia,,
di,,
bambini,,
.,,
L,,
',,
uccisione,,
di,,
Nadia,[131130]NER_PER,
De,[131130]NER_PER,
Munari,"[131130]NER_PER, [131140]DBPEDIA",
ha,,
provocato,,
un,,
profondo,,
cordoglio,,
in,,
tutta,,
Schio,"[131131]NER_LOC, [131141]DBPEDIA",
",",,
e,,
non,,
solo,,
in,,
ambienti,,
religiosi,,
.,,
«,,
Quando,,
parliamo,,
di,,
angeli,,
li,,
crediamo,,
spesso,,
in,,
cielo,,
",",,
ma,,
alcuni,,
di,,
loro,,
sono,,
in,,
mezzo,,
a,,
noi,,
»,,
",",,
ha,,
scritto,,
il,,
sindaco,,
Valter,[131132]NER_PER,
Orsi,[131132]NER_PER,
.,,
—,,
