token,label,source of relation
MODENA,,
.,,
Arrestato,,
un,,
pusher,,
tunisino,,
di,,
18,,
anni,,
a,,
Modena,"[111963]NER_LOC, [111967]DBPEDIA",
:,,
girava,,
con,,
cinquanta,,
dosi,,
di,,
cocaina,,
vicino,,
alla,,
stazione,,
delle,,
corriere,,
.,,
Una,,
pattuglia,,
della,,
Squadra,[111968]DBPEDIA,
volante,[111968]DBPEDIA,
della,,
polizia,[111964]NER_ORG,
di,,
stato,,
",",,
in,,
viale,,
Molza,[111965]NER_PER,
",",,
lo,,
ha,,
notato,,
in,,
sella,,
a,,
una,,
bicicletta,,
:,,
alla,,
vista,,
della,,
polizia,[111966]NER_ORG,
",",,
il,,
ragazzo,,
ha,,
subito,,
cambiato,,
direzione,,
di,,
marcia,,
ma,,
è,,
stato,,
raggiunto,,
.,,
Ha,,
cercato,,
di,,
disfarsi,,
di,,
un,,
involucro,,
",",,
gettandolo,,
a,,
terra,,
",",,
che,,
però,,
è,,
stato,,
recuperato,,
dagli,,
agenti,,
.,,
Dentro,,
c,,
',,
era,,
un,,
',,
sassò,,
di,,
1,,
",",,
38,,
grammi,,
di,,
cocaina,,
.,,
Anche,,
la,,
successiva,,
perquisizione,,
personale,,
ha,,
dato,,
esito,,
positivo,,
:,,
il,,
18enne,,
nascondeva,,
nel,,
risvolto,,
del,,
pantaloncino,,
ben,,
49,,
involucri,,
di,,
cocaina,,
per,,
un,,
peso,,
totale,,
di,,
grammi,,
23,,
",",,
66,,
e,,
due,,
pezzi,,
di,,
hashish,[111969]DBPEDIA,
da,,
10,,
",",,
70,,
grammi,,
.,,
Sono,,
stati,,
quindi,,
sequestrati,,
droga,,
e,,
contanti,,
per,,
170,,
euro,,
di,,
valore,,
",",,
nonchè,,
due,,
telefoni,,
cellulari,,
.,,
sono,,
emersi,,
precedenti,,
specifici,,
a,,
carico,,
del,,
18enne,,
",",,
che,,
è,,
stato,,
trattenuto,,
nelle,,
camere,,
di,,
sicurezza,,
della,,
questura,,
in,,
attesa,,
del,,
processo,,
con,,
rito,,
direttissimo,,
",",,
come,,
disposto,,
dall,,
',,
autorità,,
giudiziaria,,
.,,
Convalidato,,
l,,
',,
arresto,,
con,,
obbligo,,
di,,
firma,,
",",,
è,,
stato,,
condannato,,
e,,
lasciato,,
andare,,
.,,
