token,label,source of relation
Con,,
ogni,,
probabilitá,,
i,,
malviventi,,
l,,
',,
avevano,,
tenuta,,
sott,,
',,
occhio,,
e,,
avevano,,
scoperto,,
la,,
sua,,
abitudine,,
che,,
si,,
è,,
rivelata,,
davvero,,
nefasta,,
",",,
quella,,
di,,
nascondere,,
la,,
chiave,,
d,,
',,
ingresso,,
all,,
',,
esterno,,
dell,,
',,
appartamento,,
",",,
pare,,
nella,,
zona,,
delle,,
cassette,,
per,,
le,,
lettere,,
.,,
La,,
donna,,
",",,
che,,
abita,,
in,,
via,[2046]NER_LOC,
Pallanza,"[2046]NER_LOC, [2048]DBPEDIA",
7,[2046]NER_LOC,
",",,
si,,
è,,
allontanata,,
l,,
',,
altra,,
sera,,
verso,,
le,,
18,,
.,,
30,,
per,,
poi,,
fare,,
rientro,,
a,,
casa,,
alle,,
21,,
.,,
30,,
.,,
Un,,
rientro,,
amaro,,
:,,
ha,,
trovato,,
la,,
porta,,
d,,
',,
ingresso,,
accostata,,
",",,
è,,
entrata,,
e,,
si,,
è,,
trovata,,
in,,
mezzo,,
"""",,
alla,,
tempesta,,
"""",,
.,,
Tutto,,
era,,
sottosopra,,
",",,
armadi,,
e,,
cassetti,,
aperti,,
",",,
comodini,,
",",,
cassettiere,,
.,,
Vestiti,,
e,,
oggetti,,
gettati,,
per,,
terra,,
:,,
i,,
ladri,,
",",,
che,,
sono,,
entrati,,
senza,,
apportare,,
alcuna,,
effrazione,,
",",,
hanno,,
messo,,
a,,
soqquadro,,
l,,
',,
intero,,
appartamento,,
nel,,
tentativo,,
di,,
trovare,,
oro,,
",",,
preziosi,,
e,,
denaro,,
.,,
La,,
ricerca,,
",",,
purtroppo,,
",",,
li,,
ha,,
appagati,,
:,,
i,,
ladri,,
sono,,
riusciti,,
a,,
mettere,,
mano,,
a,,
denaro,,
contante,,
",",,
in,,
tutto,,
duemila,,
euro,,
.,,
Sopralluogo,,
della,,
polizia,[2047]NER_ORG,
.,,
(,,
s,,
.,,
to,,
),,
