token,label,source of relation
MODENA,,
Madre,,
finisce,,
a,,
processo,,
per,,
ché,,
...,,
..,,
troppo,,
severa,,
.,,
È,,
singolare,,
il,,
caso,,
approdato,,
in,,
tribunale,,
che,,
vede,,
una,,
donna,,
rinviata,,
a,,
giudizio,,
per,,
maltrattamenti,,
nei,,
confronti,,
del,,
figlio,,
.,,
Nel,,
caso,,
specifico,,
",",,
sono,,
emersi,,
dissidi,,
tra,,
la,,
madre,,
e,,
il,,
figlio,,
",",,
ancora,,
minorenne,,
",",,
a,,
causa,,
di,,
un,,
rapporto,,
complicato,,
che,,
sfocia,,
nell,,
',,
insofferenza,,
del,,
giovane,,
alle,,
raccomandazioni,,
della,,
madre,,
e,,
ai,,
conseguenti,,
maltrattamenti,,
.,,
In,,
particolare,,
",",,
la,,
madre,,
",",,
difesa,,
dall,,
',,
avvocato,,
Antonio,[155189]NER_PER,
Grillenzoni,[155189]NER_PER,
",",,
contesta,,
che,,
il,,
figlio,,
",",,
nel,,
pieno,,
dell,,
',,
adolescenza,,
",",,
non,,
le,,
ubbidisca,,
:,,
per,,
questo,,
sarebbe,,
ricorsa,,
ai,,
maltrattamenti,,
.,,
Per,,
affermare,,
che,,
finché,,
i,,
due,,
vivono,,
sotto,,
lo,,
stesso,,
tetto,,
",",,
chi,,
comanda,,
è,,
il,,
genitore,,
e,,
il,,
figlio,,
deve,,
adeguarsi,,
.,,
Le,,
versioni,,
delle,,
controparti,,
sono,,
diametralmente,,
opposte,,
:,,
il,,
giovane,,
denuncia,,
gli,,
episodi,,
in,,
cui,,
si,,
sono,,
verificati,,
i,,
maltrattamenti,,
",",,
mentre,,
la,,
madre,,
",",,
al,,
contrario,,
",",,
dice,[155194]DBPEDIA,
che,,
non,,
è,,
vero,,
.,,
L,,
',,
udienza,,
è,,
terminata,,
con,,
il,,
rinvio,,
a,,
giudizio,,
della,,
donna,,
",",,
deciso,,
dal,,
giudice,,
Barbara,[155190]NER_PER,
Malvasi,[155190]NER_PER,
.,,
Si,,
aprirà,,
",",,
quindi,,
",",,
il,,
processo,,
",",,
con,,
la,,
prima,,
udienza,,
che,,
si,,
terrà,,
il,,
prossimo,,
anno,,
.,,
Di,,
tutt,,
',,
altro,,
tenore,,
",",,
ma,,
con,,
protagonista,,
sempre,,
una,,
madre,,
un,,
altro,,
caso,,
",",,
verificatosi,,
questa,,
volta,,
a,,
Mirandola,[155191]NER_LOC,
",",,
discusso,,
sempre,,
ieri,[155185]TE,
davanti,,
al,,
giudice,,
Andrea,[155192]NER_PER,
Scarpa,[155192]NER_PER,
.,,
L,,
',,
udienza,,
preliminare,,
culminata,,
con,,
il,,
patteggiamento,,
",",,
prevede,,
come,,
accusa,,
sempre,,
i,,
maltrattamenti,,
in,,
famiglia,,
.,,
In,,
questa,,
situazione,,
il,,
caso,,
in,,
esame,,
vede,,
al,,
centro,,
la,,
madre,,
di,,
una,,
ragazza,,
disabile,,
.,,
La,,
donna,,
",",,
difesa,,
dall,,
',,
avvocato,,
Giuliano,[155193]NER_PER,
Riva,[155193]NER_PER,
",",,
ha,,
trascorso,,
un,,
lungo,,
periodo,,
",",,
durato,,
anni,,
e,,
anni,,
",",,
in,,
cui,,
si,,
è,,
presa,,
cura,,
",",,
da,,
sola,,
della,,
figlia,,
disabile,,
.,,
In,,
seguito,,
sono,,
emersi,,
i,,
maltrattamenti,,
.,,
È,,
stata,,
emessa,,
la,,
misura,,
cautelare,,
del,,
divieto,,
di,,
avvicinamento,,
da,,
luglio,[155186]TE,
fino,,
a,[155187]TE,
oggi,[155187]TE,
e,,
ieri,[155188]TE,
è,,
avvenuto,,
il,,
patteggiamento,,
",",,
con,,
pena,,
sospesa,,
",",,
per,,
due,,
anni,,
.,,
La,,
donna,,
ha,,
seguito,,
il,,
percorso,,
previsto,,
dalla,,
norma,,
sul,,
“,,
codice,,
rosso,,
”,,
ed,,
è,,
scattata,,
la,,
misura,,
cautelare,,
.,,
Il,,
caso,,
è,,
dunque,,
concluso,,
e,,
la,,
ragazza,,
farà,,
ritorno,,
a,,
casa,,
.,,
©,,
RIPRODUZIONE,,
RISERVATA,,
