token,label,source of relation
Resteranno,,
in,,
carcere,,
i,,
due,,
ladri,,
che,,
l,,
',,
altra,,
notte,,
sono,,
stati,,
arrestati,,
dagli,,
agenti,,
della,,
Volante,,
mentre,,
stavano,,
scassinando,,
alcuni,,
accessi,,
del,,
ristorante,,
pizzeria,,
“,,
Pizza,[155003]NER_ORG,
&,,
Altro,,
”,,
in,,
via,[155004]NER_LOC,
Marianini,[155004]NER_LOC,
.,,
L,,
',,
arresto,,
è,,
stato,,
convalidato,,
",",,
l,,
',,
avvocato,,
ha,,
chiesto,,
e,,
ottenuto,,
i,,
termini,,
a,,
difesa,,
e,,
i,,
due,,
",",,
un,,
palestinese,,
di,,
37,,
anni,,
e,,
un,,
tunisino,,
di,,
31,,
attenderanno,,
ilo,,
processo,,
in,,
carcere,,
a,,
Sant,,
',,
Anna,[155005]NER_PER,
.,,
I,,
due,,
malviventi,,
",",,
con,,
parecchi,,
precedenti,,
",",,
verso,,
le,,
3,,
avevano,,
scavalcato,,
una,,
recinzione,,
nel,,
retro,,
del,,
locale,,
e,,
poi,,
",",,
con,,
un,,
piede,,
di,,
porco,,
avevano,,
forzato,,
una,,
porta,,
a,,
vetri,,
e,,
un,,
',,
altra,,
porta,,
all,,
',,
interno,,
del,,
locale,,
.,,
Ma,,
un,,
vicino,,
li,,
aveva,,
visti,,
e,,
sentiti,,
durante,,
le,,
fasi,,
del,,
colpo,,
e,,
aveva,,
subito,,
dato,,
l,,
',,
allarme,,
alla,,
polizia,,
.,,
Gli,,
agenti,,
della,,
polizia,[155006]NER_ORG,
li,,
hanno,,
bloccati,,
e,,
arrestati,,
per,,
tentato,,
furto,,
