token,label,source of relation
Modena,"[152207]NER_LOC, [152213]DBPEDIA",
.,,
Ha,,
ucciso,,
la,,
madre,,
poi,,
si,,
è,,
costituito,,
alla,,
Polizia,[152208]NER_ORG,
confessando,,
quanto,,
aveva,,
fatto,,
.,,
Omicidio,,
in,,
una,,
villetta,,
a,,
schiera,,
di,,
via,[152209]NER_LOC,
Dei,[152209]NER_LOC,
Manzini,[152209]NER_LOC,
122,[152209]NER_LOC,
",",,
nelle,,
vicinanze,,
del,,
parco,,
Amendola,[152210]NER_PER,
(,,
zona,,
via,[152211]NER_LOC,
Fratelli,[152211]NER_LOC,
Rosselli,[152211]NER_LOC,
),,
.,,
Ancora,,
inspiegabili,,
le,,
cause,,
che,,
hanno,,
portato,,
il,,
figlio,,
ad,,
uccidere,,
la,,
madre,,
.,,
La,,
Polizia,,
è,,
ancora,,
sul,,
posto,,
e,,
il,,
magistrato,,
De,[152212]NER_PER,
Santis,[152212]NER_PER,
ha,,
già,,
effettuato,,
un,,
sopralluogo,,
.,,
La,,
vittima,,
ha,,
71,,
anni,,
mentre,,
il,,
figlio,,
45,,
.,,
Stando,,
alle,,
prime,,
testimonianzne,,
dei,,
vicina,,
di,,
casa,,
eresidenti,,
della,,
zona,,
i,,
due,,
"""",,
litigavano,,
spesso,,
"""",,
tanto,,
che,,
qualcuno,,
che,,
li,,
conosceva,,
o,,
sapeva,,
dei,,
fuorisi,,
litigi,,
tra,,
i,,
due,,
parla,,
di,,
"""",,
tragedia,,
annunciata,,
"""",,
.,,
