token,label,source of relation
MARANELLO,,
.,,
Da,,
alcuni,,
giorni,,
l,,
',,
Ufficio,[73647]NER_ORG,
Anagrafe,[73647]NER_ORG,
del,,
Comune,[73648]NER_LOC,
di,[73648]NER_LOC,
Maranello,"[73648]NER_LOC, [73654]DBPEDIA",
rilascia,,
la,,
nuova,,
carta,,
di,,
identità,,
elettronica,,
(,,
C,,
.,,
I,,
.,,
E,,
.,,
),,
.,,
Come,,
per,,
la,,
carta,,
di,,
identità,,
cartacea,,
",",,
la,,
nuova,,
C,,
.,,
I,,
.,,
E,,
.,,
potrà,,
essere,,
rilasciata,,
nel,,
caso,,
la,,
propria,,
carta,,
di,,
identità,,
sia,,
in,,
scadenza,,
(,,
entro,,
sei,,
mesi,,
dalla,,
scadenza,,
),,
oppure,,
sia,,
usurata,,
o,,
sia,,
stata,,
smarrita,,
/,,
rubata,,
.,,
In,,
questo,,
ultimo,,
caso,,
occorre,,
portare,,
con,,
sé,,
la,,
denuncia,,
fatta,,
ai,,
Carabinieri,[73655]DBPEDIA,
.,,
In,,
questa,,
prima,,
fase,,
la,,
nuova,,
C,,
.,,
I,,
.,,
E,,
.,,
potrà,,
essere,,
rilasciata,,
solo,,
su,,
appuntamento,,
prenotandosi,,
telefonicamente,,
al,,
n,,
.,,
0536,,
240146,,
in,,
orario,,
di,,
ufficio,,
(,,
lunedì,,
-,,
sabato,[73642]TE,
dalle,,
8,[73643]TE,
.,[73643]TE,
30,[73643]TE,
alle,,
13,[73644]TE,
.,[73644]TE,
00,[73644]TE,
e,,
giovedì,,
dalle,,
8,[73645]TE,
.,[73645]TE,
30,[73645]TE,
alle,,
17,[73646]TE,
.,[73646]TE,
30,[73646]TE,
),,
.,,
Dopo,,
aver,,
fissato,,
l,,
',,
appuntamento,,
",",,
sarà,,
necessario,,
presentarsi,,
in,,
anagrafe,[73656]DBPEDIA,
muniti,,
di,,
una,,
fototessera,[73657]DBPEDIA,
a,,
colori,,
(,,
recente,,
",",,
con,,
espressione,,
seria,,
",",,
fronte,,
e,,
orecchie,,
scoperte,,
",",,
no,,
occhiali,,
),,
e,,
della,,
vecchia,,
carta,,
di,,
identità,,
o,,
della,,
denuncia,,
di,,
smarrimento,,
/,,
furto,,
.,,
Il,,
rilascio,,
della,,
C,,
.,,
I,,
.,,
E,,
.,,
non,,
è,,
immediato,,
.,,
Completata,,
la,,
procedura,,
in,,
Comune,[73649]NER_LOC,
",",,
i,,
dati,,
sono,,
trasmessi,,
al,,
Ministero,[73650]NER_ORG,
dell,[73650]NER_ORG,
',[73651]NER_ORG,
Interno,[73652]NER_ORG,
per,,
la,,
produzione,,
della,,
nuova,,
C,,
.,,
I,,
.,,
E,,
.,,
che,,
sarà,,
successivamente,,
recapitata,,
entro,,
6,,
/,,
8,,
giorni,,
lavorativi,,
.,,
Il,,
cittadino,,
potrà,,
scegliere,,
se,,
farsi,,
consegnare,,
la,,
propria,,
C,,
.,,
I,,
.,,
E,,
.,,
a,,
casa,,
oppure,,
venire,,
a,,
ritirarla,,
in,,
Comune,[73653]NER_LOC,
.,,
