token,label,source of relation
Carlo,"[150260]NER_PER, [150277]DBPEDIA",
Gregori,"[150260]NER_PER, [150277]DBPEDIA",
«,,
I,,
Bitcoin,"[150261]NER_ORG, [150278]DBPEDIA",
?,,
Saranno,,
ancora,,
un,,
buon,,
affare,,
",",,
anche,,
se,,
sembrano,,
arrivati,,
ai,,
massimi,,
di,,
valutazione,,
.,,
Secondo,,
me,,
cresceranno,,
ancora,,
.,,
Sono,,
appetibili,,
per,,
gli,,
investitori,,
che,,
vogliono,,
rischiare,,
.,,
Forse,,
meno,,
delle,,
altre,,
criptovalute,,
che,,
proprio,,
per,,
il,,
loro,,
alto,,
rischio,,
possono,,
permettere,,
guadagni,,
maggiori,,
»,,
.,,
Parla,,
Emilio,[150262]NER_PER,
Tomasini,[150262]NER_PER,
",",,
sassolese,,
",",,
docente,,
di,,
Finanza,,
aziendale,,
all,,
',,
Università,,
Alma,,
Mater,,
di,,
Bologna,"[150263]NER_LOC, [150279]DBPEDIA",
",",,
esperto,,
e,,
da,,
sempre,,
appassionato,,
analista,,
di,,
transazioni,,
in,,
borsa,,
.,,
L,,
',,
inchiesta,,
della,,
Procura,[150264]NER_ORG,
e,,
della,,
guardia,,
di,,
finanza,,
di,,
Roma,"[150265]NER_LOC, [150280]DBPEDIA",
continua,,
e,,
presto,,
il,,
magistrato,,
ascolterà,,
il,,
secondo,,
giovane,,
modenese,,
arrestato,,
per,,
l,,
',,
indagine,,
sulla,,
piattaforma,,
creata,,
e,,
gestita,,
nel,,
Deep,,
Web,,
con,,
un,,
ventenne,,
anche,,
lui,,
modenese,,
.,,
Per,,
gli,,
investigatori,,
del,,
reparto,,
speciale,,
di,,
frodi,,
digitali,,
",",,
DeepSea,,
serviva,,
per,,
trattare,,
compravendite,,
di,,
droghe,,
",",,
documenti,,
falsi,,
",",,
preziosi,,
e,,
orologi,,
ricettati,,
e,,
per,,
accordi,,
su,,
bonifici,,
per,,
conto,[150281]DBPEDIA,
terzi,[150281]DBPEDIA,
.,,
Un,,
giro,,
che,,
avrebbe,,
fruttato,,
27,,
milioni,,
.,,
Ovvero,,
500,,
Bitcoin,[150282]DBPEDIA,
.,,
E,,
proprio,,
3,,
",",,
6,,
milioni,,
di,,
euro,,
