token,label,source of relation
È,,
stato,,
trovato,,
alla,,
guida,,
di,,
uno,,
scooter,[128970]DBPEDIA,
di,,
cui,,
aveva,,
denunciato,,
il,,
furto,,
oltre,,
un,,
anno,,
fa,,
",",,
ma,,
non,,
ha,,
saputo,,
giustificarne,,
il,,
possesso,,
.,,
Per,,
questo,,
motivo,,
",",,
ipotizzando,,
che,,
il,,
veicolo,,
non,,
fosse,,
mai,,
stato,,
rubato,,
",",,
un,,
31enne,,
è,,
stato,,
denunciato,,
nei,,
giorni,,
scorsi,,
dalla,,
polizia,[128964]NER_ORG,
Locale,[128964]NER_ORG,
di,[128964]NER_ORG,
Modena,"[128964]NER_ORG, [128971]DBPEDIA",
con,,
l,,
',,
accusa,,
di,,
simulazione,,
di,,
reato,,
.,,
Inoltre,,
è,,
stato,,
sanzionato,,
per,,
oltre,,
800,,
euro,,
per,,
aver,,
guidato,,
un,,
mezzo,,
senza,,
assicurazione,[128972]DBPEDIA,
.,,
L,,
',,
attività,,
ha,,
preso,,
spunto,,
alla,,
fine,[128962]TE,
di,[128962]TE,
febbraio,[128962]TE,
dal,,
ritrovamento,,
dello,,
scooter,[128973]DBPEDIA,
",",,
un,,
Piaggio,[128974]DBPEDIA,
Liberty,[128974]DBPEDIA,
del,,
valore,,
di,,
circa,,
2mila,,
euro,,
",",,
nel,,
parcheggio,,
di,,
un,,
supermercato,,
in,,
zona,,
Sacca,,
.,,
Richiamati,,
dal,,
fatto,,
che,,
il,,
blocco,,
di,,
accensione,,
era,,
manomesso,,
",",,
gli,,
agenti,,
hanno,,
controllato,,
la,,
targa,,
del,,
veicolo,,
",",,
scoprendo,,
dalle,,
banche,,
dati,,
ministeriali,,
che,,
si,,
trattava,,
di,,
un,,
veicolo,,
rubato,,
.,,
Nel,,
dicembre,[128963]TE,
del,[128963]TE,
2019,[128963]TE,
",",,
infatti,,
",",,
il,,
31enne,,
proprietario,,
",",,
originario,,
del,,
Marocco,"[128965]NER_LOC, [128975]DBPEDIA",
e,,
residente,,
da,,
anni,,
a,,
Modena,"[128966]NER_LOC, [128976]DBPEDIA",
",",,
ne,,
aveva,,
denunciato,,
il,,
furto,,
ai,,
carabinieri,[128967]NER_ORG,
.,,
Mentre,,
è,,
stato,,
avviato,,
l,,
',,
iter,,
per,,
la,,
restituzione,,
",",,
la,,
polizia,,
giudiziaria,,
ha,,
raccolto,,
le,,
testimonianze,,
degli,,
operatori,,
del,,
supermercato,,
",",,
secondo,,
cui,,
il,,
Liberty,,
sarebbe,,
stato,,
parcheggiato,,
nel,,
posteggio,,
poche,,
ore,,
prima,,
del,,
ritrovamento,,
da,,
parte,,
degli,,
agenti,,
.,,
Sono,,
stati,,
quindi,,
acquisiti,,
i,,
filmati,,
delle,,
telecamere,,
di,,
video,,
-,,
sorveglianza,,
dell,,
',,
esercizio,,
commerciale,,
",",,
con,,
l,,
',,
obiettivo,,
di,,
identificare,,
la,,
persona,,
alla,,
guida,,
(,,
verso,,
cui,,
muovere,,
l,,
',,
eventuale,,
accusa,,
di,,
ricettazione,,
),,
.,,
Invece,,
",",,
dai,,
video,,
è,,
emerso,,
che,,
a,,
condurre,,
il,,
Piaggio,"[128968]NER_ORG, [128977]DBPEDIA",
era,,
stato,,
proprio,,
il,,
31enne,,
.,,
Per,,
l,,
',,
uomo,,
",",,
convocato,,
nei,,
giorni,,
scorsi,,
al,,
Comando,,
di,,
via,[128969]NER_LOC,
Galilei,[128969]NER_LOC,
",",,
è,,
scattata,,
perciò,,
la,,
denuncia,,
penale,,
.,,
Sempre,,
grazie,,
alla,,
ricostruzione,,
dei,,
fatti,,
permessa,,
dal,,
filmato,,
",",,
è,,
stato,,
possibile,,
contestargli,,
anche,,
la,,
guida,,
senza,,
assicurazione,[128978]DBPEDIA,
.,,
—,,
