token,label,source of relation
Avevano,,
preso,,
di,,
mira,,
il,,
Bar,[32807]NER_ORG,
Alessia,[32807]NER_ORG,
a,,
Ca,[32808]NER_LOC,
',[32809]NER_LOC,
di,[32809]NER_LOC,
Sola,[32809]NER_LOC,
",",,
una,,
frazione,,
di,,
Castelvetro,[32810]NER_LOC,
",",,
ma,,
non,,
avevano,,
fatto,,
i,,
conti,,
con,,
i,[32815]DBPEDIA,
troppi,[32815]DBPEDIA,
decibel,[32816]DBPEDIA,
della,,
loro,,
operazione,,
e,,
sull,,
',,
altrettanto,,
udito,,
fine,,
dei,,
residenti,,
.,,
Infatti,,
mentre,,
due,,
ladri,,
si,,
davano,,
da,,
fare,,
nello,,
scardinare,,
una,,
grata,,
protettiva,,
nel,,
retro,,
del,,
locale,,
",",,
chi,,
abita,,
nelle,,
vicinanze,,
o,,
",",,
meglio,,
",",,
sopra,,
al,,
bar,,
ha,,
iniziato,,
ad,,
affacciarsi,,
",",,
ad,,
incuriosirsi,,
.,,
E,,
alla,,
fine,,
è,,
scattata,,
la,,
chiamata,,
ai,,
carabinieri,[32811]NER_ORG,
.,,
I,,
due,,
ladri,,
",",,
capendo,,
che,,
non,,
era,,
proprio,,
il,,
caso,,
di,,
continuare,,
nell,,
',,
intento,,
",",,
sono,,
saliti,,
in,,
auto,,
",",,
una,,
vecchia,,
Y10,,
",",,
dove,,
li,,
aspettava,,
complice,,
.,,
E,,
sono,,
scappati,,
",",,
diretti,,
verso,,
Modena,"[32812]NER_LOC, [32817]DBPEDIA",
.,,
I,,
carabinieri,[32813]NER_ORG,
hanno,,
così,,
avvisato,,
la,,
polizia,,
del,,
probabile,,
arrivo,,
della,,
vettura,,
con,,
i,,
tre,,
e,,
gli,,
agenti,,
li,,
hanno,,
messi,,
in,,
trappola,,
all,,
',,
altezza,,
del,,
cavalcavia,,
della,,
Scam,[32814]NER_ORG,
.,,
All,,
',,
interno,,
due,,
rumeni,,
di,,
32,,
anni,,
e,,
un,,
italiano,,
di,,
36,,
che,,
era,,
alla,,
guida,,
",",,
inoltre,,
nella,,
vettura,,
c,,
',,
era,,
tutto,,
il,,
necessaire,,
per,,
scassinare,,
e,,
anche,,
il,,
borsone,,
per,,
depositarvi,,
in,,
bottino,,
.,,
Tutti,,
e,,
tre,,
hanno,,
precedenti,,
per,,
furto,,
.,,
Alla,,
luce,,
di,,
tuto,,
ciò,,
",",,
è,,
scattato,,
l,,
',,
arresto,,
.,,
