token,label,source of relation
Mamme,,
e,,
papá,,
si,,
sono,,
improvvisati,,
investigatori,,
e,,
hanno,,
fatto,,
arrestare,,
un,,
pedofilo,,
che,,
si,,
aggirava,,
fuori,,
dalla,,
scuola,,
media,,
frequentata,,
dai,,
loro,,
figli,,
",",,
la,,
San,"[4682]NER_ORG, [4700]DBPEDIA",
Carlo,[4682]NER_ORG,
di,[4682]NER_ORG,
viale,[4682]NER_ORG,
Muratori,[4682]NER_ORG,
.,,
Hanno,,
fatto,,
denuncia,,
e,,
consegnato,,
alla,,
polizia,[4683]NER_ORG,
postale,[4683]NER_ORG,
anche,,
una,,
fotografia,,
che,,
un,,
papá,,
è,,
riuscito,,
a,,
scattare,,
allo,,
strano,,
"""",,
tipo,,
"""",,
che,,
ronzava,,
intorno,,
ai,,
ragazzini,,
all,,
',,
uscita,,
da,,
scuola,,
.,,
È,,
in,,
questo,,
modo,,
che,,
la,,
polizia,[4684]NER_ORG,
postale,[4684]NER_ORG,
ha,,
puntato,,
l,,
',,
attenzione,,
su,,
U,,
.,,
G,,
.,,
",",,
tarantino,,
di,,
44,,
anni,,
residente,,
a,,
Soliera,[4685]NER_LOC,
.,,
Una,,
decina,,
di,,
anni,,
fa,,
(,,
vedi,,
a,,
fianco,,
),,
l,,
',,
uomo,,
era,,
stato,,
condannato,,
in,,
appello,,
a,,
3,,
anni,,
e,,
4,,
mesi,,
di,,
carcere,,
per,,
violenza,,
sessuale,,
su,,
minori,,
:,,
le,,
vittime,,
erano,,
9,,
ragazzini,,
di,,
etá,,
compresa,,
fra,,
i,,
9,,
e,,
gli,,
11,,
anni,,
.,,
Ora,[4675]TE,
grazie,,
agli,,
scrupoli,,
dei,,
genitori,,
modenesi,,
",",,
è,,
stato,,
riarrestato,,
.,,
Una,,
settimana,,
fa,,
",",,
il,[4676]TE,
21,[4676]TE,
aprile,[4676]TE,
",",,
la,,
polizia,[4686]NER_ORG,
postale,[4686]NER_ORG,
ha,,
bussato,,
alla,,
sua,,
porta,,
con,,
un,,
mandato,,
di,,
perquisizione,,
firmato,,
dal,,
pubblico,,
ministero,[4701]DBPEDIA,
Laura,[4687]NER_PER,
Sola,[4687]NER_PER,
:,,
dal,,
suo,,
computer,,
sono,,
saltate,,
fuori,,
409,,
immagini,,
