token,label,source of relation
NONANTOLA,[58244]DBPEDIA,
.,,
Non,,
c,,
',,
è,,
pace,,
per,,
i,,
proprietari,,
di,,
garage,,
in,,
metallo,,
.,,
In,,
provincia,[58237]NER_LOC,
di,[58237]NER_LOC,
Modena,[58237]NER_LOC,
",",,
da,,
un,,
paio,,
di,,
settimane,,
a,,
questa,,
parte,,
",",,
sono,,
state,,
decine,,
le,,
segnalazioni,,
di,,
furti,,
o,,
tentativi,,
di,,
furto,,
nei,,
sotterranei,,
delle,,
palazzine,,
dove,,
si,,
trovano,,
le,,
autorimesse,,
.,,
Da,,
Formigine,"[58238]NER_LOC, [58245]DBPEDIA",
",",,
dove,,
la,,
settimana,,
scorsa,,
sono,,
state,,
prese,,
di,,
mira,,
diverse,,
strade,,
",",,
a,,
Castelfranco,[58239]NER_LOC,
.,,
All,,
',,
elenco,,
non,,
poteva,,
mancare,,
Nonantola,[58246]DBPEDIA,
dove,,
",",,
nelle,,
ultime,,
settimane,,
",",,
l,,
',,
escalation,,
di,,
criminalità,,
è,,
stata,,
esponenziale,,
",",,
con,,
“,,
spaccate,,
”,,
",",,
furti,,
in,,
aziende,,
o,,
appartamenti,,
e,,
scippi,,
.,,
E,,
dunque,,
gli,,
specialisti,,
dei,,
garage,,
hanno,,
scelto,,
di,,
colpire,,
anche,,
nel,,
paese,,
dell,,
',,
Abbazia,[58240]NER_LOC,
",",,
andando,,
a,,
focalizzarsi,,
su,,
via,,
Pasolini,,
",",,
una,,
strada,,
residenziale,,
e,,
di,,
recente,,
costruzione,,
",",,
nonché,,
abbastanza,,
isolata,,
e,,
che,,
ha,,
la,,
peculiarità,,
di,,
suddividersi,,
in,,
due,,
diramazioni,,
",",,
entrambe,,
senza,,
uscita,,
.,,
A,,
differenza,,
di,,
quanto,,
avvenuto,,
a,,
Formigine,"[58241]NER_LOC, [58247]DBPEDIA",
",",,
qui,,
i,,
malviventi,,
non,,
hanno,,
colpito,,
tutte,,
le,,
palazzine,,
",",,
ma,,
si,,
sono,,
limitati,,
",",,
si,,
fa,,
per,,
dire,,
",",,
a,,
pochi,,
garage,,
.,,
La,,
tecnica,,
è,,
ormai,,
collaudatissima,,
.,,
I,,
ladri,,
si,,
intrufolano,,
nella,,
zona,,
garage,,
e,,
con,,
gli,,
strumenti,,
da,,
scasso,,
praticano,,
un,,
foro,,
proprio,,
accanto,,
all,,
',,
apertura,,
del,,
basculante,,
.,,
Così,,
possono,,
guardare,,
all,,
',,
interno,,
della,,
rimessa,,
per,,
capire,,
se,,
il,,
bottino,,
può,,
essere,,
appetibile,,
o,,
meno,,
.,,
Di,,
solito,,
mirano,[58248]DBPEDIA,
a,,
biciclette,,
costose,,
",",,
specialmente,,
mountain,,
bike,,
o,,
bici,,
da,,
corsa,,
",",,
ma,,
possono,,
accontentarsi,,
anche,,
di,,
altri,,
oggetti,,
di,,
valore,,
.,,
Sempre,,
nella,,
notte,[58236]TE,
scorsa,[58236]TE,
sono,,
stati,,
segnalati,,
casi,,
anche,,
a,,
Castelnuovo,[58242]NER_LOC,
",",,
in,,
particolare,,
in,,
via,[58243]NER_LOC,
Cimabue,"[58243]NER_LOC, [58249]DBPEDIA",
",",,
dove,,
i,,
ladri,,
hanno,,
agito,,
nella,,
stessa,,
identica,,
e,,
collaudata,,
maniere,,
.,,
Difficile,,
che,,
sia,,
la,,
stessa,,
banda,,
",",,
più,,
probabile,,
che,,
vi,,
siano,,
più,,
gruppi,,
di,,
predoni,,
intenti,,
a,,
dedicarsi,,
al,,
furto,,
specializzato,,
nei,,
garage,,
.,,
(,,
gib,,
),,
