token,label,source of relation
Ma,,
la,,
nottata,,
tra,,
mercoledì,,
e,,
giovedì,,
non,,
è,,
trascorsa,,
come,,
le,,
altre,,
",",,
con,,
il,,
solito,,
copione,,
che,,
vede,,
i,,
cittadini,,
chiamare,,
",",,
le,,
pantere,,
o,,
le,,
gazzelle,,
arrivare,,
sul,,
posto,,
e,,
costatare,,
il,,
furto,,
consumato,,
da,,
poco,,
o,,
da,,
qualche,,
ora,,
.,,
È,,
stata,,
una,,
nottata,,
movimentata,,
",",,
con,,
arrampicate,,
sui,,
tetti,,
",",,
inseguimenti,,
in,,
auto,,
a,[30318]DBPEDIA,
tutta,[30318]DBPEDIA,
birra,[30318]DBPEDIA,
e,,
cinque,,
arresti,,
:,,
questa,,
volta,,
il,,
bottino,,
lo,,
hanno,,
fatto,,
le,,
forze,,
dell,,
',,
ordine,,
.,,
I,,
carabinieri,[30311]NER_ORG,
hanno,,
fatto,,
scattare,,
le,,
manette,,
ai,,
polsi,,
di,,
quattro,,
ladri,,
",",,
una,,
banda,,
di,,
albanesi,,
.,,
Questi,,
erano,,
entrati,,
in,,
azione,,
in,,
via,[30312]NER_LOC,
Vercelli,"[30312]NER_LOC, [30319]DBPEDIA",
ma,,
una,,
Volante,,
della,,
polizia,[30313]NER_ORG,
aveva,,
in,,
qualche,,
modo,,
intralciato,,
la,,
loro,,
operazione,,
notturna,,
.,,
Per,,
cui,,
la,,
banda,,
era,,
a,,
mani,,
vuote,,
e,,
ha,,
deciso,,
di,,
darsi,,
da,,
fare,,
",",,
di,,
“,,
fare,,
giornata,,
”,,
comunque,,
.,,
E,,
così,,
sono,,
entrati,,
in,,
un,,
appartamento,,
nei,,
pressi,,
di,,
via,[30314]NER_LOC,
Bonacini,[30314]NER_LOC,
",",,
prendendo,,
denaro,,
e,,
preziosi,,
.,,
Ma,,
i,,
carabinieri,,
li,,
avevano,,
già,,
adocchiati,,
da,,
un,,
po,,
',,
di,,
tempo,,
",",,
conoscevano,,
evidentemente,,
la,,
loro,,
auto,,
e,,
probabilmente,,
anche,,
gli,,
spostamenti,,
.,,
Cosicché,,
",",,
non,,
appena,,
i,,
quattro,,
hanno,,
cercato,,
di,,
allontanarsi,,
dopo,,
il,,
colpo,,
",",,
ecco,,
che,,
i,,
militari,,
si,,
sono,,
messi,,
in,,
scia,,
.,,
Un,,
lungo,,
e,,
spettacolare,,
inseguimento,,
terminato,,
con,,
l,,
',,
arresto,,
dei,,
quattro,,
albanesi,,
",",,
esperti,,
in,,
reati,,
contro,,
il,,
patrimonio,,
e,,
in,,
ruberie,,
varie,,
.,,
Recuperata,,
la,,
refurtiva,,
.,,
La,,
polizia,[30315]NER_ORG,
",",,
come,,
raccontato,,
nell,,
',,
edizione,,
di,,
ieri,[30308]TE,
",",,
era,,
riuscita,,
verso,[30309]TE,
le,[30309]TE,
19,[30309]TE,
.,[30309]TE,
15,[30309]TE,
ad,,
arrestare,,
un,,
tunisino,,
che,,
",",,
assieme,,
ad,,
altri,,
complici,,
",",,
si,,
era,,
calato,,
tramite,,
un,,
lucernario,,
nella,,
villetta,,
in,,
via,[30316]NER_LOC,
Giorgi,[30316]NER_LOC,
37,[30316]NER_LOC,
.,,
Aveva,,
preso,,
alcuni,,
indumenti,,
",",,
quando,,
è,,
arrivata,,
una,,
Volante,,
.,,
Gli,,
agenti,,
si,,
sono,,
arrampicati,,
salendo,,
sulla,,
grondaia,,
e,,
hanno,,
bloccato,,
il,,
ladro,,
che,,
stava,,
fuggendo,,
sul,,
tetto,,
.,,
Lo,,
hanno,,
quindi,,
portato,,
in,,
questura,,
:,,
si,,
tratta,,
di,,
B,[30317]NER_PER,
.,[30317]NER_PER,
M,[30317]NER_PER,
.,[30317]NER_PER,
A,[30317]NER_PER,
.,[30317]NER_PER,
",",,
un,,
21enne,,
tunisino,,
clandestino,,
e,,
con,,
precedenti,,
.,,
Ieri,[30310]TE,
mattina,[30310]TE,
è,,
stato,,
processato,,
per,,
direttissima,,
.,,
(,,
s,,
.,,
to,,
),,
