token,label,source of relation
MODENA,,
.,,
Sapevate,,
che,,
i,,
gruppi,,
di,,
controllo,,
del,,
vicinato,,
fanno,,
girare,,
l,,
',,
economia,,
?,,
Nell,,
',,
immaginario,,
comune,,
",",,
probabilmente,,
",",,
si,,
tende,,
a,,
pensare,,
che,,
questi,,
difensori,,
delle,,
loro,,
strade,,
e,,
dei,,
loro,,
quartieri,,
siano,,
squadre,,
di,,
implacabili,,
cecchini,,
",",,
pronti,,
a,,
individuare,,
e,,
a,,
separare,,
il,,
bene,,
dal,,
male,,
",",,
gente,,
stressata,,
che,,
ad,,
ogni,,
soffio,,
di,,
vento,,
inizia,,
a,,
chattare,,
compulsivamente,,
additando,,
ai,,
cattivi,,
",",,
famiglie,,
che,,
si,,
rintanano,,
nelle,,
case,,
e,,
che,,
non,,
vogliono,,
che,,
nulla,,
accada,,
attorno,,
a,,
loro,,
.,,
Ma,,
non,,
è,,
affatto,,
così,,
.,,
Al,,
contrario,,
",",,
qui,,
",",,
nel,,
gruppo,,
via,,
Campi,,
-,,
Università,,
",",,
nel,,
quadrilatero,,
compreso,,
tra,,
la,,
tangenziale,,
",",,
via,[87022]NER_LOC,
Campi,[87022]NER_LOC,
",",,
via,"[87023]NER_LOC, [87033]DBPEDIA",
Emilia,"[87023]NER_LOC, [87033]DBPEDIA",
Est,[87023]NER_LOC,
e,,
la,,
via,[87024]NER_LOC,
Vignolese,[87024]NER_LOC,
si,,
respira,,
aria,,
di,,
collaborazione,,
",",,
c,,
',,
è,,
il,,
sostegno,,
reciproco,,
nel,,
contribuire,,
a,,
migliorare,,
il,,
proprio,,
quartiere,,
perché,,
degrado,,
chiama,,
degrado,,
",",,
perché,,
«,,
una,,
finestra,,
rotta,,
o,,
un,,
cestino,,
stracolmo,,
sono,,
indici,,
di,,
incuria,,
",",,
di,,
non,,
attenzione,,
al,,
bene,,
comune,,
-,,
dicono,,
-,,
e,,
per,,
chi,,
delinque,,
può,,
essere,,
un,,
segnale,,
",",,
un,,
lasciapassare,,
»,,
.,,
Leggi,,
anche,,
La,,
mappa,,
/,,
Controllo,,
di,,
vicinato,,
:,,
le,,
strade,,
sorvegliate,,
da,,
1300,,
sentinelle,,
Avere,,
attenzione,,
ha,,
portato,,
i,,
componenti,,
di,,
questo,,
gruppo,,
ad,,
avere,,
attenzioni,,
",",,
a,,
cercare,,
di,,
aiutarsi,,
l,,
',,
uno,,
l,,
',,
altro,,
e,,
a,,
cercare,,
delle,,
soluzioni,,
convenienti,,
per,,
tutti,,
.,,
Da,,
dove,,
salgono,,
i,,
ladri,,
?,,
Dai,,
tubi,,
che,,
si,,
collegano,,
alle,,
grondaie,,
.,,
Allora,,
esistono,,
dei,,
dissuasori,,
",",,
delle,,
punte,,
metalliche,,
che,,
si,,
possono,,
applicare,,
",",,
secondo,,
norme,,
di,,
sicurezza,,
ben,,
precise,,
",",,
ad,,
una,,
certa,,
altezza,,
dei,,
tubi,,
stessi,,
",",,
in,,
modo,,
da,,
rendere,,
impossibile,,
la,,
scalata,,
.,,
«,,
Ci,,
siamo,,
dati,,
un,,
po,,
',,
da,,
fare,,
",",,
ci,,
