token,label,source of relation
Sicurezza,,
da,,
garantire,,
e,,
organici,,
ridotti,,
",",,
mille,,
difficoltà,,
per,,
la,,
polizia,,
locale,,
.,,
Il,,
sindacato,,
Siulp,[59909]NER_ORG,
torna,,
alla,,
carica,,
e,,
chiede,,
che,,
i,,
politici,,
e,,
i,,
sindaci,,
scendano,,
in,,
campo,,
.,,
«,,
Visto,,
che,,
il,,
questore,,
avrebbe,,
parlato,,
di,,
“,,
scippetti,,
e,,
rapinette,,
”,,
",",,
che,,
“,,
avere,,
una,,
volante,,
in,,
più,,
non,,
risolve,,
il,,
problema,,
”,,
seppure,,
le,,
stesse,,
“,,
sono,,
in,,
coda,,
tra,,
un,,
sopralluogo,,
di,,
furto,,
e,,
l,,
',,
altro,,
”,,
ed,,
ancora,,
",",,
che,,
per,,
quanto,,
il,,
radicamento,,
della,,
criminalità,,
organizzata,,
(,,
leggasi,,
mafie,,
),,
“,,
i,,
modenesi,,
se,,
ne,,
faranno,,
una,,
ragione,,
”,,
",",,
visto,,
che,,
il,,
prefetto,,
Gabrielli,[59910]NER_PER,
sostiene,,
che,,
Modena,"[59911]NER_LOC, [59913]DBPEDIA",
ha,,
già,,
tutto,,
quello,,
che,,
serve,,
per,,
garantire,,
la,,
sicurezza,,
",",,
significa,,
che,,
i,,
cittadini,,
sono,,
visionari,,
o,,
che,,
dobbiamo,,
alzare,,
bandiera,,
bianca,,
e,,
ci,,
dobbiamo,,
arrendere,,
?,,
Anche,,
a,,
noi,,
piace,,
dire,,
la,,
verità,,
",",,
una,,
verità,,
che,,
a,,
volte,,
può,,
apparire,,
scomoda,,
",",,
ma,,
che,,
alla,,
lunga,,
è,,
più,,
pagante,,
perché,,
è,,
sempre,,
stata,,
rispettosa,,
dell,,
',,
intelligenza,,
altrui,,
",",,
in,,
particolare,,
dei,,
cittadini,,
modenesi,,
",",,
con,,
i,,
quali,,
condividiamo,,
territorio,,
e,,
problematiche,,
",",,
e,,
che,,
mai,,
nel,,
corso,,
degli,,
anni,,
hanno,,
dovuto,,
subire,,
una,,
simile,,
ondata,,
di,,
criminalità,,
.,,
Perché,[59912]NER_PER,
noi,,
siamo,,
sulla,,
strada,,
",",,
con,,
la,,
gente,,
ed,,
in,,
mezzo,,
alla,,
gente,,
comune,,
",",,
raccogliamo,,
le,,
loro,,
lamentele,,
",",,
ascoltiamo,,
le,,
loro,,
voci,,
",",,
assistiamo,,
alle,,
loro,,
disgrazie,,
e,,
ai,,
loro,,
drammi,,
.,,
Ci,,
sentiamo,,
impotenti,,
perché,,
vorremmo,,
fare,,
di,,
più,,
.,,
E,,
lo,,
facciamo,,
tutti,,
i,,
giorni,,
",",,
24,,
ore,,
al,,
giorno,,
.,,
Noi,,
rappresentiamo,,
la,,
realtà,,
",",,
così,,
come,,
i,,
media,,
che,,
quotidianamente,,
aggiornano,,
il,,
conteggio,,
nefasto,,
degli,,
"""",,
scippetti,,
&,,
rapinette,,
"""",,
che,,
affliggono,,
e,,
devastano,,
i,,
cittadini,,
e,,
le,,
imprese,,
modenesi,,
.,,
A,[59908]TE,
questo,[59908]TE,
punto,[59908]TE,
non,,
ci,,
resta,,
che,,
“,,
passare,,
la,,
palla,,
”,,
ai,,
politici,,
e,,
ai,,
sindaci,,
locali,,
",",,
ovvero,,
a,,
coloro,,
i,,
quali,,
rispondono,,
direttamente,,
ai,,
propri,,
concittadini,,
",",,
ma,,
anche,,
a,,
quelli,,
che,,
fanno,,
parte,,
o,,
condizionano,,
la,,
politica,,
",",,
la,,
stessa,,
politica,,
che,,
sceglie,,
i,,
responsabili,,
della,,
nostra,,
sicurezza,,
.,,
Con,,
un,,
avvertimento,,
:,,
noi,,
non,,
vogliamo,,
arrenderci,,
»,,
.,,
