token,label,source of relation
MIRANDOLA,[21982]DBPEDIA,
.,,
Un,,
furto,,
in,,
pieno,,
giorno,,
",",,
il,,
secondo,,
in,,
appena,,
quattro,,
mesi,,
",",,
dopo,,
35,,
anni,,
di,,
“,,
immunità,,
”,,
.,,
Il,,
trasloco,,
della,,
Sanitaria,,
2000,[21983]DBPEDIA,
da,,
via,[21978]NER_LOC,
Pico,[21978]NER_LOC,
sulla,,
Circonvallazione,,
",",,
di,,
fronte,,
alla,,
stazione,,
delle,,
corriere,,
",",,
ha,,
portato,,
solo,,
guai,,
.,,
Alla,,
delocalizzazione,,
per,,
colpa,,
del,,
terremoto,,
ora,[21975]TE,
ci,,
si,,
mettono,,
anche,,
i,[21984]DBPEDIA,
balordi,[21984]DBPEDIA,
",",,
che,,
ormai,,
imperversano,,
nell,,
',,
area,,
.,,
«,,
In,,
stazione,,
qualche,,
settimana,,
fa,,
si,,
sono,,
presentati,,
con,,
una,,
pistola,,
-,,
racconta,,
la,,
titolare,,
",",,
Barbara,[21979]NER_PER,
Maffei,[21979]NER_PER,
-,,
e,,
da,,
me,,
entrano,,
con,,
puntualità,,
solo,,
per,,
disturbare,,
.,,
Senza,,
dimenticare,,
la,,
cabina,,
telefonica,,
qui,,
accanto,,
spesso,,
frequentata,,
per,,
traffici,,
poco,,
leciti,,
»,,
.,,
Il,,
secondo,,
colpo,,
è,,
avvenuto,,
ieri,[21976]TE,
",",,
tra,,
la,,
mezza,,
e,,
le,[21977]TE,
15,[21977]TE,
.,[21977]TE,
30,[21977]TE,
",",,
quando,,
la,,
sanitaria,,
ha,,
riaperto,,
.,,
Eppure,,
",",,
nonostante,,
l,,
',,
orario,,
di,,
punta,,
",",,
nessuno,,
ha,,
visto,,
niente,,
",",,
né,,
i,,
dipendenti,,
della,,
banca,,
né,,
i,,
vicini,,
.,,
«,,
Ma,,
qui,,
è,,
ormai,,
impossibile,,
vivere,[21985]DBPEDIA,
-,,
spiega,,
la,,
Maffei,[21980]NER_PER,
-,,
la,,
signora,,
del,,
piano,,
di,,
sopra,,
ha,,
paura,,
e,,
solitamente,,
chiudo,,
il,,
negozio,,
solo,,
quando,,
lei,,
è,,
arrivata,,
in,,
casa,,
.,,
Cerchiamo,,
di,,
aiutarci,,
»,,
.,,
I,,
ladri,,
hanno,,
rotto,,
il,,
lucchetto,,
che,,
chiude,,
la,,
serranda,,
",",,
l,,
',,
hanno,,
sollevata,,
e,,
sono,,
entrati,,
.,,
Si,,
sono,,
concentrati,,
sul,,
registratore,,
di,,
cassa,,
",",,
rubando,,
i,,
soldi,,
all,,
',,
interno,,
",",,
poi,,
si,,
sono,,
lasciati,[21986]DBPEDIA,
andare,[21986]DBPEDIA,
ad,,
atti,,
vandalici,,
",",,
ribaltando,,
merce,,
e,,
fuggendo,,
anche,,
con,,
il,,
computer,,
portatile,,
.,,
La,,
polizia,,
è,,
arrivata,,
sul,,
posto,,
appena,,
è,,
stata,,
chiamata,,
",",,
ma,,
l,,
',,
impegno,,
delle,,
forze,,
dell,,
',,
ordine,,
non,,
basta,,
a,,
contrastare,,
i,,
predoni,,
.,,
«,,
Sarebbe,,
importante,,
-,,
spiega,,
la,,
commerciante,,
-,,
che,,
il,,
Comune,[21981]NER_LOC,
si,,
decida,,
a,,
fare,,
qualcosa,,
",",,
magari,,
mettendo,,
a,,
disposizione,,
dei,,
contributi,,
a,,
fondo,,
perduto,,
per,,
acquistare,,
telecamere,,
di,,
sorveglianza,,
e,,
infissi,,
di,,
sicurezza,,
.,,
Non,,
dimentichiamo,,
poi,,
l,,
',,
illuminazione,,
",",,
bisogna,,
affrontare,,
in,,
modo,,
deciso,,
questa,,
piaga,,
»,,
.,,
(,,
f,,
.,,
d,,
.,,
),,
