token,label,source of relation
Di,,
certo,,
l,,
',,
effetto,,
di,,
una,,
passeggiata,,
sulla,,
via,"[149983]NER_LOC, [149991]DBPEDIA",
Emilia,"[149983]NER_LOC, [149991]DBPEDIA",
sarebbe,,
stato,,
diverso,,
",",,
anche,,
perché,,
il,,
cliente,,
non,,
aveva,,
messo,,
in,,
conto,,
i..,,
...,,
tacchi,,
a,,
spillo,,
.,,
Del,,
resto,,
",",,
il,,
mondo,,
delle,,
truffe,,
online,,
ci,,
ha,,
ormai,,
abituati,,
a,,
tutto,,
.,,
L,,
',,
ultimo,,
episodio,,
modenese,,
è,,
avvenuto,,
nelle,,
scorse,,
settimane,,
",",,
quando,,
un,,
cittadino,,
ha,,
ricevuto,,
ripetutamente,,
via,,
Instagram,[149992]DBPEDIA,
la,,
pubblicità,,
di,,
un,,
sito,,
web,,
",",,
“,,
Fragolini87,,
”,,
",",,
specializzato,,
in,,
calzature,,
e,,
abbigliamento,,
di,,
marca,,
.,,
Incuriosito,,
",",,
l,,
',,
utente,,
ha,,
approfondito,,
",",,
trovando,,
così,,
uno,,
store,,
online,,
con,,
forti,,
sconti,,
su,,
prodotti,,
di,,
marchi,,
popolari,,
e,,
ricercati,,
.,,
«,,
Si,,
parla,,
di,,
sconti,,
dichiarati,,
tra,,
il,,
30,,
ed,,
il,,
50,,
%,,
-,,
spiega,,
Simona,[149984]NER_PER,
Baldaccini,[149984]NER_PER,
dello,,
Sportello,,
Sos,[149985]NER_ORG,
Truffa,[149985]NER_ORG,
di,[149985]NER_ORG,
Federconsumatori,"[149985]NER_ORG, [149993]DBPEDIA",
",",,
Adiconsum,[149986]NER_ORG,
e,,
Adoc,[149987]NER_ORG,
-,,
ma,,
a,,
volte,,
ben,,
più,,
consistenti,,
",",,
fino,,
al,,
90,,
%,,
.,,
Sconti,,
che,,
avrebbero,,
dovuto,,
insospettire,,
il,,
consumatore,,
",",,
in,,
quanto,,
inverosimili,,
»,,
.,,
Il,,
cliente,,
ha,,
così,,
ordinato,,
un,,
paio,,
di,,
Nike,,
a,,
un,,
costo,,
di,,
80,,
euro,,
anziché,,
140,,
",",,
anche,,
se,,
in,,
realtà,,
si,,
trattava,,
di,,
un,,
prodotto,,
acquistabile,,
attorno,,
ai,,
300,,
-,,
400,,
euro,,
»,,
.,,
Dopo,,
diversi,,
giorni,,
ha,,
ricevuto,,
le,,
scarpe,,
",",,
ma.,,
a...,,
con,,
una,,
sorpresa,,
:,,
si,,
trattava,,
infatti,,
di,,
un,,
paio,,
di,,
scarpe,,
da,,
donna,,
",",,
con,,
vistosi,,
tacchi,,
e,,
dal,,
valore,,
non,,
superiore,,
a,,
15,,
euro,,
.,,
A,,
quel,[149994]DBPEDIA,
punto,[149994]DBPEDIA,
",",,
il,,
cliente,,
ha,,
cercato,,
di,,
contattare,,
il,,
numero,,
di,,
riferimento,,
",",,
che,,
risultava,,
però,,
disattivo,,
",",,
rivolgendosi,,
quindi,,
allo,,
Sportello,[149988]NER_ORG,
Sos,[149988]NER_ORG,
Truffa,[149988]NER_ORG,
",",,
che,,
ha,,
segnalato,,
il,,
diritto,,
di,,
recesso,,
.,,
Ma,,
ecco,,
l,,
',,
ennesima,,
sorpresa,,
negativa,,
",",,
con,,
una,,
ditta,,
e,,
un,,
indirizzo,,
romano,,
che,,
risultavano,,
inesistenti,,
.,,
A,[149982]TE,
questo,[149982]TE,
punto,[149982]TE,
lo,,
Sportello,,
ha,,
segnalato,,
all,,
',,
Autorità,,
garante,,
il,,
sito,,
truffa,,
per,,
la,,
chiusura,,
.,,
«,,
Prezzi,,
inverosimili,,
-,,
spiega,,
Baldaccini,[149989]NER_PER,
-,,
assenza,,
di,,
indirizzi,,
e,,
di,,
numeri,,
telefonici,,
in,,
sede,,
fissa,,
",",,
immagini,,
prese,,
da,,
altri,,
siti,,
",",,
sono,,
elementi,,
che,,
accompagnano,,
sempre,,
truffe,,
di,,
questo,,
tipo,,
»,,
.,,
L,[149990]NER_PER,
.,[149990]NER_PER,
G,[149990]NER_PER,
.,[149990]NER_PER,
©,,
RIPRODUZIONE,,
RISERVATA,,
