token,label,source of relation
Ieri,[117811]TE,
sera,[117811]TE,
",",,
verso,[117812]TE,
le,[117812]TE,
ore,[117812]TE,
19,[117812]TE,
:,[117812]TE,
30,[117812]TE,
",",,
i,,
carabinieri,,
di,,
Castelfranco,"[117813]NER_LOC, [117817]DBPEDIA",
Emilia,"[117813]NER_LOC, [117817]DBPEDIA",
sono,,
intervenuti,,
in,,
Piazza,[117814]NER_LOC,
Liberazione,[117814]NER_LOC,
poiché,,
era,,
stata,,
segnalata,,
una,,
persona,,
stesa,,
a,,
terra,,
sulla,,
strada,,
",",,
in,,
evidente,,
stato,,
di,,
ubriachezza,,
",",,
che,,
stava,,
creando,,
pericolo,,
per,,
se,,
stesso,,
e,,
intralcio,,
agli,,
automobilisti,,
.,,
All,,
',,
arrivo,,
dei,,
militari,,
l,,
',,
uomo,,
",",,
risultato,,
essere,,
un,,
marocchino,,
di,,
26,,
anni,,
",",,
senza,,
fissa,,
dimora,,
e,,
già,,
noto,,
alle,,
forze,,
di,,
polizia,[117815]NER_ORG,
",",,
si,,
è,,
scagliato,,
contro,,
di,,
loro,,
opponendo,,
una,,
attiva,,
resistenza,,
e,,
percuotendo,,
i,,
militari,,
",",,
i,,
quali,,
tuttavia,,
",",,
pur,,
con,,
non,,
poche,,
difficoltà,,
",",,
riuscivano,,
a,,
gestire,,
la,,
sua,,
rabbia,,
e,,
a,,
contenerlo,,
senza,,
riportare,,
lesioni,,
.,,
Il,,
giovane,,
straniero,,
è,,
stato,,
così,,
trasportato,,
presso,,
il,,
policlinico,,
di,,
Modena,"[117816]NER_LOC, [117818]DBPEDIA",
dove,,
anche,,
lì,,
si,,
è,,
rifiutato,,
di,,
farsi,,
aiutare,,
",",,
tentando,,
più,,
volte,,
di,,
abbandonare,,
la,,
struttura,,
.,,
Il,,
26enne,,
è,,
stato,,
denunciato,,
per,,
resistenza,,
a,,
pubblico,,
ufficiale,,
e,,
sanzionato,,
per,,
ubriachezza,,
manifesta,,
in,,
luogo,,
pubblico,,
.,,
