token,label,source of relation
Sono,,
minorenni,,
",",,
arrivano,,
da,,
Modena,"[110827]NER_LOC, [110841]DBPEDIA",
",",,
Bologna,"[110828]NER_LOC, [110842]DBPEDIA",
e,,
Reggio,[110829]NER_LOC,
",",,
alcuni,,
di,,
loro,,
sono,,
italiani,,
di,,
seconda,,
generazione,,
",",,
di,,
origine,,
magrebina,,
o,,
dell,,
',,
Est,"[110830]NER_LOC, [110843]DBPEDIA",
Europa,"[110830]NER_LOC, [110843]DBPEDIA",
",",,
si,,
danno,,
appuntamento,,
attraverso,,
i,,
social,[110844]DBPEDIA,
network,[110844]DBPEDIA,
per,,
mettere,,
a,,
segno,,
rapine,,
o,,
anche,,
solo,,
scorribande,,
e,,
danneggiamenti,,
.,,
È,,
il,,
fenomeno,,
delle,,
baby,,
gang,,
nella,,
riviera,,
romagnola,,
:,,
gli,,
ultimi,,
episodi,,
sono,,
avvenuti,,
a,,
Riccione,"[110831]NER_LOC, [110845]DBPEDIA",
in,,
viale,,
Ceccarini,[110832]NER_PER,
(,,
in,,
foto,,
),,
o,,
sul,,
lungomare,,
Tintori,[110833]NER_PER,
di,,
Rimini,"[110834]NER_LOC, [110846]DBPEDIA",
.,,
L,,
',,
altra,,
sera,,
verso,,
le,,
23,,
.,,
30,,
un,,
gruppo,,
di,,
minori,,
",",,
armati,,
di,,
taser,,
ha,,
accerchiato,,
a,,
scopo,,
di,,
rapina,,
tre,,
turisti,,
di,,
Varese,"[110835]NER_LOC, [110847]DBPEDIA",
",",,
tra,,
i,,
17,,
e,,
20,,
anni,,
.,,
Poco,,
dopo,,
",",,
tre,,
giovani,,
riccionesi,,
di,,
25,,
anni,,
sono,,
stati,,
aggrediti,,
con,,
cocci,,
di,,
bottiglia,,
da,,
un,,
altro,,
gruppo,,
di,,
ragazzini,,
.,,
I,,
carabinieri,[110836]NER_ORG,
di,,
Riccione,"[110837]NER_LOC, [110848]DBPEDIA",
hanno,,
definito,,
il,,
fenomeno,,
“,,
mordi,,
e,,
fuggi,,
”,,
.,,
Sono,,
giovanissimi,,
",",,
dai,,
14,,
ai,,
17,,
anni,,
",",,
italiani,,
di,,
seconda,,
generazione,,
che,,
al,,
venerdì,,
arrivano,,
in,,
treno,,
dall,,
',,
Emilia,[110838]NER_LOC,
per,,
passare,,
il,,
weekend,,
tra,,
Rimini,"[110839]NER_LOC, [110849]DBPEDIA",
e,,
Riccione,"[110840]NER_LOC, [110850]DBPEDIA",
.,,
Gruppi,,
numerosi,,
spesso,,
di,,
10,,
ragazzi,,
che,,
abusano,,
di,,
alcol,,
e,,
si,,
scatenano,,
.,,
Poi,,
al,,
lunedì,,
tornano,,
a,,
casa,,
.,,
