token,label,source of relation
«,,
Una,,
brutta,,
vicenda,,
che,,
-,,
spiega,,
il,,
capo,,
della,,
Mobile,"[115271]NER_ORG, [115278]DBPEDIA",
Mario,[115272]NER_PER,
Paternoster,[115272]NER_PER,
-,,
vede,,
coinvolti,,
tre,,
soggetti,,
che,,
hanno,,
aggredito,,
il,,
ragazzo,,
con,,
violenza,,
inaudita,,
",",,
colpendolo,,
alla,,
nuca,,
con,,
un,,
bastone,,
e,,
al,,
braccio,,
col,,
machete,,
.,,
Il,,
ragazzo,,
ha,,
subito,,
lesioni,,
gravissime,,
all,,
',,
arto,,
e,,
alla,,
mano,,
.,,
Durante,,
l,,
',,
aggressione,,
i,,
tre,,
gridavano,,
alla,,
vittima,,
offese,,
sul,,
suo,,
colore,,
della,,
pelle,,
:,,
da,,
qui,,
l,,
',,
aggravante,,
della,,
discriminazione,,
»,,
.,,
Il,,
lavoro,,
della,,
Squadra,[115273]NER_ORG,
Mobile,"[115273]NER_ORG, [115279]DBPEDIA",
",",,
coordinata,,
dal,,
pubblico,,
ministero,[115280]DBPEDIA,
Giuseppe,[115274]NER_PER,
Amara,[115274]NER_PER,
",",,
è,,
stato,,
particolarmente,,
complesso,,
proprio,,
perché,,
non,,
vi,,
erano,,
collegamenti,,
diretti,,
tra,,
il,,
ferito,,
e,,
i,,
suoi,,
aggressori,,
",",,
se,,
non,,
quella,,
conoscenza,,
in,,
comune,,
con,,
il,,
magrebino,,
che,,
aveva,,
denunciato,,
",",,
pochi,,
giorni,,
prima,,
",",,
la,,
famiglia,,
nomade,,
per,,
rapina,,
.,,
Che,,
a,,
sua,,
volta,,
aveva,,
fatto,,
controdenuncia,,
“,,
ma,,
non,,
per,,
costruirsi,,
un,,
alibi,,
nel,,
periodo,,
dell,,
',,
aggressione,,
-,,
spiegano,,
gli,,
investigatori,,
-,,
È,,
per,,
quello,,
che,,
non,,
viene,,
contestata,,
la,,
premeditazione,,
.,,
Riteniamo,,
che,,
le,,
due,,
denunce,,
fossero,,
un,,
modo,,
per,,
chiudere,,
quella,,
precisa,,
vicenda,,
dove,,
ognuno,,
poteva,,
avere,,
responsabilità,,
»,,
.,,
Leggi,,
anche,,
Modena,"[115275]NER_ORG, [115281]DBPEDIA",
",",,
tentano,,
di,,
ucciderlo,,
a,,
colpi,,
di,,
machete,,
:,,
padre,,
e,,
figli,,
arrestati,,
dopo,,
l,,
',,
agguato,,
Tra,,
le,,
indagini,,
ci,,
sono,,
anche,,
precise,,
rilevazioni,,
temporali,,
per,,
verificare,,
i,,
tempi,,
della,,
spedizione,,
punitiva,,
",",,
cronometrando,,
il,,
tempo,,
di,,
percorrenza,,
tra,,
la,,
caserma,,
dei,,
carabinieri,[115276]NER_ORG,
",",,
l,,
',,
abitazione,,
dei,,
tre,,
e,,
il,,
successivo,,
pestaggio,,
avvenuto,,
a,,
metà,,
pomeriggio,,
.,,
I,,
tre,,
ora,,
sono,,
in,,
carcere,,
e,,
oggi,[115269]TE,
dovrebbero,,
incontrare,,
per,,
la,,
prima,,
volta,,
il,,
loro,,
legale,,
di,,
fiducia,,
",",,
l,,
',,
avvocato,,
Giuseppe,[115277]NER_PER,
Campagnoli,[115277]NER_PER,
.,,
Sarà,,
quindi,,
il,,
primo,,
approccio,,
per,,
tentare,,
di,,
ricostruire,,
quanto,,
avvenuto,,
in,,
vista,,
poi,,
dell,,
',,
interrogatorio,,
di,,
garanzia,,
che,,
si,,
terrà,,
sabato,[115270]TE,
mattina,[115270]TE,
al,,
Sant,,
',,
Anna,,
.,,
—,,
