token,label,source of relation
Mangiano,,
la,,
pizza,[46980]DBPEDIA,
",",,
pagano,,
il,,
conto,,
",",,
chiedono,,
un,,
',,
informazione,,
al,,
titolare,,
e,,
gli,,
rubano,,
il,,
cellulare,,
.,,
Ma,,
la,,
polizia,,
li,,
trova,,
poco,,
dopo,,
e,,
",",,
anche,,
se,,
gettano,,
via,,
il,,
telefono,,
",",,
vengono,,
presi,,
e,,
denunciati,,
.,,
È,,
accaduto,,
nella,,
notte,,
tra,,
sabato,[46971]TE,
e,,
domenica,[46972]TE,
.,,
I,,
due,,
sono,,
andati,,
alla,,
pizzeria,[46974]NER_ORG,
Regina,"[46974]NER_ORG, [46981]DBPEDIA",
Margherita,"[46974]NER_ORG, [46982]DBPEDIA",
di,,
viale,,
Moreali,[46975]NER_PER,
.,,
Era,,
ormai,,
tarda,,
ora,,
.,,
Hanno,,
ordinato,,
due,,
pizze,,
e,,
dopo,,
aver,,
cenato,,
con,,
calma,,
sono,,
andati,,
a,,
pagare,,
.,,
Al,[46973]TE,
momento,[46973]TE,
di,,
prendere,,
il,,
conto,,
",",,
lui,,
ha,,
chiesto,,
un,,
',,
informazione,,
al,,
titolare,,
.,,
Approfittando,,
del,,
momento,,
di,,
distrazione,,
",",,
lei,,
gli,,
ha,,
preso,,
il,,
cellulare,,
-,,
un,,
iPhone,[46983]DBPEDIA,
5S,[46983]DBPEDIA,
-,,
e,,
lo,,
ha,,
infilato,,
in,,
tasca,,
.,,
I,,
due,,
sono,,
usciti,,
come,,
una,,
normale,,
coppietta,,
e,,
si,,
sono,,
incamminati,,
verso,,
viale,,
Trento,[46976]NER_LOC,
Trieste,"[46976]NER_LOC, [46984]DBPEDIA",
.,,
Il,,
titolare,,
della,,
pizzeria,,
ci,,
ha,,
messo,,
poco,,
a,,
scoprire,,
cos,,
',,
era,,
accaduto,,
.,,
Ha,,
avvisato,,
il,,
113,[46977]NER_ORG,
che,,
ha,,
mandato,,
una,,
pattuglia,,
sul,,
posto,,
.,,
Erano,,
l,,
',,
1,,
.,,
40,,
di,,
notte,,
quando,,
gli,,
agenti,,
della,,
polizia,[46978]NER_ORG,
di,[46978]NER_ORG,
Stato,[46978]NER_ORG,
hanno,,
trovato,,
un,,
gruppetto,,
di,,
stranieri,,
che,,
chiacchierava,,
in,,
Porta,[46979]NER_LOC,
Bologna,"[46979]NER_LOC, [46985]DBPEDIA",
e,,
in,,
mezzo,,
hanno,,
notato,,
due,,
che,,
corrispondevano,,
alle,,
descrizioni,,
dei,,
ladri,,
.,,
Quando,,
si,,
sono,,
avvicinati,,
",",,
la,,
donna,,
ha,,
gettato,,
l,,
',,
iPhone,[46986]DBPEDIA,
sotto,,
un,,
',,
auto,,
rovinandolo,,
.,,
Ma,,
non,,
è,,
servito,,
a,,
niente,,
.,,
I,,
due,,
sono,,
stati,,
identificati,,
:,,
lui,,
",",,
R,,
.,,
L,,
.,,
V,,
.,,
",",,
italiano,,
di,,
31,,
anni,,
;,,
lei,,
",",,
K,,
.,,
E,,
.,,
S,,
.,,
",",,
polacca,,
.,,
Coppia,,
fissa,,
",",,
a,,
quanto,,
pare,,
",",,
al,,
centro,,
di,,
altri,,
casi,,
identici,,
in,,
altre,,
città,,
.,,
Sono,,
accusati,,
di,,
furto,,
aggravato,,
.,,
