token,label,source of relation
Garage,,
del,,
Windsor,"[12867]NER_ORG, [12876]DBPEDIA",
Park,[12867]NER_ORG,
al,,
setaccio,,
",",,
così,,
come,,
case,,
e,,
casolari,,
abbandonati,,
e,,
troppo,,
spesso,,
“,,
occupati,,
”,,
da,,
stranieri,,
.,,
Agenti,,
del,,
Posto,,
di,,
polizia,[12868]NER_ORG,
centro,[12868]NER_ORG,
e,,
Municipale,,
",",,
coadiuvati,,
da,,
un,,
',,
unità,,
cinofila,,
",",,
sono,,
entrati,,
in,,
azione,,
l,,
',,
altra,,
mattina,,
al,,
Windsor,[12877]DBPEDIA,
",",,
trasformato,,
spesso,,
in,,
luogo,,
di,,
bivacco,[12878]DBPEDIA,
e,,
non,,
soloControllati,,
anche,,
un,,
cantiere,[12879]DBPEDIA,
edile,[12879]DBPEDIA,
di,,
via,[12869]NER_LOC,
Udine,"[12869]NER_LOC, [12880]DBPEDIA",
ed,,
immobili,,
in,,
stato,,
di,,
abbandono,,
in,,
via,[12870]NER_LOC,
Zappellaccio,[12870]NER_LOC,
a,,
Villanova,[12871]NER_LOC,
",",,
via,,
Sant,,
',,
Anna,,
",",,
via,[12872]NER_LOC,
Gherbella,[12872]NER_LOC,
",",,
via,,
Canaletto,[12881]DBPEDIA,
centro,,
e,,
via,[12873]NER_LOC,
Riva,[12873]NER_LOC,
del,[12873]NER_LOC,
Garda,[12873]NER_LOC,
:,,
11,,
gli,,
identificati,,
.,,
Proprio,,
in,,
via,[12874]NER_LOC,
Riva,[12874]NER_LOC,
del,[12874]NER_LOC,
Garda,[12874]NER_LOC,
sono,,
stati,,
rintracciati,,
due,,
tunisini,,
clandestini,,
di,,
cui,,
uno,,
sottoposto,,
alla,,
misura,,
cautelare,,
dell,,
',,
obbligo,,
di,,
firma,,
in,,
questura,,
",",,
mentre,,
l,,
',,
altro,,
è,,
risultato,,
essere,,
rientrato,,
clandestinamente,,
in,,
Italia,"[12875]NER_LOC, [12882]DBPEDIA",
dopo,,
una,,
espulsione,,
.,,
Ora,[12866]TE,
è,,
al,,
Cie,,
.,,
