token,label,source of relation
SAN,[85531]NER_LOC,
PROPSERO,[85531]NER_LOC,
.,,
Si,,
erano,,
posizionati,,
in,,
un,,
distributore,,
di,,
benzina,,
per,,
vendere,,
droga,,
e,,
sono,,
stati,,
scoperti,,
e,,
arrestati,,
dai,,
carabinieri,[85532]NER_ORG,
.,,
I,,
militari,,
della,,
stazione,,
di,,
San,,
Prospero,,
hanno,,
sorpreso,,
due,,
spacciatori,,
durante,,
una,,
vendita,,
.,,
Un,,
',,
auto,,
si,,
era,,
fermata,,
e,,
",",,
a,,
scambio,,
avvenuto,,
",",,
i,,
militari,,
sono,,
intervenuti,,
.,,
I,,
due,,
spacciatori,,
sono,,
stati,,
arrestati,,
:,,
si,,
tratta,,
di,,
due,,
persone,,
di,,
origine,,
napoletana,,
",",,
uno,,
del,,
1975,,
residente,,
a,,
Bomporto,"[85533]NER_LOC, [85534]DBPEDIA",
",",,
l,,
',,
altro,,
dell,,
',,
80,,
residente,,
a,,
San,,
Cesario,,
.,,
Il,,
compratore,,
è,,
stato,,
segnalato,,
alla,,
Prefettura,,
quale,,
assuntore,[85535]DBPEDIA,
di,,
droga,,
.,,
Al,[85530]TE,
momento,[85530]TE,
dell,,
',,
arresto,,
avevano,,
addosso,,
un,,
po,,
',,
di,,
marijuana,[85536]DBPEDIA,
e,,
una,,
sostanza,,
ancora,,
da,,
identificare,,
.,,
Poi,,
è,,
stato,,
effettuato,,
un,,
controllo,,
nel,,
residence,,
-,,
del,,
tutto,,
estraneo,,
alla,,
vicenda,,
-,,
in,,
cui,,
i,,
due,,
alloggiavano,,
:,,
qui,,
sono,,
stati,,
trovati,,
15,,
grammi,,
di,,
cocaina,,
e,,
5,,
di,,
marijuana,[85537]DBPEDIA,
.,,
