token,label,source of relation
Intanto,,
il,,
comitato,,
“,[155378]NER_PER,
Voci,[155379]NER_PER,
Vere,[155379]NER_PER,
”,[155380]NER_PER,
(,,
che,,
sarebbero,,
poi,,
quelle,,
dei,,
bambini,,
che,,
raccontano,,
gli,,
omicidi,,
e,,
degli,,
affidatari,,
),,
corregge,,
l,,
',,
attacco,,
al,,
libro,,
Veleno,,
di,,
Trincia,[155381]NER_PER,
",",,
ammettendo,,
di,,
non,,
averlo,,
letto,,
e,,
spiegando,,
che,,
si,,
riferiva,,
alle,,
«,,
falsità,,
che,,
sono,,
state,,
dette,,
in,,
programmi,,
TV,,
e,,
sui,,
giornali,,
;,,
non,,
riguarda,,
perciò,,
il,,
libro,,
“,,
Veleno,,
”,,
",",,
del,,
quale,,
ci,,
riserviamo,,
una,,
analisi,,
e,,
una,,
replica,,
più,,
dettagliata,,
»,,
.,,
Lorena,[155382]NER_PER,
Morselli,[155382]NER_PER,
:,,
il,,
comitato,,
afferma,,
che,,
si,,
è,,
«,,
omesso,,
di,,
dire,,
che,,
i,,
suoi,,
figli,,
furono,,
abusati,,
dagli,,
zii,,
e,,
dal,,
nonno,,
",",,
condannati,,
con,,
sentenza,,
definitiva,,
»,,
.,,
Riguardo,,
al,,
riferimento,,
al,,
contraddittorio,,
",",,
questo,,
è,,
sempre,,
riferito,,
ai,,
mezzi,,
di,,
informazione,,
»,,
