token,label,source of relation
MIRANDOLA,[20627]DBPEDIA,
.,,
Colpo,,
da,,
20mila,,
euro,,
alla,,
Lucky,,
Bike,,
di,,
Omero,"[20620]NER_PER, [20628]DBPEDIA",
Campi,[20620]NER_PER,
.,,
I,,
banditi,,
hanno,,
sottratto,,
sette,,
biciclette,,
in,,
carbonio,,
",",,
venendo,,
messi,,
in,,
fuga,,
da,,
una,,
residente,,
",",,
svegliata,,
nel,,
cuore,,
della,,
notte,,
.,,
I,,
ladri,,
notati,,
erano,,
cinque,,
",",,
tre,,
che,,
hanno,,
svaligiato,,
il,,
negozio,,
e,,
altri,,
due,,
che,,
hanno,,
atteso,,
i,,
complici,,
vicino,,
al,,
furgone,,
usato,,
per,,
sparire,,
.,,
Intanto,,
Campi,,
ha,,
minacciato,,
di,,
trasferire,,
l,,
',,
attività,,
:,,
uno,,
sfogo,,
postato,,
sul,,
profilo,,
facebook,,
del,,
sindaco,,
Benatti,[20621]NER_PER,
.,,
«,,
Uomini,[20622]NER_PER,
",",,
mezzi,,
ed,,
una,,
nuova,,
sede,,
di,,
polizia,[20623]NER_ORG,
»,[20624]NER_ORG,
",",,
è,,
la,,
richiesta,,
di,,
Platis,"[20625]NER_PER, [20629]DBPEDIA",
(,,
Pdl,[20626]NER_ORG,
),,
.,,
