token,label,source of relation
Carlo,"[148714]NER_PER, [148725]DBPEDIA",
Gregori,"[148714]NER_PER, [148725]DBPEDIA",
«,,
Siamo,,
stati,,
ammazzati,,
di,,
botte,,
»,,
.,,
«,,
La,,
più,,
grande,[148726]DBPEDIA,
macelleria,[148726]DBPEDIA,
che,,
ho,,
visto,,
nella,,
mia,,
vita,,
»,,
.,,
Un,,
',,
altra,,
drammatica,,
denuncia,,
di,,
pestaggi,,
",",,
maltrattamenti,,
e,,
in,,
questo,,
caso,,
di,,
mancata,,
restituzione,,
di,,
documenti,,
e,,
beni,,
preziosi,,
è,,
stata,,
resa,,
pubblica,,
da,,
un,,
detenuto,,
che,,
era,,
presente,,
a,,
Sant,,
',,
Anna,,
l,,
',,
8,,
marzo,[148710]TE,
2020,[148710]TE,
durante,,
e,,
dopo,,
la,,
rivolta,,
è,,
che,,
poi,,
è,,
stato,,
trasferito,,
al,,
carcere,,
di,,
Ascoli,,
dove,,
è,,
morto,,
anche,,
Sasà,,
Piscitelli,[148715]NER_PER,
.,,
La,,
lettera,,
è,,
stata,,
mandata,,
al,,
garante,,
nazionale,,
per,,
i,,
detenuti,,
Mauro,[148716]NER_PER,
Palma,[148716]NER_PER,
e,,
ora,[148711]TE,
circola,,
anche,,
pubblicamente,,
.,,
L,,
',,
ha,,
scritta,,
un,,
detenuto,,
straniero,,
che,,
dice,[148727]DBPEDIA,
di,,
aver,,
subito,,
vessazioni,,
non,,
solo,,
nella,,
serata,,
dopo,,
la,,
rivolta,,
e,,
nei,,
giorni,,
successivi,,
.,,
L,,
',,
aspetto,,
più,,
inquietante,,
",",,
in,,
questo,,
caso,,
",",,
è,,
proprio,,
la,,
sparizione,,
di,,
suoi,,
effetti,,
prelevati,,
al,[148712]TE,
momento,[148712]TE,
del,,
trasferimento,,
e,,
dopo,,
quello,,
che,,
ha,,
definito,,
un,,
pestaggio,,
a,,
un,,
uomo,,
denudato,,
.,,
Scrive,,
(,,
abbiamo,,
corretto,,
gli,,
errori,,
grammaticali,,
),,
:,,
“,,
Vogliamo,,
sapere,,
che,,
fine,,
hanno,,
fatto,,
i,,
miei,,
oggetti,,
di,,
valore,,
.,,
Trecento,,
grammi,,
di,,
oro,,
.,,
Braccialetti,[148717]NER_PER,
",",,
anelli,,
",",,
collane,,
alla,,
mia,,
moglie,,
(,,
sic,,
!,,
),,
.,,
Documenti,,
di,,
valore,,
(,,
patente,,
di,,
guida,,
rumena,,
",",,
carta,,
di,,
credito,,
",",,
postapay,,
rimaste,,
in,,
carcere,,
a,,
Modena,"[148718]NER_LOC, [148728]DBPEDIA",
),,
.,,
Il,,
sequestro,,
del,,
cellulare,,
.,,
I,,
documenti,,
di,,
mio,,
padre,,
sono,,
rimasti,,
a,,
Modena,"[148719]NER_LOC, [148729]DBPEDIA",
.,,
Rivoglio,,
i,,
documenti,,
di,,
identità,,
di,,
mia,,
moglie,,
”,,
.,,
La,,
lettera,,
",",,
scritta,,
a,,
mano,,
con,,
una,,
grafia,,
curata,,
",",,
denuncia,,
una,,
serie,,
di,,
gravissimi,,
abusi,,
.,,
A,,
cominciare,,
dal,,
giorno,,
della,,
rivolta,,
:,,
“,,
Mi,,
hanno,,
messo,,
al,,
muro,,
con,,
la,,
testa,,
giù,,
",",,
spogliato,,
tutto,,
nudo,,
davanti,,
alla,,
gente,,
.,,
Picchiato,,
con,,
pugni,,
e,,
calci,,
vicino,,
al,,
muro,,
e,,
tenuto,,
su,,
col,,
manganello,,
alla,,
gola,,
.,,
Sputavo,,
sangue,,
dalla,,
bocca,,
.,,
Mi,,
hanno,,
operato,,
la,,
mano,,
",",,
fatto,,
la,,
coronografia,,
",",,
ho,,
ancora,,
male,,
al,,
braccio,,
sinistro,,
”,,
.,,
E,,
poi,,
la,,
rivendicazione,,
:,,
“,,
Vogliamo,,
i,,
nostri,,
diritti,,
.,,
Siamo,,
delle,,
persone,,
.,,
Degli,,
animali,,
sonio,,
picchiati,,
coi,,
manganelli,,
in,,
terra,,
.,,
Per,,
cosa,,
portano,,
i,,
vestiti,,
dello,,
Stato,,
?,,
Per,,
ammazzare,,
la,,
gente,,
”,,
.,,
Racconta,,
anche,,
il,,
suo,,
trasferimento,,
ad,,
Ascoli,,
",",,
insieme,,
con,,
Sasà,,
",",,
morto,,
poche,,
ore,,
dopo,,
.,,
«,,
Ho,,
visto,,
della,,
gente,,
lì,,
morire,,
davanti,,
ai,,
miei,,
occhi,,
.,,
Vedevi,,
la,,
squadra,,
.,,
Ho,,
problemi,,
alla,,
gola,,
da,,
quando,,
mi,,
hanno,,
tenuto,,
col,,
manganello,,
alla,,
gola,,
.,,
È,,
il,,
più,,
grande,,
massacro,,
.,,
Siamo,,
stati,,
senza,,
vestiti,,
e,,
scarpe,,
.,,
Ci,,
hanno,,
fatto,,
magiare,,
un,,
panino,,
duro,,
come,,
un,,
sasso,,
.,,
Andavamo,,
alla,,
doccia,,
con,,
l,,
',,
acqua,,
sporca,,
(,,
…,,
),,
Non,,
potevi,,
aprire,,
la,,
bocca,,
e,,
ti,,
ammazzava,,
di,,
botte,,
.,,
La,,
più,,
grande,,
macelleria,,
che,,
ho,,
visto,,
nella,,
mia,,
vita,,
.,,
Ti,,
massacravano,,
di,,
botte,,
.,,
