token,label,source of relation
Sono,,
finiti,,
in,,
manette,,
due,,
giovani,,
accusati,,
di,,
rapina,,
.,,
Forse,,
non,,
grandi,,
esperti,,
del,,
crimine,,
",",,
sono,,
stati,,
traditi,,
dalle,,
classiche,,
app,,
antifurto,,
di,,
geolocalizzazione,[78728]DBPEDIA,
dei,,
telefoni,,
cellulari,,
.,,
I,,
due,,
balordi,,
",",,
infatti,,
",",,
avevano,,
preso,,
di,,
mira,,
due,,
ragazze,,
che,,
stavano,,
camminando,,
in,,
via,,
Indipendenza,,
nella,,
notte,,
tra,,
domenica,[78722]TE,
e,,
lunedì,,
.,,
La,,
polizia,,
li,,
ha,,
rintracciati,,
nel,,
giro,,
di,,
poche,,
ore,,
",",,
portati,,
in,,
carcere,,
e,,
messi,,
a,,
disposizione,,
dell,,
',,
autorità,,
giudiziaria,,
.,,
Come,,
detto,,
",",,
il,,
crimine,,
è,,
avvenuto,,
in,,
via,[78726]NER_LOC,
Indipendenza,[78726]NER_LOC,
quando,,
erano,,
circa,[78723]TE,
le,[78723]TE,
3,[78723]TE,
di,[78723]TE,
notte,[78723]TE,
.,,
Le,,
due,,
vittime,,
",",,
entrambe,,
26enni,,
",",,
stavano,,
passeggiando,,
a,,
piedi,,
",",,
forse,,
al,,
ritorno,,
da,,
una,,
serata,,
tra,,
amici,,
.,,
A,,
un,,
certo,,
punto,,
i,,
due,,
banditi,,
si,,
sono,,
avvicinati,,
in,,
sella,,
ad,,
altrettante,,
biciclette,,
.,,
Ciascuno,,
di,,
loro,,
ha,,
puntato,,
una,,
borsetta,,
e,,
l,,
',,
ha,,
strappata,,
con,,
violenza,,
.,,
Le,,
ragazze,,
hanno,,
tentato,,
di,,
resistere,,
in,,
qualche,,
modo,,
",",,
ma,,
la,,
forza,,
degli,,
assalitori,,
era,,
troppa,,
.,,
E,,
così,,
si,,
sono,,
procurate,,
anche,,
delle,,
lesioni,,
",",,
rispettivamente,,
guaribili,,
in,,
5,,
e,,
6,,
giorni,,
.,,
Nel,,
frattempo,,
i,,
banditi,,
se,,
ne,,
sono,,
andati,,
ancora,,
in,,
bicicletta,,
",",,
facendo,,
perdere,,
le,,
proprie,,
tracce,,
e,,
pensando,,
di,,
averla,,
fatta,,
franca,,
.,,
Così,,
non,,
sarà,,
.,,
Le,,
ragazze,,
",",,
passato,,
lo,,
choc,,
iniziale,,
",",,
hanno,,
allertato,,
le,,
forze,,
dell,,
',,
ordine,,
e,,
anche,,
alcuni,,
amici,,
.,,
Questi,,
ultimi,,
le,,
hanno,,
aiutate,,
a,,
rintracciare,,
i,,
telefoni,,
cellulari,,
che,,
si,,
trovavano,,
all,,
',,
interno,,
delle,,
borsette,,
.,,
Come,,
?,,
Attraverso,,
specifiche,,
applicazioni,,
che,,
permettono,,
di,,
ritrovare,,
il,,
proprio,,
cellulare,,
in,,
caso,,
di,,
smarrimento,,
o,,
",",,
come,,
in,,
questa,,
situazione,,
",",,
di,,
furto,,
.,,
Con,,
un,,
altro,,
apparecchio,,
elettronico,,
è,,
possibile,,
sapere,,
dove,,
si,,
trova,,
il,,
proprio,,
dispositivo,,
tramite,,
la,,
geolocalizzazione,[78729]DBPEDIA,
",",,
con,,
un,,
margine,,
di,,
errore,,
davvero,,
di,,
pochi,,
metri,,
.,,
Una,,
notizia,,
fondamentale,,
per,,
gli,,
agenti,,
di,,
polizia,[78727]NER_ORG,
che,,
sono,,
giunti,,
in,,
soccorso,,
alle,,
due,[78724]TE,
ragazze,,
.,,
I,,
poliziotti,,
",",,
infatti,,
",",,
seguendo,,
le,,
indicazioni,,
hanno,,
rintracciato,,
in,,
breve,,
tempo,,
il,,
primo,,
dei,,
due,,
responsabili,,
della,,
rapina,,
",",,
un,,
19enne,,
italiano,,
.,,
Era,,
nascosto,,
in,,
maniera,,
goffa,,
all,,
',,
interno,,
di,,
una,,
siepe,,
e,,
non,,
è,,
stato,,
difficile,,
per,,
gli,,
agenti,,
trovarlo,,
e,,
arrestarlo,,
:,,
era,,
in,,
possesso,,
di,,
parte,,
della,,
refurtiva,,
e,,
anche,,
di,,
una,,
piccola,,
quantità,,
di,,
sostanze,,
stupefacenti,,
.,,
La,,
polizia,,
si,,
è,,
poi,,
recata,,
nel,,
suo,,
domicilio,,
",",,
dopo,,
aver,,
avuto,,
l,,
',,
ok,,
del,,
magistrato,,
di,,
turno,,
",",,
e,,
ha,,
individuato,,
il,,
complice,,
",",,
che,,
era,,
in,,
possesso,,
dell,,
',,
altro,,
telefono,,
cellulare,,
rubato,,
e,,
della,,
restante,,
parte,,
di,,
denaro,,
che,,
era,,
stato,,
rubato,,
alle,,
due,[78725]TE,
ragazze,,
.,,
—,,
GIB,,
