token,label,source of relation
milano,,
.,,
La,,
polizia,,
nella,,
notte,,
tra,,
venerdì,,
e,,
sabato,[129572]TE,
scorsi,[129572]TE,
ha,,
arrestato,,
tre,,
persone,,
di,,
origine,,
turca,,
",",,
accusandole,,
del,,
possesso,,
di,,
spaccio,,
di,,
15,,
chili,,
di,,
eroina,,
.,,
I,,
poliziotti,,
della,,
squadra,,
mobile,,
di,,
Milano,"[129573]NER_LOC, [129575]DBPEDIA",
",",,
investigando,,
sulla,,
movimentazione,,
di,,
droga,,
nel,,
capoluogo,,
lombardo,,
",",,
avevano,,
ricevuto,,
la,,
notizia,,
che,,
alcuni,,
cittadini,,
stranieri,,
",",,
venerdì,,
pomeriggio,,
",",,
avrebbero,,
importato,,
sul,,
territorio,,
provinciale,,
un,,
grosso,,
quantitativo,,
di,,
stupefacente,,
servendosi,,
di,,
una,,
Volkswagen,"[129574]NER_ORG, [129576]DBPEDIA",
Tiguan,"[129574]NER_ORG, [129576]DBPEDIA",
di,,
colore,,
nero,,
.,,
Il,,
trasporto,,
sarebbe,,
avvenuto,,
lungo,,
la,,
autostrada,,
del,,
Sole,[129577]DBPEDIA,
.,,
Dagli,,
accertamenti,,
svolti,,
dai,,
poliziotti,,
è,,
emerso,,
",",,
in,,
seguito,,
",",,
come,,
uno,,
dei,,
cittadini,,
turchi,,
fosse,,
il,,
titolare,,
di,,
un,,
',,
azienda,,
all,,
',,
ingrosso,,
che,,
forniva,,
la,,
carne,,
peri,,
i,,
locali,,
che,,
servono,,
il,,
kebab,[129578]DBPEDIA,
.,,
Proprio,,
in,,
un,,
vecchio,,
forno,,
da,,
kebab,[129579]DBPEDIA,
sono,,
stati,,
trovati,,
altri,,
due,,
chili,,
e,,
mezzo,,
di,,
eroina,,
.,,
—,,
©,,
RIPRODUZIONE,,
RISERVATA,,
