token,label,source of relation
BOLZANO,"[147001]NER_LOC, [147018]DBPEDIA",
.,,
E,,
',,
iniziata,,
due,,
anni,,
fa,,
da,,
Bolzano,"[147002]NER_LOC, [147019]DBPEDIA",
l,,
',,
indagine,,
antidroga,,
che,,
questa,[146998]TE,
mattina,[146998]TE,
con,,
una,,
maxi,,
-,,
operazione,,
condotta,,
dalla,,
Squadra,,
mobile,,
del,,
capoluogo,,
altoatesino,,
ha,,
dato,,
esecuzione,,
a,,
23,,
ordinanze,,
di,,
custodia,,
cautelare,,
in,,
carcere,,
emesse,,
dal,,
gip,,
su,,
richiesta,,
della,,
Dda,[147003]NER_ORG,
di,,
Trento,[147004]NER_LOC,
.,,
Sono,,
83,,
complessivamente,,
gli,,
indagati,,
:,,
tutti,,
coinvolti,,
in,,
un,,
traffico,,
internazionale,,
di,,
sostanze,,
stupefacenti,,
.,,
Ventisette,,
sono,,
stati,,
arrestati,,
in,,
flagranza,,
di,,
reato,,
per,,
spaccio,,
di,,
droga,,
",",,
23,,
sono,,
stati,,
raggiunti,,
da,,
ordinanza,,
di,,
custodia,,
cautelare,,
in,,
carcere,,
",",,
mentre,,
le,,
altre,,
33,,
risultano,,
indagate,,
a,,
piede,,
libero,,
.,,
La,,
complessa,,
indagine,,
",",,
denominata,,
"""",,
Komba,[147020]DBPEDIA,
2019,,
"""",,
",",,
era,,
inizia,,
a,,
seguito,,
dell,,
',,
evasione,,
di,,
un,,
pregiudicato,,
tunisino,,
di,,
39,,
anni,,
che,,
nel,,
giugno,[146999]TE,
del,[146999]TE,
2019,[146999]TE,
si,,
era,,
allontanato,,
dall,,
"""",,
bitazione,,
di,,
Postal,[147005]NER_LOC,
nella,,
zona,,
di,,
Merano,[147006]NER_LOC,
dove,,
stava,,
scontando,,
un,,
periodo,,
di,,
detenzione,,
domiciliare,,
a,,
seguito,,
di,,
una,,
condanna,,
per,,
reati,,
legati,,
al,,
traffico,,
di,,
stupefacenti,,
.,,
Successivi,,
accertamenti,,
hanno,,
fatto,,
venire,,
a,,
galla,,
che,,
K,,
.,,
H,,
.,,
arrestato,,
in,,
Belgio,"[147007]NER_LOC, [147021]DBPEDIA",
-,,
si,,
era,,
rifugiato,,
all,,
',,
estero,,
e,,
a,,
Bolzano,"[147008]NER_LOC, [147022]DBPEDIA",
aveva,,
lasciato,,
operare,,
nell,,
',,
attività,,
criminale,,
suo,,
fratello,,
.,,
Quest,,
',,
ultimo,,
aveva,,
costituito,,
un,,
',,
organizzazione,,
della,,
quale,,
facevano,,
parte,,
",",,
oltre,,
a,,
cittadini,,
tunisini,,
",",,
anche,,
cittadini,,
marocchini,,
",",,
albanesi,,
e,,
italiani,,
.,,
Zona,,
di,,
spaccio,,
",",,
i,,
giardinetti,,
antistanti,,
la,,
stazione,,
ferroviaria,,
di,,
Bolzano,"[147009]NER_LOC, [147023]DBPEDIA",
",",,
spesso,,
teatro,[147024]DBPEDIA,
anche,,
di,,
risse,,
tra,,
bande,,
di,,
cittadini,,
nordafricani,,
.,,
Sequestrati,,
3,,
",",,
4,,
chili,,
di,,
cocaina,,
",",,
6,,
chili,,
di,,
eroina,,
",",,
4,,
chili,,
di,,
hashish,[147025]DBPEDIA,
e,,
circa,,
25,,
mila,,
euro,,
.,,
A,,
dar,,
esecuzione,,
alle,,
23,[147000]TE,
ordinanze,,
di,,
custodia,,
cautelare,,
anche,,
le,,
Squadre,,
Mobili,,
di,,
Milano,"[147010]NER_LOC, [147026]DBPEDIA",
",",,
Bergamo,"[147011]NER_LOC, [147027]DBPEDIA",
",",,
Modena,"[147012]NER_LOC, [147028]DBPEDIA",
",",,
Bologna,"[147013]NER_LOC, [147029]DBPEDIA",
",",,
Avellino,"[147014]NER_ORG, [147030]DBPEDIA",
",",,
Agrigento,"[147015]NER_ORG, [147031]DBPEDIA",
e,,
Trapani,"[147016]NER_PER, [147032]DBPEDIA",
",",,
equipaggi,,
del,,
Reparto,,
Prevenzione,,
Crimine,,
',,
Lombardia,,
',,
di,,
Milano,"[147017]NER_LOC, [147033]DBPEDIA",
e,,
unità,,
cinofile,,
antidroga,,
.,,
