token,label,source of relation
MODENA,,
.,,
Clamoroso,,
furto,,
nella,,
notte,,
ai,,
danni,,
della,,
“,,
Albalat,[27974]NER_ORG,
e,,
Serum,[27975]NER_ORG,
Italia,"[27975]NER_ORG, [27979]DBPEDIA",
”,,
di,,
strada,,
Munarola,,
",",,
a,,
Modena,"[27976]NER_LOC, [27980]DBPEDIA",
.,,
I,,
ladri,,
hanno,,
aggirato,,
ogni,,
barriera,,
e,,
una,,
alla,,
volta,,
hanno,,
caricato,,
su,,
un,,
camion,,
l,,
',,
ingente,,
bottino,,
",",,
del,,
valore,,
di,,
parecchie,,
migliaia,,
di,,
euro,,
.,,
La,,
scoperta,,
questa,[27973]TE,
mattina,[27973]TE,
presto,,
",",,
con,,
la,,
denuncia,,
alle,,
forze,,
dell,,
',,
ordine,,
.,,
Si,,
tratta,,
di,,
un,,
fenomeno,,
diffuso,,
",",,
sul,,
caso,,
stanno,,
indagando,,
polizia,[27977]NER_ORG,
",",,
carabinieri,[27978]NER_ORG,
e,,
scientifica,,
.,,
