token,label,source of relation
CASTELVETRO,[104254]NER_LOC,
.,,
Martedì,,
i,,
carabinieri,[104255]NER_ORG,
hanno,,
arrestato,,
e,,
portato,,
in,,
carcere,,
il,,
quinto,,
destinatario,,
di,,
custodia,,
cautelare,,
",",,
per,,
reati,,
di,,
detenzione,,
e,,
spaccio,,
.,,
L,,
',,
ordinanza,,
di,,
custodia,,
cautelare,,
è,,
stata,,
emessa,,
dal,,
Gip,,
.,,
A,,
essere,,
stato,,
catturato,,
è,,
stato,,
un,,
29enne,,
magrebino,,
residente,,
a,,
Castelvetro,[104256]NER_LOC,
.,,
Durante,,
la,,
precedente,,
operazione,,
risalente,,
a,,
metà,,
gennaio,[104253]TE,
si,,
era,,
reso,,
irreperibile,,
.,,
Il,,
29enne,,
",",,
già,,
individuato,,
nel,,
paese,,
di,,
origine,,
",",,
è,,
stato,,
intercettato,,
e,,
fermato,,
all,,
',,
aeroporto,,
di,,
Bologna,"[104257]NER_LOC, [104258]DBPEDIA",
",",,
appena,,
atterrato,,
.,,
—,,
