token,label,source of relation
ANCORA,,
"""",,
Quella,,
notte,,
eravamo,,
nella,,
discoteca,,
",",,
ma,,
non,,
abbiamo,,
usato,,
noi,,
lo,,
spray,,
al,,
peperoncino,,
"""",,
.,,
E,,
',,
quanto,,
hanno,,
ribadito,,
questa,[109374]TE,
mattina,[109374]TE,
",",,
davanti,,
a,,
gup,,
del,,
tribunale,[109378]NER_ORG,
di,[109378]NER_ORG,
Ancona,"[109378]NER_ORG, [109397]DBPEDIA",
",",,
Paola,[109379]NER_PER,
Moscaroli,[109379]NER_PER,
",",,
quattro,,
dei,,
6,,
componenti,,
della,,
"""",,
banda,,
dello,,
spray,,
"""",,
",",,
tutti,,
presenti,,
alla,,
terza,,
udienza,,
del,,
processo,,
a,,
loro,,
carico,,
con,,
il,,
rito,,
abbreviato,,
per,,
la,,
strage,,
davanti,,
al,,
"""",,
Lanterna,,
Azzurra,,
Clubbing,,
"""",,
di,,
Corinaldo,"[109380]NER_LOC, [109398]DBPEDIA",
",",,
nella,,
notte,,
tra,,
il,[109375]TE,
7,[109375]TE,
e,,
l,[109376]TE,
',[109376]TE,
8,[109376]TE,
dicembre,[109376]TE,
2018,[109376]TE,
",",,
dove,,
morirono,,
schiacciati,,
dalla,,
calca,,
cinque,,
adolescenti,,
e,,
una,,
giovane,,
mamma,,
.,,
Ugo,[109381]NER_PER,
Di,[109381]NER_PER,
Puorto,[109381]NER_PER,
",",,
ritenuto,,
il,,
capo,,
della,,
banda,,
",",,
Raffaele,[109382]NER_PER,
Mormone,[109382]NER_PER,
",",,
Andrea,[109383]NER_PER,
Cavallari,[109383]NER_PER,
",",,
Moez,[109384]NER_PER,
Akari,[109384]NER_PER,
",",,
Souhaib,[109385]NER_ORG,
Haddada,[109385]NER_ORG,
e,,
Badr,[109386]NER_PER,
Amouiyah,[109386]NER_PER,
",",,
arrestati,,
il,[109377]TE,
2,[109377]TE,
agosto,[109377]TE,
scorso,[109377]TE,
",",,
sono,,
accusati,,
di,,
omicidio,,
preterintenzionale,,
",",,
associazione,,
a,,
delinquere,,
finalizzata,,
a,,
furti,,
e,,
rapine,,
",",,
lesioni,,
personali,,
anche,,
gravi,,
e,,
singoli,,
episodi,,
di,,
furti,,
e,,
rapine,,
commessi,,
in,,
diversi,,
locali,,
notturni,,
.,,
In,,
particolare,,
Di,[109387]NER_PER,
Puorto,[109387]NER_PER,
ha,,
ammesso,,
di,,
aver,,
usato,,
lo,,
spray,,
al,,
peperoncino,,
"""",,
in,,
un,,
',,
altra,,
occasione,,
",",,
ma,,
non,,
quella,,
notte,,
"""",,
",",,
e,,
che,,
quello,,
ritrovato,,
all,,
',,
interno,,
del,,
"""",,
Lanterna,,
Azzurra,,
Clubbing,,
"""",,
",",,
sul,,
quale,,
ci,,
sarebbe,,
la,,
sua,,
impronta,,
",",,
lo,,
avrebbe,,
portato,,
Badr,[109388]NER_PER,
Amouiyah,[109388]NER_PER,
",",,
che,,
quella,,
notte,,
era,,
in,,
auto,,
proprio,,
con,,
Di,[109389]NER_PER,
Puorto,[109389]NER_PER,
",",,
Mormone,[109390]NER_PER,
ed,,
Eros,[109391]NER_PER,
Amoruso,[109391]NER_PER,
",",,
anche,,
lui,,
componente,,
della,,
banda,,
ma,,
morto,,
a,,
causa,,
di,,
un,,
incidente,,
stradale,,
qualche,,
mese,,
dopo,,
.,,
Di,,
fronte,,
al,,
pm,,
Paolo,[109392]NER_PER,
Gubinelli,[109392]NER_PER,
",",,
che,,
li,,
sta,,
interrogando,,
",",,
i,,
quattro,,
componenti,,
della,,
banda,,
hanno,,
fornito,,
spiegazioni,,
convergenti,,
:,,
hanno,,
ammesso,,
di,,
essere,,
gli,,
autori,,
di,,
diversi,,
furti,,
e,,
rapine,,
nei,,
locali,,
notturni,,
di,,
mezza,,
Italia,"[109393]NER_LOC, [109399]DBPEDIA",
",",,
di,,
aver,,
usato,,
la,,
sostanza,,
al,,
peperoncino,,
in,,
altre,,
occasioni,,
(,,
"""",,
ma,,
poi,,
avevamo,,
smesso,,
perchè,,
faceva,,
troppo,,
casino,,
"""",,
",",,
ha,,
spiegato,,
al,,
gup,,
Andrea,[109394]NER_PER,
Cavallari,[109394]NER_PER,
),,
e,,
che,,
all,,
',,
interno,,
del,,
"""",,
Lanterna,,
Azzurra,,
Clubbing,,
"""",,
",",,
in,,
attesa,,
della,,
performance,,
del,,
trapper,,
Sfera,"[109395]NER_ORG, [109400]DBPEDIA",
Ebbasta,"[109395]NER_ORG, [109400]DBPEDIA",
",",,
"""",,
erano,,
presenti,,
almeno,,
due,,
o,,
tre,,
bande,,
del,,
modenese,,
"""",,
",",,
arrivate,,
a,,
Corinaldo,"[109396]NER_LOC, [109401]DBPEDIA",
autonomamente,,
.,,
L,,
',,
udienza,,
va,,
avanti,,
anche,,
nel,,
pomeriggio,,
",",,
così,,
da,,
poter,,
ascoltare,,
anche,,
gli,,
ultimi,,
due,,
imputati,,
.,,
