token,label,source of relation
Viaggiava,,
trasportando,,
un,,
carico,,
di,,
oltre,,
un,,
chilo,,
di,,
cocaina,,
ben,,
nascosti,,
in,,
un,,
vano,,
dell,,
',,
auto,,
appositamente,,
creato,,
all,,
',,
interno,,
della,,
scatola,,
del,,
filtro,,
dell,,
',,
aria,,
.,,
Ma,,
è,,
incappato,,
in,,
un,,
controllo,,
della,,
polizia,[133411]NER_ORG,
Stradale,[133411]NER_ORG,
di,[133411]NER_ORG,
Modena,"[133411]NER_ORG, [133414]DBPEDIA",
Nord,[133411]NER_ORG,
",",,
che,,
aveva,,
istituito,,
le,,
verifiche,,
all,,
',,
uscita,,
del,,
casello,,
di,,
Modena,"[133412]NER_LOC, [133415]DBPEDIA",
Nord,[133412]NER_LOC,
.,,
Al,,
volante,,
della,,
vettura,,
c,,
',,
era,,
un,,
turco,,
",",,
già,,
conosciuto,,
per,,
precedenti,,
collegati,,
al,,
traffico,,
di,,
sostanze,,
stupefacenti,,
.,,
La,,
verifica,,
degli,,
operatori,,
",",,
già,,
attenti,,
conoscitori,,
di,,
eventuali,,
nascondigli,,
per,,
la,,
droga,,
all,,
',,
interno,,
delle,,
auto,,
Bmw,[133413]NER_ORG,
",",,
si,,
è,,
concentrata,,
soprattutto,,
sul,,
cofano,,
e,,
sul,,
vano,,
motore,,
.,,
E,,
così,,
",",,
in,,
poco,,
tempo,,
sono,,
spuntati,,
1,,
",",,
2,,
chilogrammi,,
di,,
cocaina,,
che,,
se,,
immessi,,
sul,,
mercato,,
avrebbe,,
garantito,,
un,,
incasso,,
di,,
circa,,
80mila,,
euro,,
.,,
Il,,
turco,,
è,,
invece,,
stato,,
arrestato,,
e,,
trasferito,,
in,,
carcere,,
al,,
Sant,,
',,
Anna,,
.,,
—,,
