token,label,source of relation
di,,
Rino,[16619]NER_PER,
Filippin,[16619]NER_PER,
Una,,
banda,,
di,,
scippatori,,
",",,
giovanissimi,,
",",,
sta,,
seminando,,
paura,,
tra,,
le,,
donne,,
nel,,
quartiere,,
a,,
ridosso,,
dello,,
stadio,,
Cabassi,,
.,,
Sarebbero,,
state,,
almeno,,
cinque,,
le,,
vittime,,
nell,,
',,
ultima,,
settimana,,
",",,
secondo,,
quanto,,
testimoniano,,
i,,
residenti,,
che,,
ci,,
hanno,,
contattato,,
per,,
segnalare,,
la,,
loro,,
preoccupazione,,
.,,
«,,
Il,,
più,,
odioso,,
di,,
questi,,
scippi,,
-,,
racconta,,
Giovanni,[16620]NER_PER,
Rigo,[16620]NER_PER,
",",,
pensionato,,
-,,
è,,
avvenuto,,
alcuni,,
giorni,,
fa,,
in,,
via,[16621]NER_LOC,
Lincoln,"[16621]NER_LOC, [16626]DBPEDIA",
.,,
Un,,
ragazzo,,
di,,
circa,,
20,,
anni,,
in,,
bicicletta,,
ha,,
affiancato,,
un,,
',,
anziana,,
",",,
pure,,
lei,,
in,,
bici,,
",",,
che,,
teneva,,
sotto,,
il,,
braccio,,
un,,
borsellino,[16627]DBPEDIA,
:,,
per,,
strapparglielo,,
non,,
ha,,
esitato,,
a,,
strattonarla,,
e,,
a,,
farla,,
cadere,,
.,,
La,,
poveretta,,
",",,
75,,
anni,,
d,,
',,
età,,
",",,
è,,
caduta,,
a,,
terra,,
sull,,
',,
asfalto,,
procurandosi,,
varie,,
ferite,,
.,,
Abbiamo,,
subito,,
chiamato,,
l,,
',,
ambulanza,,
che,,
poi,,
l,,
',,
ha,,
portata,,
al,,
pronto,,
soccorso,,
per,,
la,,
medicazione,,
.,,
E,,
provi,,
a,,
dire,,
quanti,,
soldi,,
c,,
',,
erano,,
in,,
quel,,
portafogli,,
?,,
Quattro,,
euro,,
.,,
Quel,,
malvivente,,
ha,,
rischiato,,
di,,
fare,,
molto,,
male,,
a,,
una,,
donna,,
per,,
soli,,
quattro,,
euro,,
»,,
.,,
L,,
',,
ultimo,,
caso,,
",",,
in,,
ordine,,
cronologico,,
",",,
è,,
accaduto,,
sabato,"[16628]DBPEDIA, [16617]TE",
in,[16628]DBPEDIA,
via,[16622]NER_LOC,
Leonardo,[16622]NER_LOC,
Da,[16622]NER_LOC,
Vinci,[16622]NER_LOC,
.,,
In,,
questa,,
occasione,,
",",,
fortunatamente,,
",",,
la,,
donna,,
",",,
cinquantenne,,
non,,
è,,
caduta,,
dalla,,
bicicletta,,
.,,
Lo,,
scippatore,,
",",,
infatti,,
",",,
ha,,
avuto,,
vita,,
facile,,
:,,
la,,
borsa,,
era,,
piazzata,,
nel,,
cestino,,
davanti,,
al,,
manubrio,,
ed,,
è,,
stato,,
un,,
gioco,,
da,,
ragazzi,,
prenderla,,
e,,
scappare,,
.,,
In,,
questo,,
caso,,
si,,
tratta,,
",",,
probabilmente,,
",",,
di,,
un,,
furto,,
con,,
destrezza,,
piuttosto,,
che,,
di,,
uno,,
scippo,,
.,,
In,,
ogni,,
caso,,
la,,
sostanza,,
non,,
cambia,,
:,,
la,,
banda,,
attacca,,
le,,
donne,,
preferibilmente,,
sole,,
e,,
in,,
bicicletta,,
.,,
In,,
via,[16623]NER_LOC,
Leonardo,[16623]NER_LOC,
Da,[16623]NER_LOC,
Vinci,[16623]NER_LOC,
il,,
bottino,,
è,,
stato,,
un,,
po,,
',,
più,,
“,,
ricco,,
”,,
:,,
telefonino,,
e,,
una,,
cifra,,
attorno,,
ai,,
cento,,
euro,,
.,,
Questo,,
è,,
