token,label,source of relation
CAMPOSANTO,,
Troppo,,
attraente,,
quell,,
',,
autobus,,
di,,
linea,,
aperto,,
per,,
non,,
salirci,,
sopra,,
.,,
Quanto,,
accaduto,,
poco,,
dopo,,
è,,
invece,,
ora,[109612]TE,
in,,
mano,,
ai,,
carabinieri,[109615]NER_ORG,
di,,
San,[109616]NER_ORG,
Felice,[109616]NER_ORG,
che,,
hanno,,
denunciato,,
due,,
studentesse,,
",",,
ora,[109613]TE,
accusate,,
di,,
furto,,
aggravato,,
.,,
Tutto,,
è,,
accaduto,,
domenica,[109614]TE,
quando,,
una,,
vasta,,
nuvola,,
di,,
fumo,,
bianco,,
è,,
stata,,
notata,,
nella,,
zona,,
della,,
stazione,,
del,,
deposito,,
delle,,
corriere,,
di,,
Camposanto,"[109617]NER_LOC, [109619]DBPEDIA",
.,,
Una,,
pattuglia,,
dell,,
',,
Arma,,
di,,
San,,
Felice,,
è,,
andata,,
ad,,
effettuare,,
un,,
controllo,,
e,,
in,,
poco,,
tempo,,
ha,,
capito,,
quanto,,
fosse,,
accaduto,,
:,,
un,,
gruppetto,,
di,,
quattro,,
giovani,,
",",,
tra,,
cui,,
le,,
due,,
studentesse,,
",",,
si,,
era,,
infatti,,
introdotto,,
in,,
un,,
autobus,,
che,,
per,,
sicurezza,,
rimane,,
con,,
le,,
portiere,,
aperte,,
anche,,
quando,,
è,,
in,,
sosta,,
.,,
E,,
dall,,
',,
interno,,
il,,
gruppetto,,
ha,,
asportato,,
due,,
estintori,,
di,,
6,,
chilogrammi,,
.,,
Si,,
sono,,
spostati,,
di,,
qualche,,
centinaio,,
di,,
metri,,
e,,
ormai,,
sicuri,,
di,,
non,,
essere,,
scoperti,,
hanno,,
scaricato,,
la,,
polvere,,
nell,,
',,
aria,,
",",,
creando,,
quella,,
nuvola,,
di,,
fumo,,
che,,
ha,,
insospettito,,
i,,
carabinieri,[109618]NER_ORG,
e,,
alcuni,,
passanti,,
.,,
Le,,
due,,
sono,,
state,,
rintracciate,,
e,,
identificate,,
.,,
—,,
