token,label,source of relation
Nella,,
notte,,
tra,,
il,[77933]TE,
20,[77933]TE,
e,,
il,[77934]TE,
21,[77934]TE,
aprile,[77934]TE,
dello,[77934]TE,
scorso,[77934]TE,
anno,[77934]TE,
",",,
tre,,
giovani,,
-,,
due,,
dei,,
quali,,
",",,
nati,,
a,,
Carpi,"[77938]NER_LOC, [77949]DBPEDIA",
da,,
famiglie,,
tunisine,,
",",,
all,,
',,
epoca,,
avevano,,
16,,
anni,,
e,,
un,,
17enne,,
nato,,
in,,
Senegal,"[77939]NER_LOC, [77950]DBPEDIA",
",",,
ma,,
in,,
Italia,"[77940]NER_LOC, [77951]DBPEDIA",
da,,
anni,,
-,,
rubano,,
cinque,,
autobus,,
della,,
linea,,
Arianna,[77941]NER_PER,
dal,,
deposito,,
Seta,,
della,,
stazione,,
di,,
via,[77942]NER_LOC,
Peruzzi,"[77942]NER_LOC, [77952]DBPEDIA",
.,,
Alle,,
2,[77935]TE,
.,[77935]TE,
30,[77935]TE,
di,[77935]TE,
notte,[77935]TE,
",",,
i,,
tre,,
amici,,
si,,
ritrovano,,
nel,,
Piazzale,,
delle,,
Piscine,,
",",,
quindi,,
si,,
spostano,,
verso,,
viale,,
Peruzzi,"[77943]NER_PER, [77953]DBPEDIA",
",",,
dove,,
notano,,
che,,
una,,
delle,,
saracinesche,,
del,,
deposito,,
Seta,,
è,,
parzialmente,,
sollevata,,
.,,
Intorno,[77936]TE,
alle,[77936]TE,
4,[77936]TE,
.,[77936]TE,
30,[77936]TE,
",",,
la,,
decisione,,
di,,
rubare,,
i,,
mezzi,,
pubblici,,
:,,
alla,,
loro,,
guida,,
",",,
percorrono,,
30,,
chilometri,,
per,,
la,,
città,,
",",,
in,,
un,,
lasso,,
di,,
tempo,,
di,,
circa,,
due,,
ore,,
.,,
Terminano,,
la,,
loro,,
corsa,,
scagliandosi,,
con,,
due,,
dei,,
bus,[77954]DBPEDIA,
contro,,
l,,
',,
ingresso,,
esterno,,
e,,
quello,,
principale,,
dell,,
',,
istituto,,
Meucci,[77944]NER_PER,
",",,
devastandolo,,
e,,
arrecando,,
danni,,
per,,
circa,,
mezzo,,
milione,,
di,,
euro,,
",",,
mentre,,
abbandonano,,
i,,
restanti,,
tre,,
mezzi,,
altrove,,
rispetto,,
alla,,
scuola,,
.,,
I,,
colpevoli,,
vengono,,
identificati,,
in,,
meno,,
di,,
48,,
ore,,
",",,
grazie,,
all,,
',,
operato,,
dei,,
Carabinieri,"[77945]NER_ORG, [77955]DBPEDIA",
di,[77945]NER_ORG,
Carpi,"[77945]NER_ORG, [77956]DBPEDIA",
cui,,
",",,
nelle,,
prime,,
ore,,
successive,,
al,,
fermo,,
",",,
si,,
giustificano,,
affermando,,
di,,
aver,,
fatto,,
tutto,,
«,,
per,,
noia,,
",",,
per,,
vivere,[77957]DBPEDIA,
una,,
notte,,
diversa,,
dal,,
solito,,
.,,
Avremmo,,
solo,,
voluto,,
parcheggiare,,
i,,
pullmini,,
davanti,,
alla,,
scuola,,
e,,
poi,,
andare,,
via,,
»,,
.,,
Tre,,
mesi,,
dopo,,
",",,
vengono,,
chiamati,,
a,,
rispondere,,
di,,
danneggiamento,,
aggravato,,
",",,
furto,,
",",,
interruzione,,
di,,
pubblico,,
servizio,,
e,,
guida,,
senza,,
patente,,
.,,
Il,,
giudice,,
del,,
Tribunale,[77946]NER_ORG,
dei,[77946]NER_ORG,
Minori,[77946]NER_ORG,
di,,
Bologna,"[77947]NER_LOC, [77958]DBPEDIA",
respinge,,
la,,
richiesta,,
dell,,
',,
avvocato,,
difensore,,
dei,,
tre,,
affinché,,
vengano,,
impiegati,,
in,,
un,,
percorso,,
di,,
rieducazione,,
presso,,
una,,
struttura,,
del,,
Comune,[77948]NER_LOC,
di,[77948]NER_LOC,
Carpi,"[77948]NER_LOC, [77959]DBPEDIA",
:,,
la,,
sentenza,,
",",,
in,,
primo,,
grado,,
",",,
è,,
di,,
due,,
anni,,
di,,
carcere,,
.,,
Lo,[77937]TE,
scorso,[77937]TE,
novembre,[77937]TE,
",",,
tuttavia,,
",",,
il,,
Tribunale,,
di,,
secondo,,
grado,,
stabilisce,,
che,,
i,,
tre,,
stiano,,
in,,
comunità,,
un,,
anno,,
e,,
otto,,
mesi,,
in,,
tutto,,
",",,
con,,
uno,,
sconto,,
di,,
pena,,
di,,
quattro,,
mesi,,
.,,
(,,
camma,,
),,
