token,label,source of relation
BASTIGLIA,[81535]DBPEDIA,
Ladri,,
scatenati,,
in,,
città,,
e,,
in,,
provincia,[81525]NER_LOC,
",",,
una,,
provincia,[81526]NER_LOC,
",",,
quella,,
di,,
Modena,"[81527]NER_LOC, [81536]DBPEDIA",
",",,
che,,
si,,
conferma,,
una,,
delle,,
più,,
bersagliate,,
dai,,
ladri,,
a,,
livello,,
nazionale,,
.,,
E,,
bersagliati,,
in,,
questi,[81524]TE,
anni,[81524]TE,
sono,,
stati,,
titolari,,
e,,
dipendenti,,
della,,
Torneria,[81528]NER_ORG,
Lt,[81528]NER_ORG,
di,,
via,,
del,,
Lavoro,,
a,,
Bastiglia,"[81529]NER_LOC, [81537]DBPEDIA",
.,,
I,,
ladri,,
si,,
sono,,
ripresntati,,
per,,
la,,
quinta,,
volta,,
e,,
questa,,
volta,,
hanno,,
colpito,,
duro,,
",",,
portandosi,,
via,,
circa,,
ventimila,,
euro,,
in,,
attezzi,,
e,,
utensili,,
.,,
"""",,
Per,,
noi,,
un,,
duro,,
colpo,,
-,,
spiega,,
uno,,
dei,,
titolari,,
-,,
perchè,,
ci,,
sono,,
venuti,,
a,,
mancare,,
gli,,
attrezzi,,
indispensabili,,
per,,
svolgere,,
il,,
nostro,,
lavoro,,
"""",,
.,,
All,,
',,
interno,,
dell,,
',,
azienda,,
",",,
come,,
mostrano,,
le,,
immagini,,
del,,
circuito,,
di,,
videosorveglianza,,
che,,
hanno,,
ripreso,,
il,,
colpo,,
",",,
i,,
ladri,,
sono,,
arrivati,,
dopo,,
aver,,
tagliato,,
la,,
rete,,
della,,
recinzone,,
per,,
poi,,
portarsi,,
al,,
portone,,
sul,,
retro,,
",",,
che,,
hanno,,
forzato,,
.,,
Leggi,,
anche,,
Modena,"[81530]NER_ORG, [81538]DBPEDIA",
.,,
Razzia,,
notturna,,
al,,
ristorante,,
"""",,
Prime,,
"""",,
Rubati,,
soldi,,
e,,
vini,,
",",,
danni,,
ingenti,,
E,,
',,
andato,,
invece,,
male,,
il,,
colpo,,
ai,,
danni,,
della,,
Commerciale,[81531]NER_ORG,
Fond,[81531]NER_ORG,
di,,
via,[81532]NER_LOC,
Baccelliera,[81532]NER_LOC,
",",,
dove,,
i,,
ladri,,
avevano,,
iniziato,,
a,,
forzare,,
il,,
portone,,
",",,
quando,,
il,,
sistema,,
di,,
allarme,,
è,,
scattato,,
e,,
sono,,
stati,,
messi,,
in,,
fuga,,
.,,
Non,,
poteva,,
mancare,,
",",,
in,,
questo,,
resoconto,,
",",,
il,,
bilancio,,
dei,,
furti,,
nelle,,
case,,
.,,
nel,,
mirino,,
appartamenti,,
in,,
via,[81533]NER_LOC,
Pedroni,[81533]NER_LOC,
",",,
in,,
via,[81534]NER_LOC,
Beltrami,[81534]NER_LOC,
e,,
in,,
via,,
de,,
',,
Polli,,
.,,
Qui,,
i,,
ladri,,
dopo,,
essere,,
saliti,,
in,,
un,,
',,
abitazione,,
attraverso,,
il,,
garage,,
hanno,,
portato,,
via,,
del,,
denaro,,
e,,
preso,,
le,,
chiavi,,
di,,
scorta,,
di,,
un,,
',,
auto,,
con,,
la,,
quale,,
se,,
ne,,
sono,,
andati,,
",",,
mentre,,
i,,
proprietari,,
facevano,,
rientro,,
a,,
casa,,
.,,
Il,,
colpo,,
",",,
infatti,,
",",,
è,,
stato,,
messo,,
segno,,
tra,,
le,,
18,,
",",,
30,,
e,,
le,,
19,,
",",,
30,,
.,,
