token,label,source of relation
MODENA,,
.,,
È,,
passata,,
più,,
di,,
una,,
settimana,,
da,,
quando,,
A,[108483]NER_PER,
.,[108483]NER_PER,
F,[108483]NER_PER,
.,[108483]NER_PER,
(,,
iniziali,,
di,,
fantasia,,
),,
",",,
quarantenne,,
modenese,,
",",,
è,,
stata,,
massacrata,,
di,,
botte,,
dal,,
suo,,
compagno,,
in,,
auto,,
",",,
nel,,
tratto,,
tra,,
la,,
rotonda,,
del,,
grappolo,,
d,,
',,
uva,[108494]DBPEDIA,
sulla,,
Vignolese,[108484]NER_ORG,
e,,
il,,
parcheggio,,
Stanguellini,"[108485]NER_PER, [108495]DBPEDIA",
.,,
Non,,
è,,
una,,
novità,,
che,,
l,,
',,
ultimo,,
incontro,,
di,,
una,,
coppia,,
legata,,
da,,
una,,
relazione,,
violenta,,
si,,
risolva,,
in,,
un,,
agguato,,
per,,
la,,
donna,,
",",,
se,,
questa,,
è,,
decisa,,
a,,
lasciare,,
l,,
',,
uomo,,
.,,
I,,
pretesti,,
possono,,
essere,,
svariati,,
",",,
la,,
gelosia,,
prima,,
di,,
tutto,,
",",,
ma,,
la,,
verità,,
è,,
sempre,,
una,,
:,,
la,,
mancata,,
accettazione,,
e,,
il,,
possesso,,
dell,,
',,
oggetto,,
.,,
La,,
donna,,
",",,
pestata,,
e,,
sfigurata,,
con,,
ferocia,,
",",,
è,,
stata,,
presa,,
in,,
carico,,
dai,,
Carabinieri,[108496]DBPEDIA,
di,,
Modena,"[108486]NER_LOC, [108497]DBPEDIA",
.,,
L,,
',,
ORRORE,,
Ora,[108476]TE,
la,,
donna,,
attende,,
che,,
in,,
questi,[108477]TE,
giorni,[108477]TE,
successivi,,
a,,
quei,,
“,,
40,,
minuti,,
di,,
orrore,,
”,,
",",,
come,,
lei,,
li,,
ha,,
definiti,,
",",,
succeda,,
almeno,,
qualcosa,,
",",,
che,,
scatti,,
per,,
la,,
vittima,,
una,,
qualche,,
forma,,
di,,
protezione,,
",",,
che,,
l,,
',,
ex,,
compagno,,
denunciato,,
per,,
aggressione,,
",",,
e,,
con,,
precedenti,,
",",,
sia,,
messo,,
agli,,
arresti,,
",",,
allontanato,,
o,,
quantomeno,,
sia,,
contattato,,
per,,
rispondere,,
dell,,
',,
accusa,,
.,,
In,,
attesa,,
per,,
A,[108487]NER_PER,
.,[108487]NER_PER,
F,[108487]NER_PER,
.,[108487]NER_PER,
",",,
madre,,
separata,,
di,,
un,,
figlio,,
minorenne,,
si,,
sente,,
senza,,
protezione,,
e,,
costretta,,
a,,
dover,[108498]DBPEDIA,
chiedere,,
ai,,
conoscenti,,
",",,
e,,
al,,
gruppo,,
di,,
sostegno,,
che,,
l,,
',,
ha,,
accolta,,
e,,
supportata,,
nel,,
difficile,,
percorso,,
di,,
uscita,,
dal,,
rapporto,,
violento,,
",",,
che,,
tengano,,
sotto,,
controllo,,
i,,
suoi,,
spostamenti,,
e,,
quelli,,
del,,
figlio,,
.,,
«,,
A,,
.,,
F,,
.,,
è,,
una,,
libera,,
professionista,,
che,,
",",,
dall,,
',,
inizio,,
del,,
lockdown,[108499]DBPEDIA,
",",,
