token,label,source of relation
MIRANDOLA,[99816]DBPEDIA,
Personale,,
del,,
Commissariato,[99812]NER_ORG,
di,[99812]NER_ORG,
P,[99812]NER_ORG,
.,[99812]NER_ORG,
S,[99812]NER_ORG,
.,[99812]NER_ORG,
di,,
Mirandola,[99813]NER_LOC,
",",,
ha,,
denunciato,,
in,,
stato,,
di,,
libertà,,
un,,
cittadino,,
marocchino,,
di,,
26,,
anni,,
",",,
titolare,,
di,,
permesso,,
di,,
soggiorno,,
di,,
lungo,,
periodo,,
",",,
per,,
detenzione,,
ai,,
fini,,
di,,
spaccio,,
di,,
sostanza,,
stupefacente,,
.,,
Gli,,
agenti,,
",",,
nel,,
corso,,
di,,
vari,,
servizi,,
di,,
osservazione,,
e,,
appostamento,,
",",,
avevano,,
individuato,,
un,,
“,,
via,,
vai,,
”,,
sospetto,,
presso,,
un,,
',,
abitazione,,
di,,
via,[99814]NER_LOC,
Calatafimi,"[99814]NER_LOC, [99817]DBPEDIA",
",",,
dove,,
risiede,,
appunto,,
il,,
26enne,,
.,,
Gli,,
investigatori,,
sono,,
riusciti,,
a,,
raccogliere,,
sufficienti,,
indizi,,
per,,
poter,,
ritenere,,
che,,
lo,,
straniero,,
avesse,,
posto,,
in,,
essere,,
una,,
vera,,
e,,
propria,,
attività,,
di,,
spaccio,,
a,,
domicilio,,
.,,
Il,,
marocchino,,
agiva,,
con,,
molta,,
cautela,,
",",,
senza,,
scendere,,
in,,
strada,,
e,,
fissando,,
appuntamenti,,
nell,,
',,
arco,,
dell,,
',,
intera,,
giornata,,
proprio,,
per,,
non,,
fare,,
sorgere,,
sospetti,,
ed,,
evitare,,
assembramenti,,
sotto,,
casa,,
;,,
i,,
clienti,,
dovevano,,
accertarsi,,
prima,,
di,,
entrare,,
nel,,
condominio,,
che,,
non,,
vi,,
fosse,,
nessuno,,
nei,,
dintorni,,
.,,
Gli,,
agenti,,
",",,
su,,
delega,,
dell,,
',,
Autorità,,
Giudiziaria,,
",",,
con,,
l,,
',,
ausilio,,
di,,
una,,
unità,,
cinofila,,
della,,
Polizia,[99815]NER_ORG,
di,[99815]NER_ORG,
Stato,[99815]NER_ORG,
",",,
hanno,,
effettuato,,
una,,
perquisizione,,
personale,,
e,,
locale,,
con,,
esito,,
positivo,,
.,,
Nel,,
giardino,,
pertinente,,
all,,
',,
abitazione,,
sono,,
stati,,
recuperati,,
",",,
dentro,,
un,,
barattolo,,
di,,
plastica,,
rossa,,
",",,
11,,
",",,
40,,
grammi,,
di,,
sostanza,,
stupefacente,,
del,,
tipo,,
cocaina,,
",",,
suddivisa,,
in,,
14,,
dosi,,
in,,
cellophane,,
termosaldato,,
",",,
mentre,,
all,,
',,
interno,,
dell,,
',,
appartamento,,
è,,
stata,,
rinvenuta,,
la,,
somma,,
di,,
1,,
.,,
610,,
euro,,
in,,
banconote,,
di,,
vario,,
taglio,,
",",,
probabile,,
provento,,
di,,
spaccio,,
.,,
