token,label,source of relation
MARANELLO,,
.,,
Ancora,,
ladri,,
in,,
azione,,
a,,
Maranello,"[71988]NER_LOC, [71990]DBPEDIA",
",",,
nella,,
zona,,
della,,
Ferrari,[71989]NER_ORG,
",",,
e,,
stavolta,,
hanno,,
addirittura,,
avuto,,
l,,
',,
audacia,,
di,,
addentrarsi,,
in,,
un,,
appartamento,,
che,,
in,,
quel,,
momento,,
non,,
era,,
vuoto,,
",",,
terrorizzando,,
la,,
donna,,
che,,
si,,
trovava,,
nel,,
salotto,,
.,,
I,,
banditi,,
",",,
invece,,
",",,
sfruttando,,
una,,
finestra,,
sono,,
entrati,,
nel,,
reparto,,
notte,,
e,,
a,,
quel,[71991]DBPEDIA,
punto,[71991]DBPEDIA,
",",,
probabilmente,,
accorgendosi,,
della,,
presenza,,
dell,,
',,
inquilina,,
",",,
invece,,
di,,
desistere,,
hanno,,
deciso,,
di,,
proseguire,,
con,,
il,,
furto,,
.,,
E,,
così,,
hanno,,
chiuso,,
a,,
chiave,,
la,,
donna,,
in,,
sala,,
",",,
restando,,
nel,,
reparto,,
notte,,
per,,
proseguire,,
la,,
razzia,,
nelle,,
camere,,
da,,
letto,,
alla,,
ricerca,,
frenetica,,
di,,
un,,
qualunque,,
oggetto,,
di,,
valore,,
da,,
potersi,,
portare,,
via,,
.,,
Sarebbe,,
inutile,,
sottolineare,,
la,,
paura,,
e,,
il,,
terrore,,
che,,
un,,
gesto,,
del,,
genere,,
ha,,
suscitato,,
nella,,
donna,,
che,,
si,,
trovava,,
in,,
casa,,
",",,
che,,
ovviamente,,
ha,,
temuto,,
anche,,
per,,
la,,
propria,,
incolumità,,
fisica,,
.,,
Una,,
volta,,
terminata,,
la,,
razzia,,
i,,
banditi,,
se,,
ne,,
sono,,
andati,,
.,,
La,,
donna,,
ha,,
poi,,
contattato,,
i,,
carabinieri,,
per,,
chiedere,,
aiuto,,
alle,,
forze,,
dell,,
',,
ordine,,
e,,
denunciare,,
il,,
furto,,
.,,
Uno,,
dei,,
più,,
meschini,[71992]DBPEDIA,
e,,
che,,
va,,
a,,
minare,,
la,,
tranquillità,,
di,,
chi,,
in,,
casa,,
propria,,
dovrebbe,,
sentirsi,,
al,,
sicuro,,
.,,
