token,label,source of relation
FINALE,,
.,,
Rubava,,
i,,
soldi,,
della,,
scuola,,
",",,
ma,,
alla,,
fine,,
è,,
stata,,
incastrata,,
.,,
Aveva,,
trovato,,
le,,
chiavi,,
di,,
una,,
cassetta,,
di,,
sicurezza,,
",",,
in,,
dotazione,,
all,,
',,
ufficio,,
Scuola,,
;,,
per,,
non,,
lasciare,,
tracce,,
era,,
solita,,
spalancare,,
la,,
finestra,,
per,,
camuffare,,
l,,
',,
intensa,,
scia,,
di,,
profumo,,
",",,
che,,
era,,
solita,,
utilizzare,,
.,,
Ma,,
l,,
',,
appassionata,,
di,,
cosmetici,,
e,,
addetta,,
alle,,
pulizie,,
",",,
per,,
conto,,
di,,
una,,
cooperativa,,
di,,
Milano,"[59079]NER_LOC, [59083]DBPEDIA",
",",,
del,,
nuovo,,
municipio,,
di,,
viale,,
della,,
Rinascita,,
è,,
stata,,
scoperta,,
dai,,
carabinieri,[59080]NER_ORG,
",",,
che,,
l,,
',,
hanno,,
denunciata,,
per,,
furto,,
aggravato,,
e,,
continuato,,
.,,
Perchè,[59081]NER_PER,
rubava,,
?,,
Principalmente,,
per,,
comprarsi,,
profumi,,
di,,
marca,,
.,,
La,,
27enne,,
di,,
Finale,,
è,,
stata,,
immortalata,,
dalle,,
telecamere,,
che,,
i,,
militari,,
della,,
caserma,,
locale,,
avevano,,
fatto,,
installare,,
nell,,
',,
ufficio,,
comunale,,
.,,
Un,,
',,
indagine,,
lampo,,
",",,
chiusa,,
non,,
appena,,
gli,,
investigatori,,
hanno,,
avuto,,
la,,
certezza,,
di,,
quei,,
furti,,
e,,
della,,
colpevole,,
",",,
che,,
venuta,,
a,,
conoscenza,,
dell,,
',,
inchiesta,,
a,,
suo,,
carico,,
ha,,
deciso,,
di,,
dimettersi,,
dal,,
lavoro,,
.,,
In,,
totale,,
",",,
è,,
stato,,
quantificato,,
",",,
mancano,,
all,,
',,
appello,,
circa,,
mille,,
euro,,
",",,
frutto,,
di,,
pagamenti,,
di,,
rette,,
e,,
servizi,,
collegati,,
alle,,
attività,,
curate,,
dal,,
Comune,[59082]NER_LOC,
all,,
',,
interno,,
delle,,
scuole,,
nido,,
",",,
materna,,
ed,,
elementare,,
.,,
