token,label,source of relation
«,,
Stiamo,,
affrontando,,
l,,
',,
inizio,,
della,,
terza,,
ondata,,
»,,
",",,
ha,,
detto,,
Stefano,"[125016]NER_PER, [125034]DBPEDIA",
Bonaccini,"[125016]NER_PER, [125034]DBPEDIA",
.,,
Il,,
presidente,,
dell,,
',,
Emilia,"[125017]NER_LOC, [125035]DBPEDIA",
Romagna,"[125017]NER_LOC, [125035]DBPEDIA",
è,,
preoccupato,,
dall,,
',,
aumento,,
dei,,
contagi,,
registrato,,
in,,
regione,[125018]NER_LOC,
negli,,
ultimi,,
dieci,,
giorni,,
.,,
Un,,
aumento,,
da,,
cui,,
Modena,"[125019]NER_LOC, [125036]DBPEDIA",
non,,
è,,
esente,,
.,,
Ieri,[125009]TE,
i,,
nuovi,,
casi,,
sono,,
stati,,
515,,
",",,
un,,
dato,,
molto,,
alto,,
e,,
che,,
impone,,
riflessioni,,
su,,
possibili,,
misure,,
più,,
restrittive,,
.,,
È,,
già,,
successo,,
a,,
Bologna,"[125020]NER_LOC, [125037]DBPEDIA",
dove,,
Bonaccini,[125021]NER_PER,
ha,,
istituito,,
la,,
cosiddetta,,
zona,,
“,,
arancione,,
scuro,,
”,,
per,,
tutti,,
i,,
Comuni,,
della,,
Città,[125022]NER_ORG,
Metropolitana,[125023]NER_ORG,
.,,
Le,,
regole,,
sono,,
più,,
severe,,
rispetto,,
all,,
',,
arancione,,
semplice,,
e,,
prevedono,,
il,,
divieto,,
di,,
spostamento,,
anche,,
all,,
',,
interno,,
del,,
proprio,,
Comune,[125024]NER_LOC,
",",,
visite,,
ad,,
amici,,
e,,
parenti,,
compresi,,
.,,
Didattica,,
a,,
distanza,,
al,,
100,,
per,,
cento,,
da,,
lunedì,,
per,,
scuole,,
elementari,,
",",,
medie,,
",",,
superiori,,
e,,
università,,
",",,
in,,
presenza,,
solo,,
nidi,,
e,,
materne,,
.,,
L,,
',,
obiettivo,,
è,,
preservare,,
un,,
bacino,,
da,,
oltre,,
un,,
milione,,
di,,
persone,,
ed,,
evitare,,
che,,
tutta,,
la,,
regione,,
venga,,
trascinata,,
verso,,
una,,
zona,,
rossa,,
imposta,,
dall,,
',,
alto,,
(,,
leggi,,
il,,
Governo,,
),,
e,,
che,,
implicherebbe,,
un,,
sacrificio,,
ancora,,
maggiore,,
",",,
come,,
la,,
chiusura,,
dei,,
negozi,,
al,,
dettaglio,,
.,,
Un,,
ulteriore,,
colpo,,
di,,
mannaia,,
per,,
l,,
',,
economia,,
provata,,
da,,
mesi,,
di,,
pandemia,[125038]DBPEDIA,
.,,
Sono,,
in,,
corso,,
valutazioni,,
anche,,
per,,
la,,
zona,,
del,,
Modenese,[125025]NER_ORG,
che,,
per,[125010]TE,
ora,[125010]TE,
resta,,
arancione,,
semplice,,
",",,
ma,,
i,,
dati,,
forniti,,
ieri,[125011]TE,
dall,,
',,
Azienda,[125026]NER_ORG,
ospedaliero,[125026]NER_ORG,
universitaria,[125026]NER_ORG,
non,,
sono,,
buoni,,
.,,
La,,
direzione,,
di,,
Policlinico,[125027]NER_LOC,
e,,
Baggiovara,[125028]NER_PER,
ha,,
comunicato,,
che,,
attualmente,[125012]TE,
sono,,
attivi,,
per,,
Covid,,
238,,
posti,,
letto,,
:,,
178,,
di,,
degenza,,
ordinaria,,
e,,
60,,
posti,,
letto,,
tra,,
intensiva,,
e,,
semintensiva,,
.,,
Il,,
numero,,
dei,,
ricoveri,,
Covid,,
è,,
di,,
213,,
",",,
l,,
',,
89,,
per,,
cento,,
dei,,
posti,,
letto,,
di,,
disponibili,,
.,,
Delle,,
persone,,
ricoverate,,
",",,
161,,
sono,,
in,,
degenza,,
ordinaria,,
(,,
su,,
178,,
posti,,
disponibili,,
),,
e,,
52,,
tra,,
intensiva,,
e,,
semintensiva,,
(,,
su,,
60,,
),,
.,,
Una,,
percentuale,,
così,,
alta,,
di,,
riempimento,,
dei,,
posti,,
letto,,
potrebbe,,
a,,
breve,,
rendere,,
necessario,,
la,,
trasformazione,,
di,,
alcuni,,
reparti,,
in,,
Covid,,
",",,
con,,
l,,
',,
ormai,,
abituale,,
sacrificio,,
di,,
spazi,,
per,,
gli,,
altri,,
pazienti,,
e,,
le,,
altre,,
patologie,,
.,,
Le,,
valutazioni,,
sono,,
in,,
corso,,
e,,
non,,
si,,
possono,,
escludere,,
al,[125013]TE,
momento,[125013]TE,
decisioni,,
che,,
prevedano,,
misure,,
differenti,,
per,,
singoli,,
territori,,
anche,,
all,,
',,
interno,,
della,,
stessa,,
provincia,[125029]NER_LOC,
.,,
Pure,,
il,,
direttore,,
della,,
Sanità,,
pubblica,,
modenese,,
",",,
Davide,[125030]NER_PER,
Ferrari,[125030]NER_PER,
",",,
ieri,[125014]TE,
ha,,
fatto,,
intendere,,
che,,
nel,,
Modenese,[125031]NER_ORG,
non,,
tutti,,
i,,
distretti,,
sanitari,,
hanno,,
un,,
andamento,,
uniforme,,
del,,
virus,,
.,,
Potrebbe,,
quindi,,
essere,,
imposta,,
la,,
zona,,
arancione,,
scuro,,
solo,,
per,,
alcuni,,
gruppi,,
di,,
Comuni,,
.,,
Non,,
ci,,
sono,,
incontri,,
ufficiali,,
in,,
agenda,,
con,,
i,,
sindaci,,
",",,
è,,
solo,,
un,,
',,
ipotesi,,
al,,
vaglio,,
della,,
sanità,,
regionale,,
che,,
insegue,,
l,,
',,
obiettivo,,
di,,
stringere,,
le,,
maglie,,
ed,,
evitare,,
la,,
diffusione,,
delle,,
varianti,,
che,,
hanno,,
dimostrato,,
una,,
maggiore,,
capacità,,
di,,
diffusione,,
.,,
Nel,,
frattempo,,
ieri,[125015]TE,
il,,
monitoraggio,,
del,,
ministero,[125032]NER_ORG,
della,[125032]NER_ORG,
Salute,[125032]NER_ORG,
ha,,
indicato,,
per,,
l,,
',,
Emilia,[125033]NER_LOC,
Romagna,[125033]NER_LOC,
ancora,,
un,,
indice,,
di,,
contagio,,
Rt,,
superiore,,
a,,
1,,
(,,
è,,
di,,
1,,
",",,
1,,
e,,
la,,
settimana,,
scorsa,,
era,,
di,,
1,,
",",,
06,,
),,
:,,
nessun,,
cambio,,
di,,
colore,,
",",,
viene,,
confermata,,
la,,
zona,,
arancione,,
.,,
—,,
©,,
RIPRODUZIONE,,
RISERVATA,,
