token,label,source of relation
Attenzione,,
ai,,
ladri,,
truffatori,,
che,,
si,,
spacciano,,
per,,
poliziotti,,
",",,
arrivando,,
a,,
mostrare,,
",",,
per,,
essere,,
più,,
convincenti,,
",",,
anche,,
un,,
tesserino,,
abilmente,,
contraffatto,,
",",,
del,,
tutto,,
simile,,
a,,
quello,,
originale,,
in,,
dotazione,,
alle,,
forze,,
dell,,
',,
ordine,,
.,,
Questa,,
volta,,
non,,
si,,
è,,
trattato,,
della,,
ormai,,
“,,
solita,,
”,,
intrusione,,
nell,,
',,
abitazione,,
di,,
qualche,,
pensionato,,
per,,
controllare,,
se,,
ci,,
sia,,
stato,,
o,,
meno,,
un,,
furto,,
.,,
Si,,
tratta,,
di,,
una,,
simulazione,,
di,,
un,,
fermo,,
",",,
di,,
un,,
controllo,,
di,,
polizia,,
effettuato,,
in,,
strada,,
.,,
Ne,,
sanno,,
qualcosa,,
due,,
giovani,,
di,,
nazionalità,[40476]NER_ORG,
cinese,[40477]NER_ORG,
",",,
che,,
lavorano,,
nel,,
ristorante,,
che,,
si,,
trova,,
nel,,
pressi,,
del,,
cash,,
&,,
carry,,
Metro,,
.,,
I,,
due,,
giovani,,
ieri,[40474]TE,
mattina,[40474]TE,
verso,[40475]TE,
le,[40475]TE,
10,[40475]TE,
erano,,
a,,
piedi,,
e,,
",",,
dopo,,
essere,,
stati,,
probabilmente,,
da,,
Metro,,
per,,
qualche,,
commissione,,
",",,
stavano,,
raggiungendo,,
il,,
posto,,
di,,
lavoro,,
.,,
Copie,,
ha,,
spiegato,,
il,,
loro,,
datore,,
di,,
lavoro,,
",",,
i,,
due,,
",",,
che,,
fra,,
l,,
',,
altro,,
non,,
parlano,,
molto,,
bene,,
l,,
',,
italiano,,
",",,
sono,,
stati,,
avvicinati,,
da,,
due,,
persone,,
a,,
bordo,,
di,,
una,,
Alfa,[40484]DBPEDIA,
Romeo,[40484]DBPEDIA,
di,,
colore,,
grigio,,
",",,
forse,,
una,,
147,,
.,,
«,,
Mi,,
hanno,,
raccontato,,
-,,
dice,[40485]DBPEDIA,
il,,
ristoratore,,
-,,
che,,
all,,
',,
interno,,
dell,,
',,
auto,,
vi,,
erano,,
due,,
persone,,
",",,
vestite,,
di,,
scuro,,
",",,
un,,
look,,
che,,
sembrava,,
proprio,,
quello,,
di,,
poliziotti,,
.,,
Senza,,
scendere,,
dall,,
',,
auto,,
hanno,,
abbassato,,
i,,
finestrini,,
e,,
fatto,,
avvicinare,,
i,,
ragazzi,,
.,,
Hanno,,
mostrato,,
il,,
distintivo,,
e,,
hanno,,
detto,,
:,,
“,,
Venite,,
qua,,
",",,
fermi,,
",",,
Dateci,[40478]NER_PER,
i,,
documenti,,
",",,
questo,,
è,,
un,,
controllo,,
",",,
dateci,,
i,,
portafogli,,
",",,
i,,
documenti,,
li,,
tiriamo,,
fuori,,
noi,,
e,,
così,,
vediamo,,
se,,
nascondete,,
qualcosa,,
”,,
»,,
.,,
Con,,
questo,,
escamotage,,
i,,
due,,
finti,,
poliziotti,,
",",,
rimasti,,
in,,
auto,,
",",,
avevano,,
già,,
quello,,
che,,
a,,
loro,,
serviva,,
",",,
i,,
due,,
portafogli,,
con,,
i,,
soldi,,
.,,
Ma,,
ormai,,
",",,
evidentemente,,
",",,
erano,,
entrati,,
nella,,
parte,,
e,,
",",,
sempre,,
rimanendo,,
in,,
auto,,
",",,
hanno,,
tastato,,
spalle,,
e,,
tronco,,
ai,,
due,,
come,,
per,,
perquisirli,,
",",,
si,,
sono,,
fatti,,
dare,,
anche,,
i,,
pacchetti,,
di,,
sigarette,,
",",,
li,,
hanno,,
annusati,,
",",,
come,,
per,,
scoprire,,
l,,
',,
eventuale,,
presenza,,
di,,
droga,,
nascosta,,
.,,
Poi,,
quello,,
alla,,
guida,,
ha,,
ingranato,,
la,,
prima,,
ed,,
è,,
iniziata,,
la,,
fuga,,
",",,
sulla,,
via,[40479]NER_LOC,
Emilia,[40479]NER_LOC,
",",,
verso,,
Rubiera,[40480]NER_LOC,
.,,
«,,
Purtroppo,,
i,,
due,,
ragazzi,,
avevano,,
parecchio,,
denaro,,
con,,
sé,,
",",,
in,,
tutto,,
800,,
euro,,
.,,
Se,,
lo,,
portavano,,
dietro,,
perché,,
la,,
loro,,
casa,,
era,,
stata,,
visitata,,
dai,,
ladri,,
e,,
gli,,
avevano,,
portato,,
via,,
già,,
tutto,,
.,,
Per,,
questo,,
il,,
contante,,
se,,
lo,,
tenevano,,
in,,
tasca,,
»,,
.,,
I,,
due,,
giovani,,
cinesi,,
si,,
sono,,
recati,,
a,,
far,,
denuncia,,
alla,,
polizia,[40481]NER_ORG,
",",,
purtroppo,,
non,,
hanno,,
fatto,,
in,,
tempo,,
a,,
notare,,
i,,
numeri,,
di,,
targa,,
dell,,
',,
Alfa,,
.,,
Solo,,
qualche,,
giorno,,
vennero,,
arrestati,,
(,,
e,,
poi,,
rilasciati,,
dal,,
tribunale,,
),,
due,,
ladri,,
di,,
origine,,
siciliana,,
sorpresi,,
a,,
rubare,,
alla,,
Rotonda,,
dopo,,
aver,,
saccheggiato,,
attrezzi,,
da,,
lavoro,,
da,,
Obi,,
.,,
I,,
due,,
avevano,,
distintivi,,
falsi,,
di,,
polizia,[40482]NER_ORG,
e,,
di,,
carabinieri,[40483]NER_ORG,
.,,
