token,label,source of relation
SPILAMBERTO,[48237]DBPEDIA,
.,,
I,,
ladri,,
sono,,
arrivati,,
con,,
un,,
camion,,
",",,
hanno,,
scaricato,,
bombole,,
e,,
fiamma,,
ossidrica,,
poi,,
hanno,,
smontato,,
le,,
inferriate,,
",",,
sono,,
entrati,,
e,,
hanno,,
portato,,
via,,
almeno,,
trentamila,,
euro,,
in,,
motoseghe,,
.,,
È,,
accaduto,,
nella,,
notte,,
tra,,
lunedì,,
e,,
ieri,[48232]TE,
",",,
intorno,,
all,,
',,
1,,
.,,
30,,
",",,
tutto,,
è,,
stato,,
ripreso,,
dalle,,
telecamere,,
interne,,
dell,,
',,
azienda,,
.,,
Vittima,,
del,,
furto,,
",",,
per,,
la,,
terza,,
volta,,
in,,
tre,,
anni,,
",",,
è,,
Alessandro,[48234]NER_PER,
Roli,[48234]NER_PER,
con,,
la,,
sua,,
azienda,,
di,,
commercio,,
in,,
attrezzi,,
da,,
giardino,,
in,,
via,,
dei,,
Fabbri,,
a,,
Spilamberto,"[48235]NER_LOC, [48238]DBPEDIA",
.,,
«,,
Era,,
piena,,
notte,,
-,,
spiega,,
Roli,,
-,,
sono,,
arrivati,,
una,,
prima,,
volta,,
con,,
il,,
camion,,
e,,
hanno,,
scaricato,,
bombole,,
e,,
fiamma,,
ossidrica,,
",",,
poi,,
si,,
sono,,
allontanati,,
e,,
sono,,
tornati,,
poco,,
dopo,,
",",,
lasciando,,
però,,
il,,
camion,,
a,,
una,,
certa,,
distanza,,
.,,
Hanno,,
smontato,,
le,,
inferriate,,
con,,
la,,
fiamma,,
ossidrica,,
e,,
",",,
una,,
volta,,
dentro,,
",",,
hanno,,
fatto,,
man,,
bassa,,
di,,
motoseghe,,
",",,
evidentemente,,
si,,
tratta,,
di,,
un,,
furto,,
su,,
commissione,,
",",,
sapevano,,
bene,,
cosa,,
portare,,
via,,
.,,
Dai,,
filmati,,
delle,,
telecamere,,
si,,
vede,,
che,,
erano,,
in,,
quattro,,
o,,
cinque,,
",",,
hanno,,
fatto,,
tutto,,
in,,
pochissimi,,
minuti,,
",",,
tanto,,
che,,
quando,,
sono,,
arrivato,,
io,,
insieme,,
alla,,
guardia,,
giurata,,
se,,
ne,,
erano,,
già,,
andati,,
.,,
Hanno,,
abbandonato,,
qui,,
le,,
bombole,,
",",,
che,,
sono,,
state,,
sequestrate,,
dai,,
carabinieri,[48236]NER_ORG,
.,,
Erano,,
a,,
volto,,
scoperto,,
ma,,
portavano,,
un,,
cappellino,,
con,,
visiera,,
in,,
modo,,
da,,
non,,
farsi,,
riprendere,,
in,[48239]DBPEDIA,
faccia,[48239]DBPEDIA,
dalle,,
telecamere,,
montate,,
in,,
alto,,
.,,
Io,,
sono,,
convinto,,
che,,
sia,,
gente,,
che,,
era,,
già,,
venuta,,
in,,
negozio,,
e,,
che,,
sapeva,,
come,,
era,,
disposto,,
l,,
',,
interno,,
.,,
È,,
la,,
terza,,
volta,,
in,,
tre,,
anni,,
che,,
subiamo,,
un,,
furto,,
e,,
ci,,
siamo,,
veramente,,
stancati,,
.,,
Non,,
è,,
ammissibile,,
che,,
si,,
debba,,
sempre,,
essere,,
vittime,,
di,,
furfanti,,
»,,
.,,
Sul,,
posto,,
sono,,
arrivati,,
anche,,
i,,
carabinieri,,
che,,
hanno,,
raccolto,,
tutte,,
le,,
informazioni,,
e,,
gli,,
elementi,,
utili,,
alle,,
indagini,,
e,,
hanno,,
controllato,,
già,,
in,,
nottata,,
tutta,,
la,,
zona,,
.,,
Ora,[48233]TE,
i,,
militari,,
cercheranno,,
di,,
capire,,
chi,,
possa,,
avere,,
agito,,
",",,
sono,,
stati,,
acquisiti,,
anche,,
i,,
filmati,,
delle,,
telecamere,,
che,,
verranno,,
esaminati,,
per,,
cercare,,
di,,
ricavarne,,
tracce,,
utili,,
alle,,
indagini,,
.,,
©RIPRODUZIONE,,
RISERVATA,,
