token,label,source of relation
FIORANO,[67526]NER_LOC,
.,,
Tutti,,
quegli,,
attrezzi,,
erano,,
davvero,,
appetibili,,
e,,
a,,
porta,,
di,,
mano,,
",",,
utili,,
ad,,
aumentare,,
la,,
dotazione,,
interna,,
per,,
i,,
lavoretti,,
domestici,,
.,,
Ma,,
un,,
pensionato,,
fioranese,,
dovrà,,
invece,,
affrontare,,
una,,
vicenda,,
giudiziaria,,
visto,,
che,,
i,,
carabinieri,[67527]NER_ORG,
della,,
stazione,,
locale,,
lo,,
hanno,,
denunciato,,
per,,
furto,,
.,,
L,,
',,
uomo,,
è,,
infatti,,
stato,,
bloccato,,
all,,
',,
uscita,,
dell,,
',,
Obi,,
dopo,,
che,,
la,,
vigilanza,[67528]DBPEDIA,
privata,[67528]DBPEDIA,
lo,,
aveva,,
individuato,,
come,,
potenziale,,
ladro,,
.,,
Era,,
stato,,
notato,,
aggirarsi,,
con,,
fare,,
sospetto,,
tra,,
le,,
corsie,,
",",,
occultando,,
nelle,,
tasche,,
diversi,,
prodotti,,
in,,
vendita,,
",",,
che,,
poi,,
non,,
aveva,,
pagato,,
alle,,
casse,,
.,,
I,,
militari,,
hanno,,
quindi,,
recuperato,,
tutto,,
il,,
bottino,,
",",,
quantificato,,
in,,
circa,,
200,,
euro,,
di,,
valore,,
.,,
