token,label,source of relation
MIRANDOLA,[54797]DBPEDIA,
.,,
I,,
ladri,,
ci,,
sono,,
sempre,,
",",,
ma,,
le,,
posizioni,,
della,,
politica,,
ciclicamente,,
cambiano,,
.,,
Si,,
passa,,
osì,,
dalle,,
rassicurazioni,,
sul,,
fatto,,
che,,
la,,
situazione,,
sia,,
sotto,,
controllo,,
",",,
alla,,
preoccupazione,,
.,,
Ora,[54782]TE,
siamo,,
in,,
questa,,
fase,,
.,,
«,,
Leggendo,,
la,,
cronaca,,
delle,,
ultime,,
settimane,,
ed,,
i,,
dati,,
del,,
Ministero,[54784]NER_ORG,
degli,,
interni,,
emerge,,
una,,
situazione,,
preoccupante,,
.,,
Ogni,,
giorno,,
",",,
a,,
Mirandola,[54785]NER_LOC,
–,,
commenta,,
Antonio,[54786]NER_PER,
Platis,"[54786]NER_PER, [54798]DBPEDIA",
",",,
capogruppo,,
Forza,[54787]NER_ORG,
Italia,[54787]NER_ORG,
–,,
vengono,,
commessi,,
3,,
illeciti,,
e,,
ogni,,
14,,
ore,,
un,,
furto,,
»,,
.,,
Considerazioni,,
che,,
emergono,,
dalla,,
lettura,,
dei,,
dati,,
del,,
2014,,
",",,
gli,,
ultimi,,
disponibili,,
",",,
relativi,,
all,,
',,
attività,,
del,,
Commissariato,[54788]NER_ORG,
di,[54788]NER_ORG,
Mirandola,[54788]NER_ORG,
e,,
delle,,
stazione,,
dei,,
Carabinieri,"[54789]NER_ORG, [54799]DBPEDIA",
.,,
«,,
Oltre,,
la,,
metà,,
degli,,
episodi,,
criminosi,,
–,,
commenta,,
il,,
capogruppo,,
di,,
Forza,[54790]NER_ORG,
Italia,[54790]NER_ORG,
Platis,"[54790]NER_ORG, [54800]DBPEDIA",
–,,
sono,,
furti,,
.,,
A,,
Mirandola,[54791]NER_LOC,
se,,
ne,,
contano,,
ben,,
601,,
di,,
cui,,
solo,,
in,,
46,,
si,,
è,,
potuto,,
identificare,,
l,,
',,
autore,,
.,,
I,,
furti,,
in,,
abitazione,,
sono,,
102,,
",",,
gli,,
edifici,,
commerciali,,
presi,,
di,,
mira,,
74,,
ed,,
i,,
casi,,
di,,
‘topi,,
',,
di,,
automobile,,
ben,,
85,,
.,,
A,,
questi,,
episodi,,
di,,
microcriminalità,,
si,,
aggiungono,,
altri,,
delitti,,
odiosi,,
e,,
violenti,,
:,,
2,,
episodi,,
di,,
rapina,,
;,,
1,,
violenza,,
sessuale,,
;,,
22,,
lesioni,,
dolose,,
;,,
8,,
casi,,
di,,
percosse,,
;,,
7,,
‘pizzicati,,
',,
a,,
spacciare,,
stupefacenti,,
;,,
8,,
incendi,,
dolosi,,
;,,
11,,
casi,,
di,,
ricettazione,,
;,,
12,,
automobili,,
