token,label,source of relation
Daniele,[145512]NER_PER,
Montanari,[145512]NER_PER,
Ha,,
fatto,,
irruzione,,
nella,,
farmacia,,
chiedendo,,
di,,
consegnargli,,
subito,,
i,,
soldi,,
in,,
cassa,,
",",,
arrivando,,
a,,
brandire,,
contro,,
il,,
titolare,,
un,,
coccio,,
di,,
bottiglia,,
",",,
che,,
gli,,
ha,,
causato,,
un,,
graffio,,
sulla,,
testa,,
.,,
L,,
',,
episodio,,
da,,
Bronx,"[145513]NER_LOC, [145521]DBPEDIA",
è,,
avvenuto,,
il,[145509]TE,
21,[145509]TE,
luglio,[145509]TE,
scorso,[145509]TE,
verso,,
mezzogiorno,,
nella,,
Farmacia,,
San,[145522]DBPEDIA,
Giorgio,,
alla,,
Manifattura,[145514]NER_ORG,
Tabacchi,[145514]NER_ORG,
",",,
lasciando,,
senza,,
parole,,
.,,
Ora,[145510]TE,
",",,
a,,
seguito,,
delle,,
indagini,,
",",,
l,,
',,
aggressore,,
è,,
stato,,
individuato,,
e,,
arrestato,,
:,,
si,,
tratta,,
di,,
un,,
25enne,,
italiano,,
",",,
fotosegnalato,,
per,,
aver,,
già,,
commesso,,
in,,
passato,,
azioni,,
di,,
questo,,
genere,,
.,,
Le,,
prove,,
raccolte,,
e,,
gli,,
accertamenti,,
compiuti,,
dalla,,
polizia,[145515]NER_ORG,
Scientifica,[145515]NER_ORG,
lo,,
hanno,,
incastrato,,
:,,
in,,
particolare,,
le,,
impronte,,
rilevate,,
sulla,,
scena,,
del,,
crimine,,
",",,
coincidenti,,
con,,
le,,
sue,,
",",,
e,,
poi,,
le,,
dichiarazioni,,
di,,
diversi,,
testimoni,,
e,,
le,,
immagini,,
dell,,
',,
impianto,,
di,,
videosorveglianza,,
.,,
A,,
fronte,,
della,,
richiesta,,
della,,
Procura,[145516]NER_ORG,
",",,
il,,
gip,,
ha,,
emesso,,
un,,
',,
ordinanza,,
di,,
custodia,,
cautelare,,
in,,
carcere,,
a,,
cui,,
la,,
polizia,,
ha,,
dato,,
esecuzione,,
portandolo,,
al,,
Sant,,
',,
Anna,,
.,,
La,,
notizia,,
ieri,[145511]TE,
è,,
stata,,
accolta,,
con,,
un,,
misto,,
di,,
soddisfazione,,
e,,
amarezza,,
da,,
parte,,
di,,
Alberto,"[145517]NER_PER, [145523]DBPEDIA",
Barbieri,"[145517]NER_PER, [145523]DBPEDIA",
",",,
titolare,,
della,,
farmacia,,
coinvolto,,
nell,,
',,
episodio,,
.,,
Non,,
il,,
primo,,
purtroppo,,
in,,
questa,,
farmacia,,
segnata,,
dall,,
',,
allarme,,
degrado,,
della,,
zona,,
.,,
«,,
E,,
',,
stata,,
la,,
quarta,,
",",,
tra,,
rapine,,
e,,
tentate,,
rapine,,
",",,
nel,,
giro,,
di,,
sette,,
anni,,
»,,
sottolinea,,
amaro,,
»,,
tornando,,
sulla,,
dinamica,,
dell,,
',,
episodio,,
:,,
«,,
Era,,
una,,
mattinata,,
come,,
tante,,
",",,
questo,,
giovane,,
",",,
con,,
la,,
mascherina,,
sul,,
volto,,
",",,
entra,,
e,,
denota,,
subito,,
segni,,
di,,
nervosismo,,
–,,
racconta,,
–,,
viene,,
da,,
me,,
e,,
quando,,
gli,,
chiedo,,
cosa,,
vuole,,
",",,
lui,,
risponde,,
:,,
“,,
Dammi,,
i,,
soldi,,
",",,
dammi,,
i,,
soldi,,
!,,
”,,
.,,
Io,,
gli,,
dico,,
d,,
',,
istinto,,
:,,
“,,
No,,
",",,
non,,
te,,
li,,
do,[145524]DBPEDIA,
”,,
.,,
E,,
allora,,
lui,,
in,,
un,,
lampo,,
arriva,,
dietro,,
il,,
bancone,,
:,,
io,,
l,,
',,
avrei,,
lasciato,,
libero,,
di,,
mettere,,
le,,
mani,,
nella,,
cassa,,
",",,
perché,,
a,,
quel,,
punto,,
non,,
vale,,
la,,
pena,,
opporsi,,
.,,
E,,
comunque,,
non,,
c,,
',,
erano,,
più,,
di,,
200,,
euro,,
",",,
perché,,
tutti,,
ormai,,
pagano,,
per,,
via,,
elettronica,,
.,,
Ma,,
lui,,
si,,
è,,
avventato,,
contro,,
di,,
me,,
con,,
questo,,
coccio,,
di,,
bottiglia,,
in,,
mano,,
.,,
Ovviamente,,
mi,,
sono,,
difeso,,
",",,
e,,
nella,,
colluttazione,,
mi,,
ha,,
fatto,,
un,,
graffio,,
",",,
ma,,
roba,,
da,,
poco,,
.,,
Poi,,
è,,
scappato,,
fuori,,
",",,
spiazzato,,
forse,,
dalla,,
reazione,,
",",,
senza,,
prendere,,
niente,,
»,,
.,,
Barbieri,[145518]NER_PER,
è,,
ovviamente,,
contento,,
che,,
sia,,
stato,,
preso,,
",",,
ma,,
avrebbe,,
voluto,,
che,,
ci,,
si,,
arrivasse,,
molto,,
prima,,
:,,
«,,
Pochi,,
giorni,,
dopo,,
la,,
rapina,,
la,,
polizia,,
mi,,
ha,,
detto,,
che,,
l,,
',,
aggressore,,
era,,
già,,
stato,,
identificato,,
",",,
anche,,
noi,,
l,,
',,
avevamo,,
inquadrato,,
perché,,
era,,
uno,,
che,,
era,,
già,,
venuto,,
altre,,
volte,,
in,,
farmacia,,
.,,
Mi,,
stupisco,,
che,,
ci,,
sia,,
voluto,,
tanto,,
tempo,,
per,,
arrivare,,
a,,
un,,
provvedimento,,
",",,
ma,,
meglio,,
tardi,,
che,,
mai,,
»,,
.,,
Anche,,
a,,
fronte,,
dell,,
',,
accaduto,,
",",,
Barbieri,[145519]NER_PER,
rilancia,,
l,,
',,
allarme,,
sul,,
degrado,,
della,,
zona,,
:,,
«,,
E,,
',,
evidente,,
che,,
sulle,,
cattive,,
frequentazioni,,
ha,,
un,,
peso,,
notevole,,
la,,
presenza,,
qui,,
vicino,,
del,,
Sert,,
–,,
osserva,,
–,,
allora,,
io,,
mi,,
chiedo,,
:,,
perché,,
non,,
lo,,
trasferiscono,,
come,,
avevano,,
promesso,,
?,,
La,,
sede,,
nuova,,
in,,
via,[145520]NER_LOC,
Nonantolana,[145520]NER_LOC,
è,,
pronta,,
da,,
tempo,,
",",,
non,,
capisco,,
perché,,
non,,
procedano,,
»,,
.,,
©,,
RIPRODUZIONE,,
RISERVATA,,
