token,label,source of relation
CARPI,[95791]NER_PER,
.,,
Nella,,
notte,,
fra,,
sabato,[95788]TE,
e,,
domenica,[95789]TE,
scorsi,[95789]TE,
si,,
erano,,
introdotti,,
nel,,
magazzino,,
di,,
stoccaggio,,
della,,
Opas,[95792]NER_ORG,
(,,
Organizzazione,[95793]NER_ORG,
di,[95793]NER_ORG,
Produttori,[95793]NER_ORG,
Allevatori,[95793]NER_ORG,
di,[95793]NER_ORG,
Suini,[95793]NER_ORG,
",",,
una,,
realtà,,
che,,
racchiude,,
oltre,,
il,,
12,,
%,,
della,,
suinicoltura,,
italiana,,
),,
",",,
certi,,
di,,
trovare,,
quello,,
che,,
cercavano,,
.,,
I,,
tre,,
delinquenti,,
",",,
le,,
cui,,
sagome,,
sono,,
visibili,,
nei,,
filmati,,
della,,
videosorveglianza,,
",",,
dopo,,
aver,,
forzato,,
il,,
cancello,,
carraio,,
ed,,
aver,,
forzato,,
una,,
porta,,
antipanico,,
",",,
avevano,,
infatti,,
asportato,,
250,,
prosciutti,,
",",,
già,,
pronti,,
per,,
essere,,
immessi,,
sul,,
mercato,,
",",,
e,,
mentre,,
due,,
di,,
loro,,
si,,
occupavano,,
di,,
caricare,,
la,,
merce,,
su,,
un,,
furgone,,
della,,
stessa,,
ditta,,
con,,
il,,
quale,,
si,,
sono,,
poi,,
allontanati,,
",",,
il,,
terzo,,
ha,,
ben,,
pensato,,
di,,
incrementare,,
il,,
bottino,,
razziando,,
anche,,
la,,
dozzina,,
di,,
distributori,,
automatici,,
di,,
cibi,,
e,,
bevande,,
interne,,
alla,,
ditta,,
.,,
I,,
Carabinieri,"[95794]NER_ORG, [95796]DBPEDIA",
della,[95794]NER_ORG,
Compagnia,[95794]NER_ORG,
di,[95794]NER_ORG,
Carpi,"[95794]NER_ORG, [95797]DBPEDIA",
",",,
dopo,,
un,,
accurato,,
sopralluogo,,
e,,
grazie,,
anche,,
alla,,
visione,,
dei,,
filmati,,
",",,
si,,
sono,,
messi,,
sulle,,
loro,,
tracce,,
riuscendo,,
",",,
nella,,
tarda,[95790]TE,
serata,[95790]TE,
di,[95790]TE,
ieri,[95790]TE,
",",,
in,,
cooperazione,,
con,,
i,,
colleghi,,
del,,
parmense,,
",",,
ad,,
individuare,,
i,,
malfattori,,
e,,
a,,
recuperare,,
",",,
parcheggiato,,
in,,
un,,
',,
area,,
di,,
sosta,,
di,,
una,,
strada,,
provinciale,,
di,,
Parma,"[95795]NER_LOC, [95798]DBPEDIA",
",",,
il,,
furgone,,
con,,
tutta,,
la,,
merce,,
asportata,,
che,,
ha,,
un,,
valore,,
superiore,,
ai,,
30,,
mila,,
euro,,
.,,
Le,,
indagini,,
proseguono,,
anche,,
per,,
appurare,,
a,,
chi,,
era,,
destinato,,
il,,
materiale,,
asportato,,
",",,
trattandosi,,
probabilmente,,
di,,
un,,
furto,,
su,,
commissione,,
.,,
