token,label,source of relation
FIORANO,[150775]NER_LOC,
.,,
Raid,,
di,,
atti,,
vandalici,,
ai,,
danni,,
di,,
una,,
ventina,,
di,,
auto,,
parcheggiate,,
in,,
via,[150776]NER_LOC,
Matteotti,[150776]NER_LOC,
.,,
La,,
denuncia,,
parte,,
da,,
un,,
residente,,
che,,
ha,,
sentito,,
gli,,
schiamazzi,,
dei,,
giovani,,
vandali,,
e,,
si,,
appella,,
al,,
buon,,
senso,,
dei,,
genitori,,
degli,,
adolescenti,,
che,,
hanno,,
preso,,
di,,
mira,,
le,,
macchine,,
in,,
sosta,,
.,,
«,,
Stanotte,,
in,,
via,[150777]NER_LOC,
Matteotti,[150777]NER_LOC,
un,,
gruppo,,
di,,
circa,,
venti,,
ragazzini,,
",",,
oltre,,
che,,
arrecare,,
disturbo,,
alla,,
quiete,,
",",,
ha,,
anche,,
tirato,,
dei,,
pugni,,
alle,,
auto,,
in,,
sosta,,
–,,
denuncia,,
il,,
residente,,
in,,
un,,
post,,
pubblicato,,
sul,,
gruppo,,
Facebook,"[150778]NER_ORG, [150779]DBPEDIA",
Sei,[150778]NER_ORG,
di,[150778]NER_ORG,
Fiorano,[150778]NER_ORG,
se.,[150780]DBPEDIA,
e...,[150780]DBPEDIA,
–,,
Spero,,
che,,
i,,
genitori,,
leggano,,
questo,,
post,,
»,,
.,,
A,,
conferma,,
di,,
quanto,,
sia,,
sentito,,
il,,
problema,,
",",,
sotto,,
al,,
post,,
si,,
è,,
creata,,
una,,
lunga,,
scia,,
di,,
commenti,,
e,,
un,,
dibattito,,
acceso,,
sull,,
',,
importanza,,
dell,,
',,
educazione,,
da,,
parte,,
dei,,
genitori,,
",",,
in,,
particolare,,
nei,,
confronti,,
dei,,
figli,,
adolescenti,,
per,,
evitare,,
che,,
commettano,,
questi,,
gesti,,
.,,
