token,label,source of relation
MIRANDOLA,[44621]DBPEDIA,
.,,
«,,
Siamo,,
dell,,
',,
Aimag,,
",",,
dobbiamo,,
fare,,
i,,
controlli,,
ai,,
contatori,,
perchè,,
ci,,
sono,,
fughe,,
di,,
gas,,
...,,
»,,
.,,
L,,
',,
approccio,,
è,,
sempre,,
quello,,
",",,
e,,
anche,,
stavolta,,
",",,
purtroppo,,
",",,
a,,
rimetterci,,
è,,
un,,
anziano,,
.,,
Per,,
la,,
verità,,
non,,
solo,,
lui,,
",",,
visto,,
che,,
il,,
bottino,,
-,,
13mila,,
euro,,
in,,
contanti,,
-,,
appartiene,,
anche,,
alla,,
badante,,
dello,,
Sry,,
Lanka,,
che,,
assiste,,
l,,
',,
anziano,,
.,,
La,,
truffa,,
-,,
riprovevole,,
-,,
si,,
è,,
consumata,,
in,,
via,[44616]NER_LOC,
Statale,[44616]NER_LOC,
Nord,[44616]NER_LOC,
.,,
I,,
due,,
uomini,,
hanno,,
suonato,,
alla,,
porta,,
della,,
casa,,
dove,,
il,,
signor,,
G,[44617]NER_PER,
.,[44617]NER_PER,
",",,
classe,,
1925,[44622]DBPEDIA,
",",,
vive,,
assistito,,
dai,,
famigliari,,
e,,
dalla,,
donna,,
",",,
una,,
35enne,,
immigrata,,
.,,
Il,,
racconto,,
.,,
«,,
Si,,
sono,,
presentati,,
affermando,,
che,,
erano,,
dell,,
',,
azienda,,
del,,
gas,,
e,,
volevano,,
verificare,,
perdite,,
-,,
ha,,
in,,
sostanza,,
raccontato,,
la,,
donna,,
-,,
erano,,
in,,
due,,
",",,
così,,
sono,,
riusciti,,
a,,
muoversi,,
liberamente,,
per,,
la,,
casa,,
.,,
Uno,,
è,,
salito,,
al,,
piano,,
di,,
sopra,,
poi,,
quando,,
è,,
sceso,,
hanno,,
detto,,
di,,
dover,[44623]DBPEDIA,
fare,,
in,,
fretta,,
e,,
si,,
sono,,
allontanati,,
»,,
.,,
Poco,,
più,,
tardi,,
la,,
donna,,
ha,,
scoperto,,
il,,
furto,,
",",,
denunciando,,
l,,
',,
accaduto,,
.,,
Ed,,
è,,
soltanto,,
l,,
',,
ultima,,
truffa,,
ad,,
un,,
anziano,,
della,,
Bassa,[44624]DBPEDIA,
modenese,[44624]DBPEDIA,
.,,
Commessa,,
secondo,,
consuetudine,,
da,,
“,,
nomadi,,
”,,
che,,
vivono,,
in,,
Emilia,[44618]NER_LOC,
perchè,,
le,,
vittime,,
non,,
colgono,,
quasi,,
mai,,
accenti,,
particolari,,
",",,
diversi,,
dai,,
locali,,
.,,
«,,
È,,
ora,[44615]TE,
di,,
fare,,
qualcosa,,
-,,
commenta,,
amareggiato,,
un,,
conoscente,,
della,,
famiglia,,
-,,
Ogni,,
giorno,,
si,,
sente,,
sempre,,
la,,
stessa,,
storia,,
.,,
Nessuno,,
riesce,,
a,,
fermare,,
questa,,
gente,,
che,,
si,,
prende,,
gioco,,
di,,
persone,,
indifese,,
?,,
»,,
.,,
I,,
recenti,,
precedenti,,
.,,
Era,,
appena,,
accaduto,,
a,,
Novi,"[44619]NER_LOC, [44625]DBPEDIA",
e,,
a,,
Cavezzo,"[44620]NER_LOC, [44626]DBPEDIA",
.,,
I,,
consigli,,
sono,,
rivolti,,
soprattutto,,
ai,,
famigliari,,
:,,
gli,,
anziani,,
devono,,
essere,,
istruiti,,
a,,
non,,
aprire,,
a,,
nessuno,,
",",,
specie,,
se,,
si,,
tratta,,
di,,
persone,,
che,,
accampagno,,
pretesti,,
di,,
questo,,
tipo,,
.,,
In,,
più,,
le,,
targhe,,
delle,,
auto,,
:,,
sono,,
fondamentali,,
",",,
per,,
rintracciare,,
i,,
truffatori,,
",",,
e,,
vanno,,
annotate,,
sempre,,
.,,
(,,
a,,
.,,
setti,,
),,
