token,label,source of relation
Furto,,
in,,
appartamento,,
in,,
pieno,,
centro,,
storico,,
.,,
L,,
',,
altra,,
sera,,
i,,
ladri,,
hanno,,
forzato,,
la,,
porta,,
di,,
un,,
',,
alloggio,,
in,,
via,[50205]NER_LOC,
Ganaceto,[50205]NER_LOC,
.,,
Se,,
ne,,
è,,
accorto,,
poco,,
dopo,,
l,,
',,
inquilino,,
che,,
",",,
rientrando,,
dal,,
lavoro,,
",",,
ha,,
trovato,,
la,,
serratura,,
scassinata,,
.,,
All,,
',,
interno,,
c,,
',,
era,,
confusione,,
:,,
ha,,
quindi,,
capito,,
subito,,
che,,
erano,,
“,,
passati,,
”,,
i,,
ladri,,
.,,
E,,
infatti,,
in,,
sala,,
c,,
',,
era,,
un,,
“,,
buco,,
”,,
vistoso,,
:,,
mancava,,
la,,
televisione,,
.,,
I,,
ladri,,
",",,
si,,
è,,
scoperto,,
l,,
',,
avevano,,
portata,,
via,,
.,,
Da,,
un,,
controllo,,
non,,
risultava,,
mancare,,
altro,,
La,,
vittima,,
ha,,
chiamato,,
il,,
13,,
che,,
ha,,
mandato,,
sul,,
posto,,
una,,
pattuglia,,
della,,
Squadra,[50208]DBPEDIA,
volante,[50208]DBPEDIA,
della,,
polizia,[50206]NER_ORG,
di,[50206]NER_ORG,
Stato,[50206]NER_ORG,
.,,
Gli,,
agenti,,
hanno,,
controllato,,
e,,
subito,,
dopo,,
avviato,,
le,,
indagini,,
.,,
Nella,,
zona,,
di,,
via,[50207]NER_LOC,
Ganaceto,[50207]NER_LOC,
pare,,
che,,
sia,,
il,,
primo,,
furto,,
da,,
tempo,,
.,,
