token,label,source of relation
Ha,,
compiuto,,
atti,,
osceni,,
davanti,,
a,,
giovani,,
atlete,,
dopo,,
essersi,,
intrufolato,,
in,,
una,,
palestra,,
di,,
via,[154826]NER_LOC,
Peruzzi,[154826]NER_LOC,
.,,
Un,,
45enne,,
è,,
stato,,
condannato,,
a,,
un,,
anno,,
e,,
nove,,
mesi,,
:,,
l,,
',,
uomo,,
è,,
entrato,,
in,,
palestra,,
durante,,
una,,
sessione,,
di,,
allenamento,,
di,,
una,,
squadra,,
.,,
Improvvisamente,,
",",,
davanti,,
alle,,
ragazzine,,
e,,
a,,
una,,
bambina,,
che,,
ha,,
visto,,
in,,
parte,,
la,,
scena,,
",",,
ha,,
iniziato,,
a,,
masturbarsi,,
.,,
Immediatamente,,
è,,
scattata,,
la,,
denucia,,
da,,
parte,,
dell,,
',,
allenatore,,
:,,
i,,
carabinieri,,
sono,,
risaliti,,
velocemente,,
a,,
lui,,
poco,,
dopo,,
il,,
fatto,,
.,,
Appena,,
prima,,
che,,
entrasse,,
in,,
palestra,,
",",,
infatti,,
",",,
l,,
',,
uomo,,
era,,
stato,,
identificato,,
dai,,
militari,,
.,,
In,,
particolare,,
",",,
è,,
stato,,
riscontrato,,
che,,
anche,,
le,,
scarpe,,
“,,
Doctor,[154827]NER_PER,
Martens,[154827]NER_PER,
”,,
:,,
un,,
dettaglio,,
che,,
non,,
è,,
passato,,
inosservato,,
.,,
Una,,
volta,,
identificato,,
",",,
l,,
',,
uomo,,
ha,,
gridato,,
:,,
«,,
L,,
',,
ho,,
fatto,,
perché,,
non,,
ho,,
moglie,,
e,,
non,,
ho,,
famiglia,,
»,,
.,,
Dagli,,
ulteriori,,
approfondimenti,,
",",,
poi,,
",",,
è,,
emerso,,
che,,
il,,
45enne,,
ha,,
precedenti,,
per,,
rapina,,
e,,
furto,,
.,,
È,,
stato,,
quindi,,
condannato,,
a,,
un,,
anno,,
e,,
nove,,
mesi,,
di,,
reclusione,,
.,,
L,,
',,
avvocato,,
Marastoni,[154828]NER_PER,
",",,
che,,
difende,,
d,,
',,
ufficio,,
l,,
',,
uomo,,
",",,
ricorrerà,,
in,,
appello,,
contro,,
la,,
sentenza,,
.,,
