token,label,source of relation
Francesco,[139949]NER_PER,
Dondi,[139949]NER_PER,
Andrea,[139949]NER_PER,
ha,,
46,,
anni,,
e,,
nel,,
2014,,
venne,,
ritenuto,,
il,,
responsabile,,
di,,
furto,,
aggravato,,
per,,
il,,
quale,,
",",,
nel,,
2019,,
",",,
verrà,,
condannato,,
a,,
un,,
anno,,
e,,
6,,
mesi,,
di,,
reclusione,,
",",,
più,,
400,,
euro,,
di,,
multa,,
e,,
al,,
pagamento,,
delle,,
spese,,
processuali,,
.,,
Ma,,
di,,
quel,,
processo,,
Andrea,[139950]NER_PER,
non,,
ne,,
ha,,
mai,,
saputo,,
niente,,
",",,
scoprendolo,,
soltanto,,
il,[139945]TE,
12,[139945]TE,
febbraio,[139945]TE,
2020,[139945]TE,
quando,,
gli,,
è,,
stata,,
notificata,,
l,,
',,
ordinanza,,
di,,
esecuzione,,
della,,
condanna,,
.,,
Ora,[139946]TE,
si,,
apre,,
una,,
nuova,,
vicenda,,
processuale,,
per,,
il,,
ladro,,
o,,
presunto,,
tale,,
.,,
Perché,[139951]NER_PER,
la,,
corte,,
di,,
Cassazione,"[139952]NER_PER, [139959]DBPEDIA",
ha,,
deciso,,
che,,
quantomeno,,
la,,
sua,,
istanza,,
di,,
“,,
rescissione,,
”,,
dovrà,,
essere,,
valutata,,
dai,,
giudici,,
di,,
Appello,[139953]NER_ORG,
a,,
cui,,
il,,
suo,,
nuovo,,
avvocato,,
si,,
era,,
rivolto,,
.,,
Nuovo,,
",",,
appunto,,
",",,
perché,,
quello,,
d,,
',,
ufficio,,
che,,
gli,,
avevano,,
assegnato,,
non,,
ha,,
fatto,,
alcunché,,
per,,
garantirgli,,
un,,
giusto,,
processo,,
.,,
I,,
giudici,,
riavvolgono,,
il,,
nastro,,
dei,,
passaggi,,
processuali,,
:,,
il,,
furto,,
avviene,,
il,[139947]TE,
4,[139947]TE,
gennaio,[139947]TE,
2012,"[139960]DBPEDIA, [139947]TE",
e,,
il,[139948]TE,
24,[139948]TE,
gennaio,[139948]TE,
2013,"[139961]DBPEDIA, [139948]TE",
l,,
',,
allora,,
39enne,,
viene,,
identificato,,
dalla,,
polizia,[139954]NER_ORG,
",",,
che,,
gli,,
assegna,,
un,,
avvocato,,
d,,
',,
ufficio,,
presso,,
il,,
quale,,
–,,
su,,
indicazione,,
di,,
Andrea,[139955]NER_PER,
–,,
vengono,,
spediti,,
tutti,,
gli,,
atti,,
",",,
tra,,
cui,,
l,,
',,
avviso,,
di,,
conclusione,,
indagini,,
e,,
la,,
fissazione,,
del,,
processo,,
.,,
A,,
cui,,
Andrea,[139956]NER_PER,
non,,
si,,
presenterà,,
mai,,
perché,,
il,,
rapporto,,
con,,
il,,
legale,,
di,,
fatto,,
non,,
si,,
è,,
mai,,
instaurato,,
e,,
lo,,
stesso,,
avvocato,,
si,,
è,,
presentato,,
in,,
aula,,
una,,
sola,,
volta,,
su,,
cinque,,
.,,
È,,
venuto,,
a,,
mancare,,
–,,
argomenta,,
la,,
Cassazione,"[139957]NER_ORG, [139962]DBPEDIA",
–,,
la,,
verifica,,
dell,,
',,
avvenuta,,
instaurazione,,
di,,
un,,
rapporto,,
professionale,,
tra,,
il,,
legale,,
domiciliatario,,
e,,
l,,
',,
indagato,,
",",,
tale,,
da,,
fargli,,
ritenere,,
con,,
certezza,,
che,,
quest,,
',,
ultimo,,
abbia,,
avuto,,
conoscenza,,
del,,
procedimento,,
o,,
si,,
sia,,
sottratto,,
volontariamente,,
.,,
Non,,
è,,
questo,,
il,,
caso,,
di,,
Andrea,[139958]NER_PER,
che,,
non,,
ha,,
mai,,
saputo,,
alcunché,,
:,,
perciò,,
la,,
sua,,
domanda,,
di,,
rescissione,,
dovrà,,
essere,,
valutata,,
da,,
un,,
altro,,
giudice,,
.,,
—,,
©,,
RIPRODUZIONE,,
RISERVATA,,
