token,label,source of relation
CARPI,[154546]NER_PER,
.,,
Trentamila,,
euro,,
tra,,
Gratta,[154547]NER_PER,
e,,
Vinci,[154548]NER_PER,
",",,
sigarette,,
e,,
denaro,,
.,,
Insomma,,
un,,
bottino,,
ricco,,
per,,
i,,
ladri,,
che,,
nella,,
notte,,
tra,,
venerdì,,
e,,
sabato,[154543]TE,
hanno,,
svaligiato,,
la,,
tabaccheria,,
di,,
via,[154549]NER_LOC,
Industria,[154549]NER_LOC,
",",,
a,,
fianco,,
del,,
distributore,,
di,,
benzina,,
.,,
Purtroppo,,
a,,
nulla,,
sono,,
valsi,,
allarme,,
e,,
telecamere,,
:,,
la,,
banda,,
è,,
riuscita,,
a,,
lavorare,,
con,,
una,,
certa,,
calma,,
e,,
a,,
fuggire,,
prima,,
dell,,
',,
arrivo,,
delle,,
forze,,
dell,,
',,
ordine,,
che,,
ora,[154544]TE,
indagano,,
sull,,
',,
ennesimo,,
furto,,
avvenuto,,
in,,
città,,
.,,
«,,
I,,
ladri,,
-,,
racconta,,
il,,
titolare,,
-,,
hanno,,
infranto,,
la,,
vetrata,,
che,,
dà,,
sul,,
retro,,
e,,
una,,
volta,,
dentro,,
hanno,,
svuotato,,
scaffali,,
e,,
cassa,,
.,,
Ovviamente,,
la,,
parte,,
economicamente,,
più,,
rilevante,,
riguarda,,
le,,
sigarette,,
",",,
ma,,
anche,,
i,,
Gratta,[154550]NER_PER,
e,,
Vinci,,
spariti,,
sono,,
un,,
bel,,
numero,,
.,,
Irrisoria,,
invece,,
la,,
quantità,,
di,,
denaro,,
:,,
nel,,
registratore,,
di,,
cassa,,
avevamo,,
lasciato,,
",",,
infatti,,
",",,
solo,,
gli,,
spiccioli,,
»,,
.,,
La,,
banda,,
",",,
probabilmente,,
esperta,,
in,,
colpi,,
del,,
genere,,
",",,
è,,
riuscita,,
a,,
farla,,
franca,,
grazie,,
anche,,
alla,,
manomissione,,
dell,,
',,
impianto,,
d,,
',,
allarme,,
.,,
«,,
Probabilmente,,
-,,
racconta,,
il,,
titolare,,
-,,
sono,,
intervenuti,,
a,,
livello,,
tecnico,,
bloccando,,
senza,,
sforzi,,
le,,
apparecchiature,,
collegate,,
con,,
le,,
forze,,
dell,,
',,
ordine,,
.,,
Per,,
quanto,,
riguarda,,
le,,
telecamere,,
",",,
i,,
ladri,,
hanno,,
asportato,,
il,,
registratore,,
delle,,
immagini,,
e,,
quindi,,
non,,
sapremo,,
mai,,
che,,
volto,,
hanno,,
»,,
.,,
La,,
frustrazione,,
e,,
in,,
un,,
certo,,
senso,,
la,,
rassegnazione,,
del,,
titolare,,
di,,
fronte,,
a,,
questo,,
grave,,
episodio,,
è,,
evidente,,
:,,
«,,
Gestire,,
un,,
negozio,,
-,,
commenta,,
-,,
è,,
diventato,,
molto,,
rischioso,,
.,,
Non,,
sei,,
mai,,
tranquillo,,
.,,
Temi,,
sempre,,
che,,
prima,,
o,,
poi,,
qualcuno,,
irrompa,,
per,,
rapinarti,,
",",,
o,,
che,,
al,,
ritorno,,
al,,
lavoro,,
la,,
mattina,,
i,,
ladri,,
ti,,
abbiano,,
fatto,,
sparire,,
la,,
merce,,
.,,
Non,,
si,,
vive,,
bene,,
così,,
»,,
.,,
La,,
questione,,
solleva,,
anche,,
un,,
altro,,
problema,,
legato,,
ai,,
Gratta,[154551]NER_PER,
e,,
Vinci,[154552]NER_PER,
.,,
«,,
Ho,,
chiamato,,
il,,
gestore,,
del,,
gioco,,
-,,
racconta,,
ancora,,
il,,
titolare,,
della,,
tabaccheria,,
-,,
per,,
chiedere,,
di,,
bloccare,,
i,,
numeri,,
di,,
codice,,
dei,,
tagliandi,,
rubati,,
",",,
ma,,
mi,,
è,,
stato,,
risposto,,
che,,
non,,
è,,
possibile,,
.,,
Io,,
e,,
altri,,
colleghi,,
siamo,,
molto,,
arrabbiati,,
per,,
questa,,
situazione,,
.,,
Se,,
i,,
ladri,,
sapessero,,
che,,
una,,
volta,,
rubati,,
i,,
Gratta,[154553]NER_PER,
e,,
Vinci,,
non,,
sono,,
più,,
commerciabili,,
probabilmente,,
si,,
ridurrebbe,,
il,,
numero,,
di,,
furti,,
di,,
questo,,
genere,,
di,,
merce,,
",",,
invece,,
i,,
ladri,,
sanno,,
che,,
i,,
tagliandi,,
sono,,
moneta,,
contante,,
e,,
quindi,,
continuano,,
a,,
rubarli,,
.,,
Le,,
autorità,,
dovrebbero,,
intervenire,,
per,,
riparare,,
a,,
questa,,
assurdità,,
che,,
alimenta,,
il,,
numero,,
di,,
reati,,
predatori,,
»,,
.,,
Per,,
le,,
sigarette,,
invece,,
è,,
quasi,,
certo,,
che,,
la,,
merce,,
sparita,,
finirà,,
all,,
',,
estero,,
di,,
contrabbando,,
.,,
Non,,
si,,
esclude,,
che,,
si,,
tratti,,
di,,
una,,
banda,,
specializzata,,
in,,
furti,,
nelle,,
tabaccherie,,
.,,
Si,,
ricorderà,,
a,,
questo,,
proposito,,
che,,
a,,
fine,[154545]TE,
agosto,[154545]TE,
anche,,
la,,
tabaccheria,,
in,,
via,[154554]NER_LOC,
Bollitora,[154554]NER_LOC,
fu,,
visitata,,
dai,,
ladri,,
.,,
E,,
anche,,
in,,
quell,,
',,
occasione,,
sparirono,,
sigarette,,
e,,
Gratta,[154555]NER_PER,
e,,
Vinci,[154556]NER_PER,
.,,
