token,label,source of relation
Bruttissimo,,
rientro,,
dopo,,
il,,
ponte,,
di,,
Pasqua,"[76477]NER_LOC, [76484]DBPEDIA",
per,,
il,,
reparto,,
di,,
Endoscopia,"[76478]NER_LOC, [76485]DBPEDIA",
",",,
al,,
terzo,,
piano,,
dell,,
',,
ospedale,,
di,,
Sassuolo,"[76479]NER_LOC, [76486]DBPEDIA",
dove,,
",",,
durante,,
il,,
weekend,,
di,,
festa,,
è,,
avvenuto,,
un,,
furto,,
clamoroso,,
che,,
avrà,,
ripercussioni,,
anche,,
per,,
i,,
pazienti,,
in,,
lista,,
d,,
',,
attesa,,
per,,
essere,,
sottoposti,,
ad,,
esami,,
.,,
«,,
Sono,,
state,,
rubate,,
alcune,,
apparecchiature,,
endoscopiche,,
",",,
in,,
totale,,
9,,
strumenti,,
–,,
confermano,,
dal,,
nosocomio,,
sassolese,,
-,,
utilizzati,,
per,,
effettuare,,
colonscopie,[76487]DBPEDIA,
e,,
gastroscopie,[76488]DBPEDIA,
.,,
Il,,
furto,,
è,,
avvenuto,,
forzando,,
le,,
porte,,
che,,
custodivano,,
gli,,
strumenti,,
.,,
L,,
',,
ospedale,,
ha,,
già,,
sporto,,
denuncia,,
per,,
l,,
',,
accaduto,,
.,,
A,,
causa,,
del,,
furto,,
",",,
l,,
',,
attività,,
endoscopica,,
programmata,,
",",,
nei,,
prossimi,,
giorni,,
",",,
subirà,,
alcune,,
modifiche,,
e,,
potrebbero,,
verificarsi,,
slittamenti,,
degli,,
appuntamenti,,
in,,
calendario,,
.,,
Sarà,,
l,,
',,
ospedale,,
a,,
contattare,,
direttamente,,
i,,
pazienti,,
per,,
concordare,,
con,,
loro,,
eventuali,,
nuove,,
date,,
per,,
le,,
visite,,
e,,
sarà,,
",",,
comunque,,
",",,
garantita,,
tutta,,
l,,
',,
attività,,
urgente,,
e,,
non,,
rimandabile,,
.,,
L,,
',,
ospedale,,
si,,
scusa,,
in,,
anticipo,,
per,,
eventuali,,
disagi,,
degli,,
utenti,,
»,,
.,,
Un,,
comunicato,,
scarno,,
ma,,
essenziale,,
che,,
contiene,,
tutto,,
il,,
disappunto,,
dei,,
vertici,,
della,,
struttura,,
di,,
via,[76480]NER_LOC,
Ruini,[76480]NER_LOC,
.,,
Rubare,,
questo,,
tipo,,
di,,
strumentazione,,
-,,
del,,
valore,,
di,,
circa,,
100mila,,
euro,,
-,,
forzando,,
la,,
porta,,
e,,
forzando,,
l,,
',,
armadio,,
che,,
le,,
conteneva,,
(,,
oltre,,
ai,,
monitor,,
del,,
box,,
centrale,,
della,,
stanza,,
),,
",",,
non,,
deve,,
essere,,
stata,,
una,,
questione,,
di,,
pochi,,
minuti,,
.,,
Per,,
i,,
carabinieri,,
di,,
Sassuolo,"[76481]NER_LOC, [76489]DBPEDIA",
",",,
dove,,
è,,
stata,,
presentata,,
la,,
denuncia,,
da,,
parte,,
della,,
direzione,,
ospedaliera,,
",",,
si,,
aprono,,
scenari,,
di,,
difficile,,
interpretazione,,
sia,,
logistica,,
(,,
dove,,
potranno,,
essere,,
andati,,
a,,
finire,,
oggetti,,
così,,
identificabili,,
",",,
visto,,
che,,
sono,,
tutti,,
dotati,,
di,,
codice,,
?,,
),,
",",,
che,,
territoriale,,
(,,
come,,
hanno,,
fatto,,
i,,
ladri,,
a,,
scassinare,,
",",,
rubare,,
e,,
",",,
soprattutto,,
",",,
portare,,
fuori,,
dall,,
',,
ospedale,,
",",,
strumenti,,
e,,
monitor,,
?,,
),,
.,,
L,,
',,
azione,,
degli,,
inquirenti,,
si,,
indirizza,,
verso,,
la,,
possibile,,
azione,,
dettata,,
da,,
un,,
furto,,
su,,
commissione,,
",",,
con,,
una,,
regia,,
che,,
potrebbe,,
ipotizzare,,
anche,,
la,,
vendita,,
dei,,
preziosi,,
strumenti,,
ad,,
altri,,
ospedale,,
",",,
difficilmente,,
italiani,,
.,,
Oltre,,
alle,,
indagini,,
dei,,
carabinieri,[76482]NER_ORG,
",",,
per,,
un,,
furto,,
ed,,
un,,
danno,,
che,,
",",,
come,,
detto,,
",",,
si,,
avvicina,,
ai,,
100mila,,
euro,,
",",,
adesso,[76474]TE,
c,,
',,
è,,
anche,,
l,,
',,
entrata,,
in,,
campo,,
da,,
parte,,
dei,,
periti,,
delle,,
assicurazioni,,
che,,
dovranno,,
quantificare,,
nel,,
dettaglio,,
sia,,
gli,,
anni,,
di,,
usura,,
degli,,
strumenti,,
",",,
sia,,
il,,
valore,,
iniziale,,
che,,
quello,,
di,,
mercato,,
",",,
per,,
proporre,,
il,,
risarcimento,,
.,,
Per,,
quanto,,
riguarda,,
i,,
danni,,
a,,
porte,,
ed,,
armadio,,
c,,
',,
è,,
già,,
stata,,
la,,
riparazione,,
",",,
per,,
chiudere,,
ieri,[76475]TE,
sera,[76475]TE,
stessa,,
il,,
reparto,,
.,,
Così,,
come,,
l,,
',,
Ufficio,[76483]NER_ORG,
Acquisti,[76483]NER_ORG,
dell,,
',,
ospedale,,
ha,,
anche,,
provveduto,,
ad,,
ordinare,,
nuovi,,
strumenti,,
per,,
causare,,
meno,,
disagi,,
possibile,,
agli,,
utenti,,
ed,,
effettuare,,
le,,
visite,,
già,,
programmate,,
nel,,
minor,,
tempo,,
possibile,,
.,,
La,,
direzione,,
dell,,
',,
ospedale,,
cercherà,,
già,,
in,,
queste,[76476]TE,
ore,[76476]TE,
di,,
avvertire,,
tutti,,
coloro,,
che,,
erano,,
in,,
lista,,
per,,
sottoporsi,,
ai,,
controlli,,
e,,
programmare,,
una,,
nuova,,
data,,
di,,
esame,,
che,,
",",,
dovrà,,
tener,,
conto,,
dei,,
tempi,,
di,,
arrivo,,
delle,,
nuove,,
strumentazioni,,
.,,
