token,label,source of relation
Marocchino,,
40enne,,
denunciato,,
dalla,,
polizia,[45519]NER_ORG,
per,,
furto,,
aggravato,,
in,,
un,,
esercizio,,
commerciale,,
.,,
L,,
',,
uomo,,
circa,,
un,,
mese,,
fa,,
aveva,,
rubato,,
da,,
un,,
negozio,,
in,,
centro,,
alcuni,,
capi,,
di,,
abbigliamento,,
aggirando,,
le,,
barriere,,
antitaccheggio,,
.,,
Si,,
tratta,,
di,,
A,[45520]NER_PER,
.,[45520]NER_PER,
B,[45520]NER_PER,
.,[45520]NER_PER,
",",,
che,,
",",,
approfittando,,
del,,
suo,,
stato,,
di,,
clandestinità,,
sul,,
territorio,,
",",,
riteneva,,
di,,
poter,,
non,,
essere,,
identificato,,
.,,
Le,,
telecamere,,
di,,
videosorveglianza,,
dell,,
',,
esercizio,,
commerciale,,
",",,
però,,
",",,
avevano,,
ripreso,,
ben,,
in,,
volto,,
il,,
ladro,,
.,,
Il,,
titolare,,
aveva,,
sporto,,
regolare,,
denuncia,,
al,,
commissariato,,
e,,
le,,
foto,,
erano,,
state,,
fornite,,
a,,
tutte,,
le,,
pattuglie,,
in,,
servizio,,
che,,
ha,,
avviato,,
una,,
intensa,,
ricerca,,
su,,
tutto,,
il,,
territorio,,
al,,
fine,,
di,,
impedire,,
che,,
potesse,,
farla,,
franca,,
e,,
ritornare,,
a,,
colpire,,
nuovamente,,
.,,
Per,,
più,,
di,,
un,,
mese,,
l,,
',,
individuo,,
si,,
è,,
mantenuto,,
lontano,,
da,,
Sassuolo,"[45521]NER_LOC, [45524]DBPEDIA",
ma,,
nel,,
pomeriggio,,
di,,
giovedì,,
una,,
volante,,
lo,,
ha,,
riconosciuto,,
presso,,
la,,
stazione,,
dei,,
treni,,
per,,
Modena,"[45522]NER_LOC, [45525]DBPEDIA",
.,,
Accompagnato,,
in,,
commissariato,,
è,,
stato,,
fotosegnalato,,
e,,
denunciato,,
in,,
stato,,
di,,
libertà,,
per,,
furto,,
aggravato,,
.,,
Inoltre,,
gli,,
è,,
stato,,
consegnato,,
il,,
provvedimento,,
di,,
espulsione,,
dal,,
territorio,,
nazionale,,
.,,
Non,,
è,,
stato,,
possibile,,
recuperare,,
la,,
refurtiva,,
in,,
quanto,,
lo,,
stesso,,
l,,
',,
aveva,,
già,,
venduta,,
ad,,
alcuni,,
ricettatori,,
.,,
(,,
Al,[45523]NER_ORG,
.,,
Sci,,
.,,
),,
